"chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,rms,zero_crossing_rate",class,duration,sample_duration,total_sample
"[0.6371172, 2165.9023959021647, 1994.4627835615609, 4592.444957386364, 0.044867154, 0.12905051491477273]",four,1.0,4.5351473922902495e-05,22050
"[0.30905846, 2020.069127737562, 1730.8417822023912, 3872.3061301491475, 0.016921174, 0.1479159268465909]",four,1.0,4.5351473922902495e-05,22050
"[0.35980046, 1195.71361704898, 1503.6673181034384, 2615.5500932173295, 0.03680204, 0.05015980113636364]",four,1.0,4.5351473922902495e-05,22050
"[0.41249692, 1608.4297314184348, 1488.593462389991, 3200.127618963068, 0.008937032, 0.10857599431818182]",four,1.0,4.5351473922902495e-05,22050
"[0.29290056, 784.1428210221492, 899.1574475672296, 1313.2806951349432, 0.09970257, 0.04442249644886364]",four,1.0,4.5351473922902495e-05,22050
"[0.2759669, 1209.9963117534905, 1325.2513762960423, 2391.1643288352275, 0.07499045, 0.06268865411931818]",four,1.0,4.5351473922902495e-05,22050
"[0.5434055, 844.6768241086252, 1153.9573499883181, 1562.625399502841, 0.03183882, 0.034590287642045456]",four,1.0,4.5351473922902495e-05,22050
"[0.5620086, 2196.477090173005, 1705.8272091235385, 4007.867431640625, 0.029922277, 0.1645840731534091]",four,1.0,4.5351473922902495e-05,22050
"[0.29878068, 1721.1421036064837, 1077.8359678956167, 2514.4908558238635, 0.07419444, 0.13604181463068182]",four,1.0,4.5351473922902495e-05,22050
"[0.5331764, 859.6356144677583, 1219.5414147061083, 1698.9207874644887, 0.0125922505, 0.03261496803977273]",four,1.0,4.5351473922902495e-05,22050
"[0.5919656, 1129.7512211751052, 1469.4947825810232, 2517.916592684659, 0.0080273915, 0.04112659801136364]",four,1.0,4.5351473922902495e-05,22050
"[0.34879607, 1609.1024462464165, 1069.4608329009864, 2608.2782451923076, 0.02198498, 0.10883663862179487]",four,0.8824036281179138,4.5351473922902495e-05,19457
"[0.5674011, 980.9836658852898, 1511.3335450215664, 2106.8281693892045, 0.042049143, 0.035711115056818184]",four,1.0,4.5351473922902495e-05,22050
"[0.3989795, 1453.2942706710235, 1568.378924808198, 3102.7388139204545, 0.013260692, 0.11307040127840909]",four,1.0,4.5351473922902495e-05,22050
"[0.5862497, 2087.901732339657, 1759.8254070167059, 4078.8291237571025, 0.013664657, 0.1514559659090909]",four,1.0,4.5351473922902495e-05,22050
"[0.37290648, 3003.236126184133, 1636.5429258346726, 4656.065784801136, 0.02145301, 0.33973277698863635]",four,1.0,4.5351473922902495e-05,22050
"[0.46564263, 2097.6649995085777, 1628.6757895437572, 3895.3075062144885, 0.05111804, 0.15092329545454544]",four,1.0,4.5351473922902495e-05,22050
"[0.45052546, 1356.3549091656819, 1433.097147633989, 2444.0185546875, 0.054013137, 0.09382768110795454]",four,1.0,4.5351473922902495e-05,22050
"[0.5195427, 1689.0327941296114, 1548.6034205870244, 3291.3990367542615, 0.021231554, 0.10155140269886363]",four,1.0,4.5351473922902495e-05,22050
"[0.43467012, 1916.8279723088249, 1579.1040452523512, 3469.292658025568, 0.035484836, 0.14869273792613635]",four,1.0,4.5351473922902495e-05,22050
"[0.52299416, 2213.4068757342097, 1581.0318920610305, 3985.6001420454545, 0.009498872, 0.1937255859375]",four,1.0,4.5351473922902495e-05,22050
"[0.3915894, 2215.2649560794944, 1681.9217804484897, 3898.977938565341, 0.020412, 0.2187167080965909]",four,1.0,4.5351473922902495e-05,22050
"[0.2315841, 2924.5109373480614, 1351.3433824555786, 3901.1801979758525, 0.08689995, 0.25672496448863635]",four,1.0,4.5351473922902495e-05,22050
"[0.5912376, 1644.545676037825, 1523.240176640696, 3277.206698330966, 0.009368033, 0.06080211292613636]",four,1.0,4.5351473922902495e-05,22050
"[0.62638843, 2255.8780407830773, 1939.5718138017294, 4425.0732421875, 0.005530761, 0.1352871981534091]",four,1.0,4.5351473922902495e-05,22050
"[0.45938805, 1707.8178622923647, 1408.3011437162806, 2916.525545987216, 0.08156912, 0.12673117897727273]",four,1.0,4.5351473922902495e-05,22050
"[0.4428339, 577.2477524718381, 979.3817079401523, 970.9517045454545, 0.04409452, 0.022361061789772728]",four,1.0,4.5351473922902495e-05,22050
"[0.35083586, 1060.0321247939146, 1106.8134101631665, 1901.773348721591, 0.015418037, 0.056196732954545456]",four,1.0,4.5351473922902495e-05,22050
"[0.41409788, 2215.2887558132684, 1468.1707294704383, 3647.186279296875, 0.015000618, 0.22746138139204544]",four,1.0,4.5351473922902495e-05,22050
"[0.44079578, 2001.5107550651599, 1506.5692563497955, 3865.6993519176135, 0.04381667, 0.16663707386363635]",four,1.0,4.5351473922902495e-05,22050
"[0.45382506, 1498.7727350438813, 1186.8893524292712, 2479.010009765625, 0.06609536, 0.10721102627840909]",four,1.0,4.5351473922902495e-05,22050
"[0.4629513, 2035.853703313591, 1809.9683349229797, 4075.6480823863635, 0.016913684, 0.16532759232954544]",four,1.0,4.5351473922902495e-05,22050
"[0.5802468, 1805.560050866616, 1602.1287249293237, 3434.0565074573865, 0.044109263, 0.10719992897727272]",four,1.0,4.5351473922902495e-05,22050
"[0.71797675, 428.9918141792686, 1013.4458649059451, 628.6227139559659, 0.009462261, 0.007268732244318182]",four,1.0,4.5351473922902495e-05,22050
"[0.4357809, 2134.673437912623, 1757.8049387998337, 3940.0240384615386, 0.016205618, 0.16068209134615385]",four,0.8824036281179138,4.5351473922902495e-05,19457
"[0.37566128, 1559.367888259828, 1514.8357462429778, 3135.990947001689, 0.047860492, 0.0877586570945946]",four,0.8533786848072562,4.5351473922902495e-05,18817
"[0.40862563, 850.289983461563, 993.5791927271571, 1596.6380726207387, 0.049845945, 0.03404651988636364]",four,1.0,4.5351473922902495e-05,22050
"[0.6092838, 549.5339880620322, 1138.5366679809651, 786.9406960227273, 0.12390382, 0.017600319602272728]",four,1.0,4.5351473922902495e-05,22050
"[0.41150382, 1228.633093524522, 1551.851268156169, 2689.4481312144885, 0.015683703, 0.05518687855113636]",four,1.0,4.5351473922902495e-05,22050
"[0.4321545, 2369.684869833156, 1868.2686679394135, 4356.558504971591, 0.055331923, 0.18024236505681818]",four,1.0,4.5351473922902495e-05,22050
"[0.4099576, 1937.9164148664274, 1565.784763812174, 3765.374200994318, 0.012816264, 0.10622336647727272]",four,1.0,4.5351473922902495e-05,22050
"[0.54409224, 1613.5646055662792, 1687.1273731250244, 3249.5561079545455, 0.003055393, 0.08150967684659091]",four,1.0,4.5351473922902495e-05,22050
"[0.44848505, 2146.6509811131077, 1749.3616432252456, 3932.501220703125, 0.047157742, 0.1610440340909091]",four,1.0,4.5351473922902495e-05,22050
"[0.35359696, 1269.227185842757, 1343.4546892808655, 2662.042236328125, 0.02355767, 0.06154563210227273]",four,1.0,4.5351473922902495e-05,22050
"[0.45815474, 1367.808629147933, 1349.581785944634, 2414.165704900568, 0.06434543, 0.08255282315340909]",four,1.0,4.5351473922902495e-05,22050
"[0.32530034, 1390.7779069066335, 1271.3220030991126, 2368.407648259943, 0.032890674, 0.08620383522727272]",four,1.0,4.5351473922902495e-05,22050
"[0.5207344, 1565.2952792396047, 1656.0301677926132, 3323.2094504616475, 0.034206208, 0.08796830610795454]",four,1.0,4.5351473922902495e-05,22050
"[0.3887305, 1182.4758318111622, 1329.5824332239495, 2239.208429509943, 0.026289744, 0.056685014204545456]",four,1.0,4.5351473922902495e-05,22050
"[0.3769233, 2007.693903155093, 1616.7173810746863, 3494.985684481534, 0.049951576, 0.1468838778409091]",four,1.0,4.5351473922902495e-05,22050
"[0.57918614, 670.4641699820899, 1247.93843273239, 1405.75927734375, 0.0793877, 0.01123046875]",four,0.6827210884353742,4.5351473922902495e-05,15054
"[0.35209846, 1318.3531206655432, 1106.497891914128, 2120.5311168323865, 0.096387334, 0.09226296164772728]",four,1.0,4.5351473922902495e-05,22050
"[0.68436766, 2294.924472128718, 2069.2366832721705, 4896.601451526989, 0.024814637, 0.12532182173295456]",four,1.0,4.5351473922902495e-05,22050
"[0.4141114, 1041.7577551416334, 1447.9095753236707, 2538.471013849432, 0.06325351, 0.040360884232954544]",four,1.0,4.5351473922902495e-05,22050
"[0.41850576, 714.4826192284687, 963.6186054924962, 1005.9431596235795, 0.032354828, 0.04407848011363636]",four,1.0,4.5351473922902495e-05,22050
"[0.54573107, 2010.8079374208844, 1644.0901889120337, 3653.3036665482955, 0.02191655, 0.12177068536931818]",four,1.0,4.5351473922902495e-05,22050
"[0.3111504, 977.678215748813, 1147.590312095865, 1764.499178799716, 0.07424858, 0.05599698153409091]",four,1.0,4.5351473922902495e-05,22050
"[0.41918477, 1377.8193891727622, 1374.6004826634112, 2526.4809348366475, 0.018153377, 0.08680308948863637]",four,1.0,4.5351473922902495e-05,22050
"[0.5531728, 1027.6621567607656, 1005.7072576095551, 1820.5344460227273, 0.015729425, 0.06224476207386364]",four,1.0,4.5351473922902495e-05,22050
"[0.40806568, 1822.5297357463887, 1753.9643210613553, 3743.840997869318, 0.04349568, 0.08699174360795454]",four,1.0,4.5351473922902495e-05,22050
"[0.506136, 1842.7397702128649, 1577.6342391027306, 3271.578702059659, 0.03331549, 0.11871892755681818]",four,1.0,4.5351473922902495e-05,22050
"[0.42584354, 1533.7355978299463, 1276.4791324992482, 2803.099266258446, 0.036298495, 0.10214315878378379]",four,0.8359637188208617,4.5351473922902495e-05,18433
"[0.46121758, 987.122737040009, 1216.941412415663, 1755.9348366477273, 0.021162106, 0.05100319602272727]",four,1.0,4.5351473922902495e-05,22050
"[0.43941614, 1718.3911873081, 1664.776598226704, 3285.5263449928975, 0.023666836, 0.07710404829545454]",four,1.0,4.5351473922902495e-05,22050
"[0.38764298, 1061.6626175953947, 1414.0158093311982, 2228.1971324573865, 0.0595741, 0.04966042258522727]",four,1.0,4.5351473922902495e-05,22050
"[0.25341368, 1244.0873722093108, 1302.1760665051152, 2287.658136541193, 0.09832095, 0.06526322798295454]",four,1.0,4.5351473922902495e-05,22050
"[0.42534885, 1279.4855999101537, 1367.8655920562903, 2494.915216619318, 0.014297687, 0.07429643110795454]",four,1.0,4.5351473922902495e-05,22050
"[0.45105854, 1951.2945519560417, 1633.8263217287322, 3579.1609330610795, 0.022141324, 0.15742631392045456]",four,1.0,4.5351473922902495e-05,22050
"[0.41846374, 2064.4030699025225, 1699.757809744907, 4048.7315784801135, 0.0146580255, 0.10773259943181818]",four,1.0,4.5351473922902495e-05,22050
"[0.45500055, 2122.8705569520744, 1616.151706452667, 3804.2807839133525, 0.0142212305, 0.1784335049715909]",four,1.0,4.5351473922902495e-05,22050
"[0.5341734, 1613.466332636091, 2012.1566537570504, 4041.390713778409, 0.0055522253, 0.039983575994318184]",four,1.0,4.5351473922902495e-05,22050
"[0.4441401, 1999.396336610593, 1669.9353611781116, 3721.8184037642045, 0.019721342, 0.12776322798295456]",four,1.0,4.5351473922902495e-05,22050
"[0.41164932, 1586.8661944819148, 1617.0552694839819, 3251.513671875, 0.033142034, 0.07738148082386363]",four,1.0,4.5351473922902495e-05,22050
"[0.39174885, 1436.4572980547732, 1524.7754410432246, 3002.1689675071025, 0.12726298, 0.07330877130681818]",four,1.0,4.5351473922902495e-05,22050
"[0.27940455, 1061.4445062264804, 901.9823588946219, 2046.1436878551137, 0.02944457, 0.06989080255681818]",four,1.0,4.5351473922902495e-05,22050
"[0.5527637, 1804.9229616848427, 1701.7208012849114, 3597.0237038352275, 0.014980018, 0.11418013139204546]",four,1.0,4.5351473922902495e-05,22050
"[0.49708882, 1624.480592800919, 1378.5711842462897, 3131.857577237216, 0.07338262, 0.20348011363636365]",four,1.0,4.5351473922902495e-05,22050
"[0.40753374, 1192.8483085750188, 1525.9290313365493, 2430.804998224432, 0.008884294, 0.052689985795454544]",four,1.0,4.5351473922902495e-05,22050
"[0.37869725, 849.8759026057419, 973.4024408853239, 1367.6030939275568, 0.017906453, 0.04590953480113636]",four,1.0,4.5351473922902495e-05,22050
"[0.4571447, 1481.1649918907087, 1644.2464730256781, 3222.6396040482955, 0.061230484, 0.09281782670454546]",four,1.0,4.5351473922902495e-05,22050
"[0.47199404, 1667.0597543711817, 1329.6317712574412, 3008.7757457386365, 0.046300758, 0.12221457741477272]",four,1.0,4.5351473922902495e-05,22050
"[0.44547018, 1483.3454352859637, 1721.3966767064726, 3195.8349609375, 0.003074726, 0.07142857142857142]",four,0.810702947845805,4.5351473922902495e-05,17876
"[0.29530427, 802.0698536030737, 1263.4444913221284, 1328.9412064985795, 0.030087935, 0.029518821022727272]",four,1.0,4.5351473922902495e-05,22050
"[0.4134648, 1512.3776760568755, 1105.6675873536103, 2699.2359508167615, 0.0678648, 0.12169300426136363]",four,1.0,4.5351473922902495e-05,22050
"[0.40644678, 2574.0783208686257, 2208.071762928762, 5463.31620649858, 5.6863133e-05, 0.10638982599431818]",four,1.0,4.5351473922902495e-05,22050
"[0.5599586, 1325.196783080169, 1365.7474915349212, 2401.196843927557, 0.02104361, 0.06548517400568182]",four,1.0,4.5351473922902495e-05,22050
"[0.49945965, 2561.438042539392, 1799.4145499201904, 4385.187877308239, 0.017661527, 0.18779962713068182]",four,1.0,4.5351473922902495e-05,22050
"[0.36799294, 1890.5996102026404, 1530.4248546093079, 3501.3477672230115, 0.0022957972, 0.21216930042613635]",four,1.0,4.5351473922902495e-05,22050
"[0.44471335, 2281.6222809044357, 1516.0497816591562, 3833.154851740057, 0.014360685, 0.19795365767045456]",four,1.0,4.5351473922902495e-05,22050
"[0.5433575, 1564.185267662523, 1562.4849647266028, 3180.7966752485795, 0.0102032, 0.08405095880681818]",four,1.0,4.5351473922902495e-05,22050
"[0.5234628, 1677.4345211146538, 1481.0620413303307, 3064.8110129616475, 0.032611407, 0.13380015980113635]",four,1.0,4.5351473922902495e-05,22050
"[0.35790166, 1123.5286260980972, 1481.3896969453272, 2368.65234375, 0.03559426, 0.04659756747159091]",four,1.0,4.5351473922902495e-05,22050
"[0.32939106, 1845.4127672211616, 1331.8971555725334, 2833.5737748579545, 0.060754444, 0.1493807705965909]",four,1.0,4.5351473922902495e-05,22050
"[0.5720059, 2250.2964806380473, 1759.795109007148, 4336.493474786932, 0.01992423, 0.1832608309659091]",four,1.0,4.5351473922902495e-05,22050
"[0.36739072, 868.6389326351957, 1125.2620015671416, 1613.522061434659, 0.062335156, 0.037298029119318184]",four,1.0,4.5351473922902495e-05,22050
"[0.4320187, 2137.8652632173976, 1442.7796597597876, 3432.8330300071025, 0.031351198, 0.16070001775568182]",four,1.0,4.5351473922902495e-05,22050
"[0.48070636, 1324.6650359680573, 1325.4810311236606, 2576.8882057883525, 0.092485, 0.07944557883522728]",four,1.0,4.5351473922902495e-05,22050
"[0.42108148, 1603.5133028572561, 1421.7708664085278, 2950.293523615057, 0.06063132, 0.102294921875]",four,1.0,4.5351473922902495e-05,22050
"[0.32659617, 1899.0509770019353, 1383.3256671059255, 3409.8316539417615, 0.21670261, 0.13818359375]",four,1.0,4.5351473922902495e-05,22050
"[0.40705648, 1457.8178299116164, 1381.7813116871657, 2891.5666060014205, 0.08140522, 0.07496226917613637]",four,1.0,4.5351473922902495e-05,22050
"[0.5590388, 2650.7183231853332, 1832.8574125052778, 4809.734552556818, 0.033141002, 0.15851384943181818]",four,1.0,4.5351473922902495e-05,22050
"[0.46489668, 1359.8028631495004, 1602.7711333879947, 2973.5395951704545, 0.009982107, 0.04686390269886364]",four,1.0,4.5351473922902495e-05,22050
"[0.4309157, 1603.7338048124404, 1606.0260688611158, 3278.43017578125, 0.13199025, 0.08761319247159091]",four,1.0,4.5351473922902495e-05,22050
"[0.39805406, 2868.356956376503, 1964.210411955014, 4733.389559659091, 0.054972447, 0.22742808948863635]",four,1.0,4.5351473922902495e-05,22050
"[0.32006398, 1063.7343390403555, 1268.5441840791987, 1880.240145596591, 0.062591754, 0.05996981534090909]",four,1.0,4.5351473922902495e-05,22050
"[0.40679473, 1635.3280918983228, 1310.625207601293, 2718.0775035511365, 0.089780904, 0.09125310724431818]",four,1.0,4.5351473922902495e-05,22050
"[0.31550607, 997.3306244840347, 1092.216080311152, 1724.8585094105113, 0.067204244, 0.06337668678977272]",four,1.0,4.5351473922902495e-05,22050
"[0.4299775, 1969.626707276622, 1519.9861123598769, 3633.72802734375, 0.008695677, 0.20639870383522727]",four,1.0,4.5351473922902495e-05,22050
"[0.45723432, 1575.8126504338318, 1442.5859925892871, 3021.9893022017045, 0.011158461, 0.11298162286931818]",four,1.0,4.5351473922902495e-05,22050
"[0.41033763, 1951.0290270103849, 1363.504482071282, 3260.3227095170455, 0.08092949, 0.1663485440340909]",four,1.0,4.5351473922902495e-05,22050
"[0.5301292, 1766.746481997461, 1717.7575343672165, 3796.9399192116475, 0.03480004, 0.09220747514204546]",four,1.0,4.5351473922902495e-05,22050
"[0.39563894, 1833.8951112104785, 1707.0915710168983, 3459.994229403409, 0.060623392, 0.12045010653409091]",four,1.0,4.5351473922902495e-05,22050
"[0.56702167, 1697.9974893098704, 1434.6126897834145, 3012.6908735795455, 0.006619729, 0.11908513849431818]",four,1.0,4.5351473922902495e-05,22050
"[0.33416262, 1266.2616908145292, 1336.6206270800062, 2575.909423828125, 0.055291317, 0.06568492542613637]",four,1.0,4.5351473922902495e-05,22050
"[0.47406527, 2079.0184438964716, 1684.1917813731852, 3971.1631081321025, 0.04788479, 0.14710582386363635]",four,1.0,4.5351473922902495e-05,22050
"[0.35467327, 1734.1612348746685, 1269.6702832125136, 2915.5467640269885, 0.018393429, 0.10635653409090909]",four,1.0,4.5351473922902495e-05,22050
"[0.4572444, 1598.1967700816776, 1716.4838556477516, 3277.9407848011365, 0.15547727, 0.10257235440340909]",four,1.0,4.5351473922902495e-05,22050
"[0.34477773, 2002.8970341046283, 1727.1179398247536, 4024.017333984375, 0.067291655, 0.12159312855113637]",four,1.0,4.5351473922902495e-05,22050
"[0.4313361, 1267.2464003041653, 1662.8734682136187, 2832.4891786317567, 0.032808874, 0.02169552364864865]",four,0.8533786848072562,4.5351473922902495e-05,18817
"[0.41719675, 1991.5059935031313, 1625.1819217258073, 3732.8297008167615, 0.07893333, 0.14475319602272727]",four,1.0,4.5351473922902495e-05,22050
"[0.46280095, 1848.4387057527267, 1671.5927725350484, 3499.6348987926135, 0.09592236, 0.11408025568181818]",four,1.0,4.5351473922902495e-05,22050
"[0.5462052, 2207.336395858351, 1793.6856817430642, 4097.670676491477, 0.00409692, 0.1515780362215909]",four,1.0,4.5351473922902495e-05,22050
"[0.51285577, 1139.2938022651927, 1351.8812449064533, 2317.266290838068, 0.02505183, 0.05087002840909091]",four,1.0,4.5351473922902495e-05,22050
"[0.42027947, 1474.0464648204145, 1695.6464613210655, 3338.3805708451705, 0.061702825, 0.06505237926136363]",four,1.0,4.5351473922902495e-05,22050
"[0.57774526, 1565.200144928041, 1811.5238824309993, 3144.092351740057, 0.029374337, 0.06804865056818182]",four,1.0,4.5351473922902495e-05,22050
"[0.3911311, 1478.9239952585265, 1468.0171853433899, 2955.676824396307, 0.017197665, 0.09024325284090909]",four,1.0,4.5351473922902495e-05,22050
"[0.46721092, 1761.2314786986428, 1676.1516169082372, 3635.196200284091, 0.02409209, 0.1836825284090909]",four,1.0,4.5351473922902495e-05,22050
"[0.33223718, 1557.852141524476, 1321.3888315672443, 2683.820134943182, 0.09141237, 0.1269864169034091]",four,1.0,4.5351473922902495e-05,22050
"[0.32915276, 1429.6495114961092, 1374.7016868896562, 2754.0477405894885, 0.06367591, 0.07725941051136363]",four,1.0,4.5351473922902495e-05,22050
"[0.49629328, 1984.0771942767124, 1414.7272862312702, 3395.1499245383525, 0.055882797, 0.13630814985795456]",four,1.0,4.5351473922902495e-05,22050
"[0.47812596, 2008.4316753127312, 1646.1319363591226, 3639.111328125, 0.027504576, 0.13666326349431818]",four,1.0,4.5351473922902495e-05,22050
"[0.4420718, 1636.2392090509495, 1291.2181657361089, 3120.1121937144885, 0.022014467, 0.15175559303977273]",four,1.0,4.5351473922902495e-05,22050
"[0.38393277, 1116.7914395811085, 1227.9375376721205, 2283.0089222301135, 0.06700375, 0.06281072443181818]",four,1.0,4.5351473922902495e-05,22050
"[0.32164595, 1040.550147874727, 1265.3435539742457, 2053.484552556818, 0.058833066, 0.054853959517045456]",four,1.0,4.5351473922902495e-05,22050
"[0.45710036, 1191.2846113192213, 1172.9886107625089, 2116.1265980113635, 0.018608937, 0.07643821022727272]",four,1.0,4.5351473922902495e-05,22050
"[0.5743797, 1642.8446818503808, 1948.1521934119112, 3888.9454234730115, 0.056403037, 0.0595703125]",four,1.0,4.5351473922902495e-05,22050
"[0.40884787, 1712.8031125423665, 1554.195357922164, 3349.636563387784, 0.0813087, 0.11036265980113637]",four,1.0,4.5351473922902495e-05,22050
"[0.57230306, 760.755397098428, 1130.7455973037524, 1449.576083096591, 0.010209981, 0.028053977272727272]",four,1.0,4.5351473922902495e-05,22050
"[0.24648415, 1544.5036615983968, 1091.3642627867355, 2395.0794566761365, 0.03677601, 0.11930708451704546]",four,1.0,4.5351473922902495e-05,22050
"[0.4264291, 2294.581921222968, 1820.93426280888, 4117.735706676136, 0.08678664, 0.17392800071022727]",four,1.0,4.5351473922902495e-05,22050
"[0.5151198, 1953.1638787078891, 1787.2899341432023, 3947.6723410866475, 0.017966358, 0.10159579190340909]",four,1.0,4.5351473922902495e-05,22050
"[0.26346427, 2122.288918771252, 1339.1311020569117, 3241.7258522727275, 0.041536406, 0.1509676846590909]",four,1.0,4.5351473922902495e-05,22050
"[0.41819343, 1850.5122997867477, 1757.3039498621356, 3842.208584872159, 0.025952222, 0.11037375710227272]",four,1.0,4.5351473922902495e-05,22050
"[0.44933546, 1873.5877909155686, 1687.391650091762, 3854.9327503551135, 0.03843323, 0.11392489346590909]",four,1.0,4.5351473922902495e-05,22050
"[0.4635493, 1261.7810098854534, 1437.302257699752, 2626.806085759943, 0.03318992, 0.041448419744318184]",four,1.0,4.5351473922902495e-05,22050
"[0.37296128, 2269.7017061211095, 1572.339467919092, 3795.7164417613635, 0.019526131, 0.15019087357954544]",four,1.0,4.5351473922902495e-05,22050
"[0.3949989, 1970.5369137955925, 1620.6258447404718, 3724.7547496448865, 0.06885057, 0.138916015625]",four,1.0,4.5351473922902495e-05,22050
"[0.48686635, 1059.8947191686036, 1317.9829040936295, 2209.600275213068, 0.17025058, 0.05642977627840909]",four,1.0,4.5351473922902495e-05,22050
"[0.54961985, 1678.908343531446, 1644.8482914758497, 3352.8176047585225, 0.031637784, 0.09888805042613637]",four,1.0,4.5351473922902495e-05,22050
"[0.49303874, 1977.9395946646393, 1739.2777804416507, 3916.596013849432, 0.0033136206, 0.1229248046875]",four,1.0,4.5351473922902495e-05,22050
"[0.291846, 1448.9936756328482, 1179.7524652115912, 2851.1918501420455, 0.0134842, 0.09612482244318182]",four,1.0,4.5351473922902495e-05,22050
"[0.4993549, 939.4900157431748, 1289.0134925929456, 1827.0094651442307, 0.008585031, 0.026780348557692308]",four,0.8960090702947846,4.5351473922902495e-05,19757
"[0.52843434, 1280.3953447118497, 1433.689886084149, 2394.3265474759614, 0.046286326, 0.08101712740384616]",four,0.5974149659863945,4.5351473922902495e-05,13173
"[0.47436664, 2275.5234136951094, 1790.829830765577, 4332.088955965909, 0.008338309, 0.17912153764204544]",four,1.0,4.5351473922902495e-05,22050
"[0.2419229, 1741.680087640399, 1522.797823288898, 3271.823397549716, 0.1087491, 0.09897682883522728]",four,1.0,4.5351473922902495e-05,22050
"[0.47675177, 950.0173293376661, 1238.7221562513143, 1590.0312943892045, 0.025246687, 0.04647549715909091]",four,1.0,4.5351473922902495e-05,22050
"[0.3286774, 1377.3238633089627, 1302.7752240616167, 2750.1326127485795, 0.044825833, 0.08377352627840909]",four,1.0,4.5351473922902495e-05,22050
"[0.335667, 2456.7422253503214, 1340.8482623159953, 3603.875177556818, 0.03398792, 0.20134943181818182]",four,1.0,4.5351473922902495e-05,22050
"[0.43765602, 1792.782979173993, 1452.947847550039, 3321.0071910511365, 0.00673268, 0.18376020951704544]",four,1.0,4.5351473922902495e-05,22050
"[0.5896557, 1525.848549201563, 1616.674664556761, 3183.4883256392045, 0.010359962, 0.07377485795454546]",four,1.0,4.5351473922902495e-05,22050
"[0.39769095, 2047.1693861897402, 1555.949077336886, 3554.446688565341, 0.0432822, 0.15900213068181818]",four,1.0,4.5351473922902495e-05,22050
"[0.4827489, 1501.7595223008045, 1437.395103387755, 2861.224365234375, 0.03284295, 0.08738014914772728]",four,1.0,4.5351473922902495e-05,22050
"[0.47089484, 1182.6018599589931, 1442.9176540174992, 2330.4798473011365, 0.053190686, 0.04469992897727273]",four,1.0,4.5351473922902495e-05,22050
"[0.29314402, 1877.462506154555, 1709.136755063737, 3367.009943181818, 0.037176296, 0.1014404296875]",four,1.0,4.5351473922902495e-05,22050
"[0.36607245, 1508.981959641151, 1322.0920148000955, 2781.4536354758525, 0.01531268, 0.09891024502840909]",four,1.0,4.5351473922902495e-05,22050
"[0.45803034, 2280.561761024838, 1697.3300737794634, 4163.249067826705, 0.044635933, 0.16096635298295456]",four,1.0,4.5351473922902495e-05,22050
"[0.44468966, 2214.1175962737457, 1714.8222558162336, 3957.4601606889205, 0.016868565, 0.21827281605113635]",four,1.0,4.5351473922902495e-05,22050
