"chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,rms,zero_crossing_rate",class,duration,sample_duration,total_sample
"[0.3396519, 2139.8112169413, 1460.36576453828, 3458.2813609730115, 0.07510849, 0.15105646306818182]",yes,1.0,4.5351473922902495e-05,22050
"[0.4102105, 3026.786507230348, 1840.8149731951526, 5214.460893110795, 0.035616767, 0.21117054332386365]",yes,1.0,4.5351473922902495e-05,22050
"[0.5158987, 3000.0724099620757, 1674.0160991224564, 4755.167458274148, 0.033078406, 0.22585227272727273]",yes,1.0,4.5351473922902495e-05,22050
"[0.35303962, 2421.7912334758034, 1454.8006863726628, 3989.02587890625, 0.053935166, 0.19561212713068182]",yes,1.0,4.5351473922902495e-05,22050
"[0.38548055, 2600.41414446867, 1748.9654384125045, 4486.247114701705, 0.021372132, 0.2226895419034091]",yes,1.0,4.5351473922902495e-05,22050
"[0.36292875, 2878.8239567171468, 1563.0628254532617, 4423.849764737216, 0.10916448, 0.23618386008522727]",yes,1.0,4.5351473922902495e-05,22050
"[0.5346505, 2225.04646155928, 1694.983560915715, 4021.194383574695, 0.0044823983, 0.15670255335365854]",yes,0.9288435374149661,4.5351473922902495e-05,20481
"[0.40886554, 2886.9968785467936, 1880.0706872075198, 4711.366965553977, 0.035207726, 0.22423206676136365]",yes,1.0,4.5351473922902495e-05,22050
"[0.5030673, 2795.4206282321325, 1860.032004375403, 4747.826593572443, 0.0069110524, 0.15784801136363635]",yes,1.0,4.5351473922902495e-05,22050
"[0.45295793, 1178.2622230351697, 1604.9555445519532, 2523.7892844460225, 0.016092341, 0.036565607244318184]",yes,1.0,4.5351473922902495e-05,22050
"[0.40157256, 2229.713383637138, 1791.1650835362686, 4408.678644353693, 0.022816358, 0.14824884588068182]",yes,1.0,4.5351473922902495e-05,22050
"[0.3305737, 3553.5647830236426, 1799.8468104832928, 5553.608842329545, 0.038134236, 0.2853449041193182]",yes,1.0,4.5351473922902495e-05,22050
"[0.31790647, 1180.3924243085742, 1645.0468676282408, 2729.088800603693, 0.06815053, 0.024746981534090908]",yes,1.0,4.5351473922902495e-05,22050
"[0.42522347, 2433.926168690319, 1830.7154769520735, 4059.4981800426135, 0.048682652, 0.18633478338068182]",yes,1.0,4.5351473922902495e-05,22050
"[0.49366993, 2635.7602961116145, 1962.7787576701385, 4956.796542080966, 0.012387781, 0.20452325994318182]",yes,1.0,4.5351473922902495e-05,22050
"[0.3767436, 2862.9016901841164, 1508.8089187451756, 4592.68965287642, 0.05402113, 0.2308016690340909]",yes,1.0,4.5351473922902495e-05,22050
"[0.4358754, 3383.395382247647, 1720.9727745695925, 5175.799005681818, 0.0093672, 0.2970525568181818]",yes,1.0,4.5351473922902495e-05,22050
"[0.36810622, 3314.5086213295, 1801.4121157670643, 5335.095769708807, 0.013069311, 0.3316872336647727]",yes,1.0,4.5351473922902495e-05,22050
"[0.3956411, 3957.996537587594, 1791.2463401814807, 5870.734197443182, 0.058121726, 0.34022105823863635]",yes,1.0,4.5351473922902495e-05,22050
"[0.44948918, 2863.166296056617, 1964.3166129799051, 5086.48515181108, 0.017788928, 0.3186700994318182]",yes,1.0,4.5351473922902495e-05,22050
"[0.559519, 2512.454978561426, 1574.2628642387879, 4078.8291237571025, 0.014989528, 0.1589022549715909]",yes,1.0,4.5351473922902495e-05,22050
"[0.4176146, 2342.2862331234896, 1941.4074694858407, 4419.863596270161, 0.048148677, 0.1547064012096774]",yes,0.6966439909297052,4.5351473922902495e-05,15361
"[0.3593104, 2717.2094298884313, 1745.0934468329506, 4478.17216352983, 0.08310832, 0.1864346590909091]",yes,1.0,4.5351473922902495e-05,22050
"[0.54093504, 2754.84038679967, 1714.7616132873861, 4784.041526100852, 0.04553583, 0.3385342684659091]",yes,1.0,4.5351473922902495e-05,22050
"[0.37254682, 2601.850729699387, 1952.8883976439736, 4761.040150035511, 0.018660972, 0.19482421875]",yes,1.0,4.5351473922902495e-05,22050
"[0.27668124, 2421.6161748706104, 1705.7511760974069, 4292.28515625, 0.012824962, 0.1806765825320513]",yes,0.8960090702947846,4.5351473922902495e-05,19757
"[0.31549695, 2338.334667248318, 1564.0379679622938, 3725.488836115057, 0.024512952, 0.16761363636363635]",yes,1.0,4.5351473922902495e-05,22050
"[0.39265737, 3027.669601162344, 1779.3632640104763, 4896.601451526989, 0.032529358, 0.22807173295454544]",yes,1.0,4.5351473922902495e-05,22050
"[0.37308073, 1892.9551269816234, 2009.7680632657912, 4407.455166903409, 0.038091883, 0.05824973366477273]",yes,1.0,4.5351473922902495e-05,22050
"[0.43226495, 3004.4252364730623, 1853.1468690981737, 5022.61962890625, 0.022995608, 0.24488414417613635]",yes,1.0,4.5351473922902495e-05,22050
"[0.51766944, 2544.5319925763456, 1727.3489004452958, 4412.593772194602, 0.011817603, 0.16961115056818182]",yes,1.0,4.5351473922902495e-05,22050
"[0.38556287, 2248.2800080954753, 1749.8947756197288, 3987.557705965909, 0.05566231, 0.1869784268465909]",yes,1.0,4.5351473922902495e-05,22050
"[0.42197466, 2577.6856039900927, 1769.1538240439208, 4365.85693359375, 0.037594534, 0.21083762428977273]",yes,1.0,4.5351473922902495e-05,22050
"[0.46752352, 1863.4970299305287, 1604.1799076025125, 3354.7751686789775, 0.009352761, 0.11675470525568182]",yes,1.0,4.5351473922902495e-05,22050
"[0.75777745, 478.97484038877104, 1106.5494143590172, 687.8390225497159, 0.008808455, 0.0011541193181818182]",yes,1.0,4.5351473922902495e-05,22050
"[0.35667592, 2151.739617206596, 1397.469690270695, 3503.5500266335225, 0.07002222, 0.14501953125]",yes,1.0,4.5351473922902495e-05,22050
"[0.43905157, 1880.5685243473602, 1717.5313497661386, 3747.022039240057, 0.020486536, 0.10453657670454546]",yes,1.0,4.5351473922902495e-05,22050
"[0.45342067, 3132.824523405013, 1753.1833023347813, 5034.609707919034, 0.01327346, 0.2874977805397727]",yes,1.0,4.5351473922902495e-05,22050
"[0.3698231, 2746.665069581913, 1636.7489195512376, 4623.276589133523, 0.0141119715, 0.1802090731534091]",yes,1.0,4.5351473922902495e-05,22050
"[0.5979227, 2510.4635276539816, 1959.3674701604969, 4857.450173117898, 0.0074258447, 0.18458140980113635]",yes,1.0,4.5351473922902495e-05,22050
"[0.3144719, 3042.20288397431, 1542.8860292618622, 4509.982577237216, 0.024813695, 0.2161532315340909]",yes,1.0,4.5351473922902495e-05,22050
"[0.49740496, 1709.7342391394866, 1697.9827289457592, 3679.486083984375, 0.048027813, 0.1015625]",yes,1.0,4.5351473922902495e-05,22050
"[0.36151117, 2198.134010365235, 1641.5666439864945, 3854.198663884943, 0.04188542, 0.1497469815340909]",yes,1.0,4.5351473922902495e-05,22050
"[0.523814, 2151.624271975492, 1936.2007152017316, 4503.620494495739, 0.024110524, 0.12189275568181818]",yes,1.0,4.5351473922902495e-05,22050
"[0.39513206, 2113.7048151413273, 1678.2232675570747, 3724.5100541548295, 0.02278968, 0.1491366299715909]",yes,1.0,4.5351473922902495e-05,22050
"[0.4046256, 3125.234630060173, 1793.3138177009043, 5017.481023615057, 0.05673156, 0.24522816051136365]",yes,1.0,4.5351473922902495e-05,22050
"[0.5986936, 1988.8389467408954, 1921.8767764889985, 4135.10908647017, 0.014217286, 0.07529518821022728]",yes,1.0,4.5351473922902495e-05,22050
"[0.5689498, 3012.018258212079, 2050.1404880796845, 5390.886341441761, 0.026449176, 0.21860573508522727]",yes,1.0,4.5351473922902495e-05,22050
"[0.40883374, 1804.7571499195612, 1742.947394233691, 3726.467618075284, 0.053647473, 0.10015314275568182]",yes,1.0,4.5351473922902495e-05,22050
"[0.42710483, 1972.743773641806, 2086.6781927197085, 4365.367542613636, 0.01971942, 0.10404829545454546]",yes,1.0,4.5351473922902495e-05,22050
"[0.29104173, 1638.9502237130537, 1580.9426746502124, 3335.6889204545455, 0.046377085, 0.09883256392045454]",yes,1.0,4.5351473922902495e-05,22050
"[0.40010723, 2158.97467037859, 1733.9544247727301, 3973.3653675426135, 0.010230721, 0.1463623046875]",yes,1.0,4.5351473922902495e-05,22050
"[0.5562766, 1382.7602901181724, 1355.062336673279, 2753.803045099432, 0.010370348, 0.08633700284090909]",yes,1.0,4.5351473922902495e-05,22050
"[0.46372485, 3098.6978871587153, 1852.25497087451, 5141.05224609375, 0.030580789, 0.22434303977272727]",yes,1.0,4.5351473922902495e-05,22050
"[0.6434646, 1952.3115501131988, 1966.5811554452519, 4206.315474076705, 0.010899406, 0.05382191051136364]",yes,1.0,4.5351473922902495e-05,22050
"[0.44648945, 2605.124647056943, 1462.732441426997, 3984.7563644935344, 0.021347368, 0.20465719288793102]",yes,0.6502040816326531,4.5351473922902495e-05,14337
"[0.37784627, 1986.4401525310032, 1843.2644380887223, 3776.630193536932, 0.06670728, 0.13524280894886365]",yes,1.0,4.5351473922902495e-05,22050
"[0.30596647, 2598.7476819587096, 1883.659197656583, 4597.583562677557, 0.06839266, 0.19298206676136365]",yes,1.0,4.5351473922902495e-05,22050
"[0.71060604, 1220.97383032434, 1859.211959385385, 3245.3962846235795, 0.009856342, 0.010908647017045454]",yes,1.0,4.5351473922902495e-05,22050
"[0.40771198, 1755.356065648028, 1754.5451099249278, 3667.251309481534, 0.013832272, 0.11239346590909091]",yes,1.0,4.5351473922902495e-05,22050
"[0.5112896, 2693.365535436977, 2062.7644194324744, 5213.482111150568, 0.02140792, 0.20561079545454544]",yes,1.0,4.5351473922902495e-05,22050
"[0.5112257, 2543.286880729216, 2025.869991368523, 4877.759898792614, 0.008537336, 0.15617231889204544]",yes,1.0,4.5351473922902495e-05,22050
"[0.3737705, 2734.204473312031, 1900.7120512187578, 4896.112060546875, 0.013397875, 0.16941139914772727]",yes,1.0,4.5351473922902495e-05,22050
"[0.3838533, 2059.189189090112, 1555.297103803292, 3643.271151455966, 0.08849403, 0.1482821377840909]",yes,1.0,4.5351473922902495e-05,22050
"[0.39984286, 3172.2186574390926, 1856.6949483000642, 5290.316495028409, 0.25338927, 0.27384810014204547]",yes,1.0,4.5351473922902495e-05,22050
"[0.44349417, 2342.8802662899766, 1953.5824364094644, 4475.725208629261, 0.03384718, 0.11323686079545454]",yes,1.0,4.5351473922902495e-05,22050
"[0.301728, 3155.9929125070075, 1837.6457817260023, 4954.349587180398, 0.004709024, 0.3097922585227273]",yes,1.0,4.5351473922902495e-05,22050
"[0.42322826, 2588.1478497566964, 1713.2981210349237, 4532.7392578125, 0.012324764, 0.14874822443181818]",yes,1.0,4.5351473922902495e-05,22050
"[0.42137203, 2441.5069214510286, 1833.6277284660514, 4515.85526899858, 0.028938197, 0.1515225497159091]",yes,1.0,4.5351473922902495e-05,22050
"[0.37924767, 2424.3642641777546, 1839.3317998231744, 4418.711159446023, 0.13497967, 0.16517223011363635]",yes,1.0,4.5351473922902495e-05,22050
"[0.24864566, 2074.100661286577, 1182.421115959126, 3144.5817427201705, 0.018974498, 0.19987349076704544]",yes,1.0,4.5351473922902495e-05,22050
"[0.50809586, 2832.444633214597, 1915.215842213416, 5084.590184411337, 0.011095592, 0.2571311773255814]",yes,0.98140589569161,4.5351473922902495e-05,21640
"[0.4973179, 1038.8778369110858, 1460.9893214815283, 2120.2864213423295, 0.041236207, 0.028775301846590908]",yes,1.0,4.5351473922902495e-05,22050
"[0.36078253, 1369.1136033064683, 1655.2495458057926, 2751.8454811789775, 0.028030165, 0.06577370383522728]",yes,1.0,4.5351473922902495e-05,22050
"[0.39752012, 2222.0520961609527, 1635.9096382595665, 3872.7955211292615, 0.05552907, 0.18263938210227273]",yes,1.0,4.5351473922902495e-05,22050
"[0.3898894, 1480.9211000173862, 1505.5167126781278, 3217.745694247159, 0.014897551, 0.0985107421875]",yes,1.0,4.5351473922902495e-05,22050
"[0.6240975, 2002.409753205256, 2015.0496204981384, 4379.559881036932, 0.023677802, 0.06174538352272727]",yes,1.0,4.5351473922902495e-05,22050
"[0.41320008, 3134.214411735917, 1682.4582267917829, 4635.266668146307, 0.04148465, 0.24688165838068182]",yes,1.0,4.5351473922902495e-05,22050
"[0.4220451, 2674.4093539722735, 1686.4616320309265, 4547.910378196023, 0.033758033, 0.22088068181818182]",yes,1.0,4.5351473922902495e-05,22050
"[0.45457342, 2393.1503956894817, 1893.7769544344767, 4371.729625355114, 0.0033121558, 0.1573819247159091]",yes,1.0,4.5351473922902495e-05,22050
"[0.3634471, 1351.3103049252088, 1650.6555344308692, 2711.4707253196025, 0.029811196, 0.05490944602272727]",yes,1.0,4.5351473922902495e-05,22050
"[0.38829172, 3021.581234856066, 1580.249466548898, 4750.762939453125, 0.048933256, 0.25626997514204547]",yes,1.0,4.5351473922902495e-05,22050
"[0.450428, 2802.6477967397177, 1770.438364407001, 4738.528164950284, 0.03556381, 0.2023592862215909]",yes,1.0,4.5351473922902495e-05,22050
"[0.37343186, 3408.838844871298, 1640.3120856702276, 5134.200772372159, 0.012987563, 0.28914018110795453]",yes,1.0,4.5351473922902495e-05,22050
"[0.33967164, 3282.657661443151, 1941.903880621228, 5323.839777166193, 0.03561795, 0.29057173295454547]",yes,1.0,4.5351473922902495e-05,22050
"[0.458868, 2146.0497700763876, 1883.2953948341599, 4142.205255681818, 0.017603802, 0.13751775568181818]",yes,1.0,4.5351473922902495e-05,22050
"[0.3989336, 2337.3054195749373, 1518.0717328763023, 3911.212713068182, 0.030010283, 0.15929066051136365]",yes,1.0,4.5351473922902495e-05,22050
"[0.43821073, 1604.9573143274429, 1745.0890136557625, 3079.492742365057, 0.07131699, 0.07904607599431818]",yes,1.0,4.5351473922902495e-05,22050
"[0.36094216, 3472.2033992068814, 1709.408680421883, 5298.880837180398, 0.03342897, 0.2661798650568182]",yes,1.0,4.5351473922902495e-05,22050
"[0.47990444, 2505.2766526835226, 1838.167565844494, 4693.50419477983, 0.07094686, 0.17176402698863635]",yes,1.0,4.5351473922902495e-05,22050
"[0.53227186, 2679.983000047448, 1982.2401506133763, 4855.982000177557, 0.012138753, 0.18269486860795456]",yes,1.0,4.5351473922902495e-05,22050
"[0.51913494, 3072.9402195818566, 1826.2043697352128, 5035.833185369318, 0.029057132, 0.2503107244318182]",yes,1.0,4.5351473922902495e-05,22050
"[0.49960443, 2206.538629193119, 1653.8732176038052, 3943.023126775568, 0.030478222, 0.13556463068181818]",yes,1.0,4.5351473922902495e-05,22050
"[0.4720208, 2332.8341150744245, 2060.501705385941, 4821.724631569602, 0.051869635, 0.12101606889204546]",yes,1.0,4.5351473922902495e-05,22050
"[0.41185698, 2540.0451223773807, 1622.3964249911135, 4303.948974609375, 0.038205776, 0.1939697265625]",yes,1.0,4.5351473922902495e-05,22050
"[0.48488438, 2781.1217391252444, 1930.4043956307664, 5074.984463778409, 0.041210398, 0.16042258522727273]",yes,1.0,4.5351473922902495e-05,22050
"[0.4052936, 2735.8044658257986, 2094.531042184086, 5179.46943803267, 0.034004394, 0.17087624289772727]",yes,1.0,4.5351473922902495e-05,22050
"[0.36242935, 1780.4389750283838, 1620.494486899435, 3452.163973721591, 0.069571085, 0.12183726917613637]",yes,1.0,4.5351473922902495e-05,22050
"[0.31427142, 2325.218097695707, 1095.9536919755237, 3402.7354847301135, 0.07847804, 0.17817826704545456]",yes,1.0,4.5351473922902495e-05,22050
"[0.3920638, 1707.4644819554362, 1309.634488756904, 2933.89892578125, 0.040375248, 0.12518865411931818]",yes,1.0,4.5351473922902495e-05,22050
"[0.45525575, 2613.800625592589, 1819.226947271469, 4656.799871271307, 0.006193544, 0.3059414950284091]",yes,1.0,4.5351473922902495e-05,22050
"[0.38748285, 2631.5992486411974, 1695.6820361349664, 4298.565673828125, 0.007210332, 0.21987082741477273]",yes,1.0,4.5351473922902495e-05,22050
"[0.352065, 2972.8505033426004, 1345.8843727642338, 4360.4736328125, 0.05678541, 0.23488547585227273]",yes,1.0,4.5351473922902495e-05,22050
"[0.5566128, 2079.876489659809, 1840.6027904400935, 4294.650545987216, 0.04162293, 0.10990767045454546]",yes,1.0,4.5351473922902495e-05,22050
"[0.3936369, 3415.235156202481, 1882.0163033728456, 5429.058837890625, 0.06121142, 0.26579145951704547]",yes,1.0,4.5351473922902495e-05,22050
"[0.42875844, 2163.9160158519603, 1907.6865567951534, 4171.813409978693, 0.04248167, 0.14705033735795456]",yes,1.0,4.5351473922902495e-05,22050
"[0.44341606, 2184.3734883687785, 1560.9846480114513, 3794.570550685976, 0.010922341, 0.16115663109756098]",yes,0.9387301587301587,4.5351473922902495e-05,20699
"[0.2767173, 2831.483777504359, 1873.2405725609044, 4969.52070756392, 0.04162356, 0.1986416903409091]",yes,1.0,4.5351473922902495e-05,22050
"[0.3228295, 3383.3655568634626, 1748.2917340928223, 5028.247625177557, 0.16415206, 0.25401722301136365]",yes,1.0,4.5351473922902495e-05,22050
"[0.49469885, 2144.43547123469, 1852.9995319068048, 4173.770973899148, 0.05151597, 0.14244495738636365]",yes,1.0,4.5351473922902495e-05,22050
"[0.49290976, 2237.161936043242, 1844.7860578005261, 4497.503107244318, 0.013937954, 0.13725142045454544]",yes,1.0,4.5351473922902495e-05,22050
"[0.45245492, 3163.6900569629247, 1676.0229828386798, 4974.90400834517, 0.010493751, 0.2578679865056818]",yes,1.0,4.5351473922902495e-05,22050
"[0.4242618, 2901.408299161299, 2002.9201603258045, 4972.212357954545, 0.051399246, 0.19685502485795456]",yes,1.0,4.5351473922902495e-05,22050
"[0.45494333, 2454.0459627293367, 1861.5022334029425, 4691.546630859375, 0.12525223, 0.15266557173295456]",yes,1.0,4.5351473922902495e-05,22050
"[0.41462567, 2360.185918328868, 1860.4456456761209, 4506.312144886364, 0.047284376, 0.14976917613636365]",yes,1.0,4.5351473922902495e-05,22050
"[0.43341562, 1719.0202453251834, 1514.0701928698961, 3058.938321200284, 0.039745897, 0.09738991477272728]",yes,1.0,4.5351473922902495e-05,22050
"[0.4696957, 2328.394950568924, 2078.601441135879, 4862.344082919034, 0.009930518, 0.13148082386363635]",yes,1.0,4.5351473922902495e-05,22050
"[0.4991076, 3328.1679823789964, 1821.7741183061519, 5351.0009765625, 0.012398156, 0.3373024680397727]",yes,1.0,4.5351473922902495e-05,22050
"[0.38573295, 3019.8332318074445, 1842.2840356786196, 5103.369140625, 0.04953107, 0.27046342329545453]",yes,1.0,4.5351473922902495e-05,22050
"[0.46914715, 3256.2309048798884, 2143.036263521609, 5771.143132990057, 0.013629356, 0.2533180930397727]",yes,1.0,4.5351473922902495e-05,22050
"[0.3427557, 2641.274492525034, 1343.8579771368222, 4146.365079012784, 0.04524077, 0.18333851207386365]",yes,1.0,4.5351473922902495e-05,22050
"[0.4119109, 3037.3405228280867, 1593.823599400238, 4777.434747869318, 0.02144342, 0.21584250710227273]",yes,1.0,4.5351473922902495e-05,22050
"[0.45480087, 3061.599625465383, 1935.4006374071405, 5209.322287819602, 0.023739237, 0.22377707741477273]",yes,1.0,4.5351473922902495e-05,22050
"[0.5743431, 2188.562053290847, 1763.8136379598416, 4368.059193004261, 0.008685555, 0.22466486150568182]",yes,1.0,4.5351473922902495e-05,22050
"[0.39605394, 3172.2025458992375, 1640.1440177479274, 5077.676114169034, 0.01512847, 0.234619140625]",yes,1.0,4.5351473922902495e-05,22050
"[0.5276871, 1865.9719415912741, 1793.4080158645506, 3813.5792125355115, 0.022881884, 0.11526766690340909]",yes,1.0,4.5351473922902495e-05,22050
"[0.59457546, 1317.1161230066011, 1283.4593013127944, 2221.5903542258525, 0.036524538, 0.07001287286931818]",yes,1.0,4.5351473922902495e-05,22050
"[0.35801634, 3278.9104646121586, 1716.6250905761176, 5078.899591619318, 0.04351158, 0.2500332919034091]",yes,1.0,4.5351473922902495e-05,22050
"[0.33074436, 2853.9732460985365, 1284.4035669995858, 4190.410267223011, 0.014560641, 0.21466619318181818]",yes,1.0,4.5351473922902495e-05,22050
"[0.5048919, 2745.4941885221388, 2141.860394554632, 5432.973965731534, 0.060511593, 0.16994406960227273]",yes,1.0,4.5351473922902495e-05,22050
"[0.437345, 3000.770498630892, 2193.7732983447663, 5399.940074573864, 0.009941717, 0.1725186434659091]",yes,1.0,4.5351473922902495e-05,22050
"[0.43095997, 3082.9898229553223, 1748.5418037739003, 5016.991632634943, 0.07546306, 0.19788707386363635]",yes,1.0,4.5351473922902495e-05,22050
"[0.3508529, 2611.3068890481854, 1578.1022073790418, 4147.833251953125, 0.038858358, 0.19071821732954544]",yes,1.0,4.5351473922902495e-05,22050
"[0.2737412, 2734.861732160098, 1597.291915813773, 4517.32344193892, 0.008774785, 0.22477583451704544]",yes,1.0,4.5351473922902495e-05,22050
"[0.4739915, 2913.4723571875697, 1940.5081654604337, 5165.766490589489, 0.022474272, 0.22910378196022727]",yes,1.0,4.5351473922902495e-05,22050
"[0.5192011, 1930.9605391169243, 1760.014735715728, 3594.0873579545455, 0.013614994, 0.12427867542613637]",yes,1.0,4.5351473922902495e-05,22050
"[0.40678445, 3113.0857213897634, 1727.45100060381, 4924.007346413352, 0.009697014, 0.2445068359375]",yes,1.0,4.5351473922902495e-05,22050
"[0.36200875, 2944.834065402405, 1802.4937195017474, 4961.935147372159, 0.0457458, 0.22630726207386365]",yes,1.0,4.5351473922902495e-05,22050
"[0.46846578, 2852.882853295557, 1890.6336760287197, 4969.276012073864, 0.02457878, 0.16038929332386365]",yes,1.0,4.5351473922902495e-05,22050
"[0.4428188, 2554.911576938598, 1920.6008580440428, 4656.799871271307, 0.09385416, 0.1788330078125]",yes,1.0,4.5351473922902495e-05,22050
"[0.49152732, 2650.1822651126595, 1823.1062123296992, 4730.453213778409, 0.0059651495, 0.1853915127840909]",yes,1.0,4.5351473922902495e-05,22050
"[0.25582135, 2284.72157599685, 1129.050204741331, 3538.052090731534, 0.011150088, 0.16863458806818182]",yes,1.0,4.5351473922902495e-05,22050
"[0.5597159, 1919.9976101589598, 1901.4548668620807, 3973.212432861328, 0.02278776, 0.1261138916015625]",yes,0.7253968253968254,4.5351473922902495e-05,15995
"[0.444672, 1709.7741297401205, 1699.765934509282, 3445.3125, 0.01889003, 0.10523570667613637]",yes,1.0,4.5351473922902495e-05,22050
"[0.3398167, 2124.381362927666, 1520.136920001282, 3800.365656072443, 0.006951114, 0.19140625]",yes,1.0,4.5351473922902495e-05,22050
"[0.41013658, 3019.022621241114, 1818.3537229745089, 5027.758234197443, 0.0151606435, 0.2487460049715909]",yes,1.0,4.5351473922902495e-05,22050
"[0.37460032, 2651.9419533041673, 1749.6793811159698, 4491.385719992898, 0.042430613, 0.18320534446022727]",yes,1.0,4.5351473922902495e-05,22050
"[0.44305658, 2904.748340929414, 1727.9226434207167, 4908.591530539773, 0.005694246, 0.3203457919034091]",yes,1.0,4.5351473922902495e-05,22050
"[0.53402627, 2442.7995994366984, 1834.0599296650726, 4581.433660333807, 0.012445078, 0.16294167258522727]",yes,1.0,4.5351473922902495e-05,22050
"[0.28942963, 3002.3444782301285, 1869.5045345966385, 5236.483487215909, 0.04940275, 0.21309037642045456]",yes,1.0,4.5351473922902495e-05,22050
"[0.46159288, 2765.7302105894273, 1903.4839939405135, 4891.707541725852, 0.010974093, 0.2655029296875]",yes,1.0,4.5351473922902495e-05,22050
"[0.5352395, 2029.898110986873, 1637.1589386034263, 3773.449152166193, 0.030627249, 0.13630814985795456]",yes,1.0,4.5351473922902495e-05,22050
"[0.4080821, 2788.2099422354095, 1711.9996921998209, 4833.225319602273, 0.013211024, 0.17861106178977273]",yes,1.0,4.5351473922902495e-05,22050
"[0.43049136, 2166.793536700783, 2162.2056208744143, 4723.357044566761, 0.01558162, 0.052445845170454544]",yes,1.0,4.5351473922902495e-05,22050
