"chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,rms,zero_crossing_rate",class
"[0.43495172, 1485.272680342893, 1705.180776630502, 3294.824773615057, 0.026053183, 0.07737038352272728]",off
"[0.36151972, 1707.3877547537443, 1761.4566287660796, 3608.035000887784, 0.025604637, 0.07770330255681818]",off
"[0.5670705, 2888.3587041825795, 2134.243960491069, 5513.23408647017, 0.034927182, 0.23994584517045456]",off
"[0.49214345, 1581.396901556557, 1483.4289872785646, 3201.840487393466, 0.024592906, 0.09267356178977272]",off
"[0.6315802, 1538.489346118982, 1577.2103459007953, 3183.0380859375, 0.019282203, 0.0709765625]",off
"[0.38199952, 2600.9596436304446, 1844.2647956695985, 4237.636496803977, 0.06650882, 0.20774147727272727]",off
"[0.4605914, 1235.8677657346886, 1648.4827290975988, 2646.6264204545455, 0.014813876, 0.05282315340909091]",off
"[0.5088419, 1549.5275264558825, 1503.1594131666832, 3127.453058416193, 0.028950553, 0.09189675071022728]",off
"[0.34304476, 1469.9601218299301, 1094.4273411438635, 2362.2902610085225, 0.049170062, 0.10670055042613637]",off
"[0.5439717, 1037.1914909012537, 1399.493237974532, 2207.1533203125, 0.038311437, 0.04173743206521739]",off
"[0.57663506, 1341.6050585566181, 1647.4747917901952, 2746.706875887784, 0.08014437, 0.05859375]",off
"[0.4738795, 1188.08180869201, 1577.3195963087019, 2389.2067649147725, 0.0010376106, 0.038651899857954544]",off
"[0.39171043, 1607.8068979559575, 1520.466551251422, 3095.061492919922, 0.063593134, 0.090118408203125]",off
"[0.67477435, 1110.2093402925407, 1573.6194593827781, 2535.4094749273254, 0.01205012, 0.02559502180232558]",off
"[0.47834462, 1577.1829472652303, 1493.6341103682544, 3154.6142578125, 0.011543375, 0.0908203125]",off
"[0.6360338, 595.5711962558452, 1089.662233929628, 988.3250843394886, 0.02921351, 0.017622514204545456]",off
"[0.3689945, 1583.8824525914815, 1607.6683519058895, 3031.043035333807, 0.029783003, 0.07515092329545454]",off
"[0.39668012, 1936.4501223903337, 1491.8735615621924, 3526.306707208807, 0.06229562, 0.1289950284090909]",off
"[0.42227986, 1824.0082893956912, 1551.3263174031197, 3463.1752707741475, 0.017869877, 0.12450062144886363]",off
"[0.40727097, 1821.9621964824692, 1526.195704140069, 3584.7889293323865, 0.047586214, 0.12174849076704546]",off
"[0.47890872, 1895.3828931759, 2016.9364821985137, 4637.958318536932, 0.13486591, 0.06149014559659091]",off
"[0.4854045, 2025.1475916220807, 1640.2816873085742, 3741.149347478693, 0.045846436, 0.14252263849431818]",off
"[0.48609242, 2209.4808166541784, 1741.1320456896742, 3776.8748890269885, 0.012471011, 0.15052379261363635]",off
"[0.41459197, 2157.865812346578, 1768.6987958904972, 4150.280206853693, 0.011033479, 0.13035999644886365]",off
"[0.5442987, 1735.433075630326, 1801.5316491984088, 3838.048761541193, 0.0012133273, 0.09673517400568182]",off
"[0.54856026, 1919.9139545610508, 1573.3709836527617, 3621.0038618607955, 0.032439478, 0.1357421875]",off
"[0.4766073, 2990.0778129689115, 1903.1610481605749, 5277.347634055398, 0.01900024, 0.3112127130681818]",off
"[0.47229427, 2415.478267678966, 1635.9328471615927, 4313.247403231534, 0.034996476, 0.18458140980113635]",off
"[0.35744497, 1545.8341984505714, 1422.7488367703986, 2977.4547230113635, 0.044457123, 0.09945401278409091]",off
"[0.39723322, 1695.4930717912148, 1783.5013332405192, 3349.881258877841, 0.019441104, 0.10943048650568182]",off
"[0.52484924, 1422.4155787115565, 1448.7733954034504, 2701.9276012073865, 0.032091025, 0.06566273082386363]",off
"[0.601241, 2565.180044415497, 1857.9591390145179, 4822.458718039773, 0.01136614, 0.2576904296875]",off
"[0.4075206, 2086.274479615731, 1810.1327873336777, 4024.9961159446025, 0.093644574, 0.13121448863636365]",off
"[0.52881527, 2178.470885145984, 1465.3302637589313, 3755.096990411932, 0.061268725, 0.17066539417613635]",off
"[0.42591488, 1548.3435661809551, 1263.6459161946555, 2620.8984375, 0.033359896, 0.09514508928571429]",off
"[0.33692014, 1427.9137924950726, 1334.8386330949959, 2766.5272105823865, 0.050728735, 0.1048583984375]",off
"[0.560616, 2356.4642580715317, 1665.1506048726924, 4196.527654474432, 0.008940988, 0.18329412286931818]",off
"[0.41335022, 1935.9079337588294, 1761.6146088248895, 4005.420476740057, 0.007876768, 0.11034046519886363]",off
"[0.5188145, 2038.2795586438435, 1579.4245325172253, 3840.740411931818, 0.033191115, 0.14536354758522727]",off
"[0.45860898, 1354.008827386636, 1396.3365793021223, 2449.8912464488635, 0.019793859, 0.06749378551136363]",off
"[0.4766329, 1076.1469667555375, 1611.5509623908792, 2354.7047008167615, 0.017927958, 0.03189364346590909]",off
"[0.4143453, 1110.033619562457, 1352.4721468738871, 2002.0984996448863, 0.044926047, 0.05361106178977273]",off
"[0.72343713, 1818.6481970231505, 1986.5237203823374, 4251.094748757102, 0.0036194213, 0.030229048295454544]",off
"[0.2609954, 2207.928352337238, 1798.126209754899, 4423.360373757102, 0.019250982, 0.1427001953125]",off
"[0.38645548, 1035.1325397146459, 1058.5753718826707, 1949.7336647727273, 0.07629594, 0.044999556107954544]",off
"[0.41154894, 2142.5384520237, 1591.1963606087354, 3771.7362837357955, 0.025802596, 0.15443004261363635]",off
"[0.47807804, 2771.330931382127, 1799.5760138573548, 4775.477183948864, 0.005761809, 0.23862526633522727]",off
"[0.66377157, 2997.871484981943, 1857.4427407668425, 5032.407448508523, 0.021808775, 0.11839710582386363]",off
"[0.46875274, 2862.3758220342647, 2175.8767904631663, 5521.553733132102, 0.050475728, 0.21357865767045456]",off
"[0.4338178, 2144.4828421624306, 1832.9343035593718, 4028.177157315341, 0.047529176, 0.157470703125]",off
"[0.58969045, 2494.441824479334, 1955.8109596768843, 4816.586026278409, 0.09552572, 0.2610085227272727]",off
"[0.5079318, 2017.971264678595, 1690.4327218351543, 3982.174405184659, 0.0377151, 0.1571044921875]",off
"[0.4857478, 1589.7533864169784, 1585.79660720257, 3138.219659978693, 0.029780943, 0.08263050426136363]",off
"[0.34914646, 1531.5166240614576, 1041.6233425841451, 2234.7427368164062, 0.10953899, 0.115386962890625]",off
"[0.38282347, 1895.7815876717018, 1679.5066974467763, 3633.72802734375, 0.016202156, 0.13859419389204544]",off
"[0.42696467, 2246.552088890617, 1473.407535202678, 3817.4943403764205, 0.04006376, 0.2201260653409091]",off
"[0.4537118, 2758.2852703989456, 1947.1393172010596, 5094.804798473011, 0.029155713, 0.24648215553977273]",off
"[0.27135056, 922.04888089518, 1022.2873968333649, 1558.2208806818182, 0.04126998, 0.05135830965909091]",off
"[0.54713446, 1757.1406118335044, 1474.162241430105, 3284.058172052557, 0.08077023, 0.11358087713068182]",off
"[0.45863914, 2274.19005033974, 1683.3951708028, 4262.350741299716, 0.04612678, 0.1576260653409091]",off
"[0.7104166, 1278.3195113345334, 1810.5889675574551, 2739.1213156960225, 0.06005061, 0.038873845880681816]",off
"[0.5385886, 1528.860374755392, 1662.1812862253196, 2974.273681640625, 0.0407742, 0.07438520951704546]",off
"[0.33345586, 2684.15621637048, 1878.1951188249013, 4841.789661754261, 0.073214, 0.19337047230113635]",off
"[0.5126085, 2441.0481298378068, 1797.7393727318974, 4605.413818359375, 0.033684794, 0.16483931107954544]",off
"[0.43263668, 2730.7548433399306, 1665.8045270672358, 4388.613614169034, 0.0085810525, 0.18229536576704544]",off
"[0.44835058, 1555.2690813259399, 1822.4804029743818, 3840.4957164417615, 0.01493373, 0.05005992542613636]",off
"[0.55104125, 2946.250586306992, 2141.728458021905, 5461.113947088068, 0.012211969, 0.13417746803977273]",off
"[0.48609728, 2493.3192506288306, 1750.3254584592398, 4466.426780007102, 0.030157369, 0.19524591619318182]",off
"[0.5072269, 2322.037375796746, 1490.1677004653327, 3759.7462047230115, 0.046876326, 0.16721413352272727]",off
"[0.61288875, 697.2262647760122, 1154.8501581867708, 1112.1410023082387, 0.094983555, 0.022838245738636364]",off
"[0.40432376, 1678.4639117442346, 1390.06600403127, 2778.2725941051135, 0.015263682, 0.12872869318181818]",off
"[0.7048282, 818.8582573146272, 1402.0876882488162, 1603.4895463423295, 0.055141088, 0.015669389204545456]",off
"[0.47519004, 1542.0757161458353, 1868.350461970317, 3484.463778409091, 0.0026456597, 0.07618297230113637]",off
"[0.2930569, 2279.011305866273, 1898.6287635357432, 4517.568137428977, 0.122744754, 0.14614035866477273]",off
"[0.36501196, 2759.89818615828, 2064.7625027208373, 5409.48319868608, 0.00024356056, 0.19707697088068182]",off
"[0.51750904, 2517.7635389334177, 1820.3518646400805, 4509.982577237216, 0.013219652, 0.2202481356534091]",off
"[0.57180923, 2547.4087417891456, 1900.4866937758006, 4594.402521306818, 0.006745565, 0.1739834872159091]",off
"[0.48327005, 1341.926318846957, 1452.717610499296, 2462.615411931818, 0.030844634, 0.08139870383522728]",off
"[0.5602829, 2225.1252889078455, 2044.3888131293338, 4583.391224254261, 0.04175399, 0.13409978693181818]",off
"[0.4749761, 2215.1900327718536, 1619.5168760598708, 3986.2685785060976, 0.03357115, 0.15424923780487804]",off
"[0.5744712, 2204.6913803455172, 1936.52221164742, 4672.215687144886, 0.027188271, 0.1158447265625]",off
"[0.36681533, 1546.7444791873268, 1405.5645598742428, 2995.3174937855115, 0.031734046, 0.08206454190340909]",off
"[0.53111416, 1131.2226771791265, 1776.5340502460995, 2687.490567294034, 0.0004427788, 0.034013227982954544]",off
"[0.47240037, 1854.8860191242084, 1870.6627627445844, 3992.941006747159, 0.053212937, 0.10050825639204546]",off
"[0.46401104, 2212.378400400736, 1890.6488093767678, 4585.348788174716, 0.010814599, 0.11199396306818182]",off
"[0.59287167, 2677.248083235937, 1928.27409217041, 5048.067959872159, 0.011736766, 0.17857776988636365]",off
"[0.47459915, 2352.231828446216, 1903.3323881601616, 4754.678067294034, 0.029236121, 0.20198197798295456]",off
"[0.49484456, 1430.8476623695074, 1491.755703763107, 2786.3331514246324, 0.03926565, 0.06657858455882353]",off
"[0.5226555, 2640.0457898297936, 1880.1698801675739, 4773.030229048295, 0.0021414573, 0.3069402521306818]",off
"[0.47765446, 1512.7058474603357, 1749.487474434734, 3315.1117369186045, 0.0052735596, 0.06899527616279069]",off
"[0.5602589, 2201.5043893486527, 1815.754600884443, 4187.718616832386, 0.027405081, 0.13575328480113635]",off
"[0.58718365, 2337.461734339385, 1936.2351265347024, 4526.62187056108, 0.010350115, 0.1560946377840909]",off
"[0.41151777, 2148.965166451848, 1580.3618125424437, 3854.198663884943, 0.03239483, 0.15409712357954544]",off
"[0.5150283, 2584.440962552856, 1767.1875781762217, 4515.85526899858, 0.003982966, 0.3032448508522727]",off
"[0.39141643, 2073.0993705936767, 1889.5842989780315, 4351.419899680398, 0.017720183, 0.13442160866477273]",off
"[0.50432616, 1249.1760298825184, 1635.954692838123, 2800.3179505813955, 0.05246697, 0.043445675872093026]",off
"[0.6487153, 2013.6219971669316, 1862.8822788907485, 4029.8900257457385, 0.02761196, 0.08931107954545454]",off
"[0.5484914, 2079.2277324776232, 1723.4114780016532, 4156.152898615057, 0.03454928, 0.15185546875]",off
"[0.5766218, 1974.8904552212189, 1844.1280985625983, 4177.44140625, 0.01249122, 0.12253639914772728]",off
"[0.48104662, 2764.6187898223757, 1947.280253992127, 5350.26689009233, 0.057297572, 0.2341641512784091]",off
"[0.33165187, 1628.1501447063622, 1321.3651744754202, 2754.5371315696025, 0.10064356, 0.11135031960227272]",off
"[0.42981488, 1812.601261398691, 1628.130020671551, 3542.9460005326705, 0.032376826, 0.11208274147727272]",off
"[0.5070175, 1718.5106618214797, 1408.285283866438, 3172.9664195667615, 0.026321964, 0.11344770951704546]",off
"[0.504334, 1912.8189612418828, 1877.5171127249703, 4139.75830078125, 0.0140272435, 0.10676713423295454]",off
"[0.4766996, 1718.4942707241999, 1809.0052644558973, 3797.4293101917615, 0.0025098082, 0.08938876065340909]",off
"[0.38049865, 1154.1129035962322, 1506.447489447801, 2404.867276278409, 0.06942326, 0.032148881392045456]",off
"[0.3817613, 1851.6450521943211, 1558.2636168219751, 3242.4599387428975, 0.03467174, 0.12254749644886363]",off
"[0.4195318, 2326.6209579520323, 1811.5333563116185, 4109.905450994318, 0.027245557, 0.18348277698863635]",off
"[0.4587096, 2906.7608440211125, 1696.6584957990926, 4818.78828568892, 0.030541921, 0.24115545099431818]",off
"[0.49905142, 2632.1517125291316, 1939.289926719785, 4832.491233132102, 0.038365588, 0.19938520951704544]",off
"[0.40726423, 2101.096785896963, 1787.9854807385689, 3984.866055575284, 0.060977384, 0.13421075994318182]",off
"[0.49188215, 2489.8774147443637, 2037.184514401732, 4823.9382721656975, 0.012143794, 0.09246684229651163]",off
"[0.35719103, 2015.0740979214359, 1443.680646312029, 3655.505925958807, 0.09124995, 0.14806019176136365]",off
"[0.5514589, 1609.9597845939693, 1465.0424025773182, 3210.1601340553975, 0.0615399, 0.10280539772727272]",off
"[0.48295495, 1133.8065890700077, 1332.6391882068508, 1921.3489879261363, 0.121229865, 0.0601806640625]",off
"[0.59768695, 1673.4345337117848, 1711.227975351905, 3495.7197709517045, 0.010475251, 0.07159978693181818]",off
"[0.48489532, 1768.1301369181072, 1685.0265728099812, 3730.166015625, 0.007447883, 0.1444056919642857]",off
"[0.4193078, 2966.6524292344034, 1563.2656881987664, 4693.014803799716, 0.027257312, 0.2953213778409091]",off
"[0.40431803, 2289.5547426295125, 1756.9040022146307, 4057.2959206321025, 0.022719728, 0.1709317294034091]",off
"[0.403531, 2227.1577956625024, 1911.2454268441904, 4179.888361150568, 0.046694335, 0.1632967862215909]",off
"[0.66221815, 994.3476326408152, 1533.9097242985968, 1936.2754128196023, 0.049988326, 0.03173828125]",off
"[0.40709287, 1237.1463784322552, 1318.5929565516735, 2165.555087002841, 0.011517426, 0.07377485795454546]",off
"[0.39532337, 1735.4454487567864, 1374.7156148138909, 2984.795587713068, 0.07402212, 0.1275301846590909]",off
"[0.3733568, 1130.3130219659145, 1245.7978094903544, 1823.2260964133523, 0.09062494, 0.06688343394886363]",off
"[0.32229182, 2291.425944468207, 1723.4883766352157, 4042.1248002485795, 0.11753609, 0.140625]",off
"[0.6257525, 1688.590889147287, 1831.5750174859, 3799.142178622159, 0.051455054, 0.07587224786931818]",off
"[0.3912982, 1518.595956871986, 1529.014693756985, 2994.583407315341, 0.0011771743, 0.09013227982954546]",off
"[0.4635187, 2265.880930178322, 1621.034481240458, 4023.5279430042615, 0.009485144, 0.1754483309659091]",off
"[0.49931866, 1520.8878224441053, 1348.3283630919586, 2867.831143465909, 0.011262939, 0.10320490056818182]",off
"[0.21386115, 1157.4440016649319, 1209.4878490620372, 1838.8866077769887, 0.16923799, 0.061201615767045456]",off
"[0.54307324, 1774.1760710465635, 1831.2916172757396, 3843.921453302557, 0.0017865915, 0.09552556818181818]",off
"[0.4243076, 2840.2216040024464, 2023.6201607568232, 5363.235751065341, 0.014707591, 0.21901633522727273]",off
"[0.53875816, 1165.3967716684188, 1578.7267790675799, 2454.0510697798295, 0.02245949, 0.03384676846590909]",off
"[0.3358767, 1975.4663005170742, 1368.0222463658454, 3373.861416903409, 0.07715605, 0.13114790482954544]",off
"[0.5560313, 2262.8528353370084, 1755.036193495919, 4280.213512073864, 0.005245175, 0.2152987393465909]",off
"[0.44359845, 1997.374298435867, 1850.7579539045403, 3920.0217507102275, 0.039793983, 0.13112571022727273]",off
"[0.42040282, 2335.1867206127176, 1875.0748560106847, 4671.481600674716, 0.011895571, 0.16953346946022727]",off
"[0.4621794, 1507.4704119284472, 1471.8771803470297, 2878.3530495383525, 0.029509371, 0.07924582741477272]",off
"[0.38259733, 1838.9661326440373, 1507.29924454023, 3082.184392755682, 0.123462684, 0.11388050426136363]",off
"[0.42011625, 1729.5945229747879, 1621.0075069655707, 3484.596046241554, 0.11062764, 0.10069151182432433]",off
"[0.57938915, 1337.8139771706954, 1320.0568699023534, 2534.5558860085225, 0.05860812, 0.09169699928977272]",off
"[0.5708691, 1767.6590005073515, 1416.6772587672672, 3258.365145596591, 0.029905522, 0.11598899147727272]",off
"[0.4102928, 1231.9797766370955, 1286.8544862673077, 2036.6005637428977, 0.010592853, 0.06729403409090909]",off
"[0.501496, 2667.9930856052083, 1848.0154206164573, 4784.041526100852, 0.0409437, 0.22751686789772727]",off
"[0.42363572, 2175.623055486308, 1870.0052249413638, 4307.619406960227, 0.023053415, 0.14897017045454544]",off
"[0.421543, 1624.6405900708653, 1646.899330484202, 3344.497958096591, 0.022450378, 0.08755770596590909]",off
"[0.6089598, 2407.5249587104936, 1916.4103818619699, 4613.244074041193, 0.01088295, 0.15934614701704544]",off
"[0.48357874, 2072.111183510067, 1757.4446231766822, 4027.4430708451705, 0.032757346, 0.14675071022727273]",off
"[0.72649467, 1332.6765642861735, 1756.414906747392, 3259.0992320667615, 0.0070196446, 0.037286931818181816]",off
"[0.55513144, 1409.0653714625553, 1496.7011764455287, 2881.4430414244184, 0.058504943, 0.06368095930232558]",off
"[0.38527992, 1448.5010140498835, 1488.8783756618159, 2618.731134588068, 0.029067457, 0.09022105823863637]",off
"[0.28580195, 1715.4444668900635, 1634.3121107413217, 3510.4015003551135, 0.016379375, 0.10026411576704546]",off
"[0.41703176, 2814.7436856333593, 2027.2840955365618, 5383.30078125, 0.00025508823, 0.20325816761363635]",off
"[0.4908972, 2337.5595547620837, 1736.1023208789666, 3996.6114390980115, 0.009114633, 0.13557572798295456]",off
"[0.46466863, 340.3936808254985, 797.4197905004002, 415.24824662642044, 0.016131867, 0.012684215198863636]",off
"[0.5444247, 1772.4573243030368, 1935.0121829088973, 4216.103293678977, 0.06979757, 0.07406338778409091]",off
"[0.3945331, 2777.086219018275, 1607.9859682991366, 4585.83817915483, 0.05421249, 0.22313343394886365]",off
"[0.4715887, 1463.2420257549322, 1506.9941999309544, 3046.9482421875, 0.027539678, 0.06440587197580645]",off
"[0.64757377, 1574.3406129235848, 1763.6546892838728, 3608.7690873579545, 0.020738468, 0.04603160511363636]",off
"[0.47801322, 1607.3030507399942, 1355.5106883377505, 2883.981045809659, 0.04771533, 0.11467950994318182]",off
"[0.4173276, 1675.4436652472295, 1798.960291232249, 3671.9005237926135, 0.06641965, 0.07295365767045454]",off
"[0.5994858, 1413.047644208931, 1688.1819338442378, 3027.6172984730115, 0.036327075, 0.05466530539772727]",off
"[0.5702107, 1723.643605670883, 1869.7751396080903, 3886.7431640625, 0.014266784, 0.04640066964285714]",off
"[0.47328082, 977.1264693499531, 1264.0410481395431, 1842.312344637784, 0.039319772, 0.050592595880681816]",off
"[0.48763818, 2530.5969939210804, 1916.3861346172132, 4493.587979403409, 0.03860609, 0.20990545099431818]",off
"[0.4137843, 2239.901870065447, 1968.3141428018744, 4715.282093394886, 0.015542125, 0.12051669034090909]",off
"[0.30782342, 1837.216445721119, 1634.1780457227135, 3552.4891246448865, 0.023682004, 0.10630104758522728]",off
"[0.4483156, 2327.0401478390104, 1636.5013104601428, 4068.307217684659, 0.02242638, 0.18852095170454544]",off
"[0.40536726, 2626.408319139426, 1908.889043954247, 4763.731800426136, 0.03659577, 0.1725186434659091]",off
"[0.3836764, 1026.004166851338, 1769.2308673223863, 2706.3559927591464, 0.036171496, 0.021567740091463415]",off
"[0.43354318, 2719.911790189311, 1805.6834965633568, 4745.379638671875, 0.024510356, 0.23570667613636365]",off
"[0.77017003, 1660.8112478857379, 2094.301617416202, 4270.425692471591, 0.075473815, 0.013172496448863636]",off
"[0.47537097, 1982.2106301794408, 1885.698039191069, 4017.165860262784, 0.0402874, 0.12840687144886365]",off
"[0.47233576, 1256.4513184828495, 1353.984656581715, 2476.0557593368903, 0.016509507, 0.07096751143292683]",off
"[0.3850603, 2031.8761049986504, 1731.908420528871, 3759.2568137428975, 0.040472444, 0.13416637073863635]",off
"[0.66022205, 2764.1695178064815, 1829.7317883324288, 4980.532004616477, 0.0015212025, 0.33235307173295453]",off
"[0.36226752, 953.8028577258782, 1357.949567629756, 1742.721280184659, 0.0010246416, 0.028919566761363636]",off
"[0.5912495, 1807.7008453429519, 1864.7491909777925, 3835.357111150568, 0.008426693, 0.09104225852272728]",off
"[0.5797331, 2795.0876461861253, 1697.0676171251346, 4714.792702414773, 0.014754862, 0.2108154296875]",off
"[0.47240037, 1854.8860191242084, 1870.6627627445844, 3992.941006747159, 0.053212937, 0.10050825639204546]",off
"[0.52355033, 2811.1774031355203, 2003.6396350185598, 5075.473854758523, 0.006868556, 0.226318359375]",off
"[0.5425731, 2188.2382588771015, 1815.4520982560848, 4386.411354758523, 0.047748663, 0.12335759943181818]",off
"[0.50897187, 2632.7552391633994, 1583.7270483608263, 4249.137184836648, 0.011454593, 0.205322265625]",off
"[0.43961462, 2032.839628750956, 1512.5830676978119, 3645.718106356534, 0.055438828, 0.14543013139204544]",off
"[0.42339498, 3141.9124500311646, 1936.8340953545148, 5491.456187855114, 0.046976723, 0.29460005326704547]",off
"[0.44568193, 2863.0897866000296, 1783.9369554430473, 4924.98612837358, 0.017855942, 0.2315340909090909]",off
"[0.5496042, 1168.4534950894133, 1485.2573399747812, 2563.919344815341, 0.011480412, 0.049760298295454544]",off
"[0.42648268, 2114.3964652745203, 1580.9098190004813, 3681.933038884943, 0.03232484, 0.1564053622159091]",off
"[0.55059826, 2409.134243905157, 1788.1275137844502, 4420.179332386364, 0.015303635, 0.1761474609375]",off
"[0.64507353, 1726.5169168676575, 1660.9232794799536, 3271.3340065696025, 0.03975064, 0.08346280184659091]",off
"[0.4401408, 1098.2337371903611, 1196.1834067423029, 1913.0293412642045, 0.04137706, 0.068115234375]",off
"[0.3102532, 1489.492622913378, 1175.8416792540565, 2796.624755859375, 0.03705489, 0.12755237926136365]",off
"[0.40883046, 1566.2395954561734, 1389.9911488087173, 2890.0984330610795, 0.06532467, 0.08762428977272728]",off
"[0.4898617, 761.0713039710652, 1137.0073477763924, 1490.4402299360795, 0.03887998, 0.03298117897727273]",off
"[0.4874196, 1572.061612284132, 1454.949134819506, 3002.658358487216, 0.032537635, 0.10303844105113637]",off
"[0.42664596, 1871.6989685974534, 1701.1650468671721, 3353.0623002485795, 0.051615838, 0.12505548650568182]",off
"[0.45848402, 1530.7973426046083, 1582.6416096944902, 2843.3615944602275, 0.06601822, 0.0865478515625]",off
"[0.52075833, 1597.1620507393734, 1730.158150855768, 3347.216796875, 0.023858534, 0.06951678240740741]",off
"[0.41891885, 1519.0665336129975, 1447.090897411877, 2819.381436434659, 0.016829927, 0.10721102627840909]",off
"[0.5280602, 2185.6692835411, 1769.2572913381125, 4198.24052290483, 0.039206076, 0.1478604403409091]",off
"[0.554611, 1705.5698185765382, 1303.8590904928371, 3099.0683815696025, 0.067020364, 0.13506525213068182]",off
"[0.4628066, 1675.1918832691742, 1580.9845799189823, 3358.2009055397725, 0.00532427, 0.1277743252840909]",off
"[0.5427058, 1087.542955842203, 1589.2494601007734, 2435.698908025568, 0.0030634708, 0.026700106534090908]",off
"[0.43084857, 1168.2590568083554, 1432.0149109429478, 2466.5305397727275, 0.041305616, 0.052934126420454544]",off
"[0.4646239, 2128.688826661486, 1597.2369211080113, 3952.3215553977275, 0.010332398, 0.17646928267045456]",off
"[0.44440165, 1476.795924149095, 1632.0521408999487, 3218.4797807173295, 0.045226887, 0.06959117542613637]",off
"[0.4159538, 2117.45997932211, 2090.1590984755144, 4670.747514204545, 0.0004947084, 0.22205699573863635]",off
"[0.5113002, 2294.6124556712102, 1753.2627718405506, 4016.268643465909, 0.014185163, 0.14373224431818182]",off
"[0.4251079, 2403.1953240453104, 1787.1400721195155, 4341.876775568182, 0.023987772, 0.18358265269886365]",off
"[0.7099146, 1239.5324134172868, 1769.0193458931592, 3190.9130859375, 0.09280938, 0.007477678571428572]",off
"[0.49167645, 2048.2416652271004, 1705.5072741503734, 3990.0046608664775, 0.0077939034, 0.1377840909090909]",off
"[0.35805482, 2232.9701190031014, 1984.6533016273074, 4715.282093394886, 0.029123832, 0.13573109019886365]",off
"[0.69107205, 2166.8088135162147, 1974.0743598485608, 4606.881991299716, 0.02733674, 0.11784224076704546]",off
"[0.5055361, 974.2542090837509, 1043.5210985863946, 1629.916659268466, 0.065220505, 0.05857155539772727]",off
"[0.4675013, 1260.943539169972, 1471.3648548780266, 2533.8217995383525, 0.31313682, 0.04929421164772727]",off
"[0.5630343, 2650.1815503920093, 1779.0251419996948, 4814.0167236328125, 0.016545832, 0.1427001953125]",off
"[0.5508258, 2081.4319737093087, 1783.560289394143, 4104.032759232955, 0.01431023, 0.13581986860795456]",off
"[0.46445522, 2332.0637878171806, 2035.7055585949909, 4859.897128018466, 0.031028949, 0.17584783380681818]",off
"[0.4419213, 946.1766104620928, 1487.8354354602552, 1941.4140181107955, 0.06026838, 0.023848100142045456]",off
"[0.5098081, 2050.6644012975285, 1672.91335685851, 4046.774014559659, 0.019715212, 0.14914772727272727]",off
"[0.40407062, 1190.5051279288555, 1252.354033614886, 2182.928466796875, 0.018543672, 0.072265625]",off
"[0.4217742, 1490.7450004555778, 1006.6806795914955, 2165.310391512784, 0.042368487, 0.1026611328125]",off
"[0.48051006, 1604.9685170883474, 1566.2569661341893, 3180.062588778409, 0.06425437, 0.08104359019886363]",off
"[0.5289867, 1354.7174433232603, 1455.7887463682598, 2704.3745561079545, 0.04126859, 0.062422318892045456]",off
"[0.52788293, 1235.3462005494546, 1405.8841651238147, 2650.2968528053975, 0.038610067, 0.058671431107954544]",off
