"chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,rms,zero_crossing_rate",class
"[0.46802464, 1261.3349135212254, 1316.217808287658, 2440.5928178267045, 0.031705134, 0.06298828125]",wow
"[0.49179482, 1912.7717009913258, 1612.903225153817, 3809.908780184659, 0.02945566, 0.17158647017045456]",wow
"[0.47327998, 1771.4196926838306, 1572.0064214494582, 3404.693048650568, 0.03675206, 0.10691139914772728]",wow
"[0.47129315, 1415.8857648090768, 1285.4292181934845, 2828.4351695667615, 0.08091115, 0.09154163707386363]",wow
"[0.36068442, 1379.9313272960317, 1199.2349787190694, 2420.038396661932, 0.05550499, 0.0872802734375]",wow
"[0.24066287, 1002.630123528638, 1052.3063143134498, 1630.1613547585227, 0.049084928, 0.05142489346590909]",wow
"[0.4067603, 1566.7596690657317, 1278.7425716029113, 2626.5613902698865, 0.039939497, 0.09550337357954546]",wow
"[0.5204065, 1276.1691544238356, 1201.5523908714754, 2206.3655201981705, 0.128421, 0.06358374618902439]",wow
"[0.46714944, 1024.4556961500296, 947.4346991700017, 1618.1712757457387, 0.096776895, 0.06087979403409091]",wow
"[0.45618883, 863.6952342969169, 1185.4039278968057, 1307.4080033735795, 0.062703244, 0.03859641335227273]",wow
"[0.5670062, 1884.9854538892728, 1534.3133840066498, 3548.5614483173076, 0.058869336, 0.13890975560897437]",wow
"[0.38071626, 1513.1597709894777, 1176.6589615435878, 2409.234149639423, 0.07523051, 0.09463266225961539]",wow
"[0.38578427, 1283.8712224359879, 1188.7761636209236, 2258.7840687144885, 0.08367974, 0.08392888849431818]",wow
"[0.6019932, 1994.8208331471478, 1583.1925380693078, 3756.075772372159, 0.01234268, 0.14409845525568182]",wow
"[0.37905636, 1705.8193277271387, 1665.1495608543771, 3393.926447088068, 0.017283473, 0.08914462002840909]",wow
"[0.4521192, 1425.1908401880937, 1494.1476272925922, 3066.2791859019885, 0.033794478, 0.10728870738636363]",wow
"[0.37896353, 974.1328845146443, 1164.8970912730283, 1694.516268643466, 0.027514763, 0.04990456321022727]",wow
"[0.40451428, 1017.0173789232572, 1555.1579814014317, 2098.9979137073865, 0.013938626, 0.03857421875]",wow
"[0.38518375, 1789.1941272677434, 1480.4223676744816, 3072.8859641335225, 0.014109117, 0.11278187144886363]",wow
"[0.42630127, 1282.1175374239817, 1289.5498318135835, 2512.533291903409, 0.025796121, 0.09677956321022728]",wow
"[0.5322638, 2148.5340147781553, 1647.5770910596393, 3950.6086869673295, 0.006562523, 0.31868119673295453]",wow
"[0.48350227, 1967.8826105842586, 1529.0639253597285, 3540.988436612216, 0.013427728, 0.13871626420454544]",wow
"[0.49695358, 2278.582176988653, 1848.2681605259147, 4379.252589026163, 0.009158975, 0.16132585392441862]",wow
"[0.57416123, 971.008521345486, 1414.8799621858545, 2182.1943803267045, 0.002241479, 0.045820756392045456]",wow
"[0.4450668, 1364.4965655863982, 1427.17044530752, 2743.2811390269885, 0.037068076, 0.06554066051136363]",wow
"[0.40769172, 1633.8153047171406, 1624.0664718209662, 3576.7651934956393, 0.054124143, 0.08967341933139535]",wow
"[0.38468134, 1387.8311006432502, 1255.197928555879, 2367.6735617897725, 0.072144516, 0.08101029829545454]",wow
"[0.64126015, 2496.878317348929, 1725.6660053386877, 4284.862726384943, 0.035242215, 0.07796963778409091]",wow
"[0.2951211, 2101.9645849447957, 1645.052707397238, 3851.0176225142045, 0.08169424, 0.12725275213068182]",wow
"[0.6885353, 2765.5173769387734, 2086.67343940421, 5400.918856534091, 0.0060453047, 0.20350230823863635]",wow
"[0.4205084, 1627.3261613261618, 1163.915678985308, 2541.4073597301135, 0.040186908, 0.1692782315340909]",wow
"[0.49150354, 1533.1086012011947, 1464.8967276479843, 3013.1633890086205, 0.014972624, 0.09568628771551724]",wow
"[0.45965174, 1850.2828413672626, 1804.8713322888013, 4166.41220464939, 0.03392984, 0.10929163490853659]",wow
"[0.5278763, 1442.504630391507, 1706.632504925879, 3141.6453968394885, 0.086561196, 0.05967018821022727]",wow
"[0.5124549, 2002.471545605327, 1854.9441168185824, 3982.419100674716, 0.019870719, 0.07541725852272728]",wow
"[0.43501714, 1268.7992152344395, 1596.1994322160708, 2721.503240411932, 0.2615631, 0.05005992542613636]",wow
"[0.44045746, 877.5565355130128, 1010.1145118116355, 1345.3358043323863, 0.021174187, 0.04689719460227273]",wow
"[0.40727615, 1245.7992126760373, 1129.5234769462177, 2195.6526322798295, 0.09442591, 0.07559481534090909]",wow
"[0.54249984, 1069.459006492306, 1741.3004749660226, 2477.368759527439, 0.029565096, 0.022341844512195123]",wow
"[0.49431956, 1218.4909277567235, 1488.5090232898938, 2142.0643199573865, 0.0008853188, 0.06236683238636364]",wow
"[0.5094108, 2184.6671319385273, 1790.9146534839952, 4298.320978338068, 0.038721994, 0.1415682705965909]",wow
"[0.5493988, 2063.8026456742073, 1619.0500550829236, 3654.5271439985795, 0.0071053742, 0.21265758167613635]",wow
"[0.318632, 1917.8725282645448, 1974.4629930826602, 4370.750843394886, 0.00680209, 0.10991876775568182]",wow
"[0.36942413, 1185.2958611265203, 1414.5853233001187, 2481.456964666193, 0.03132902, 0.047607421875]",wow
"[0.44883698, 1503.1881519975643, 1719.2553809079193, 3361.3330078125, 0.075075455, 0.05026506696428571]",wow
"[0.41038606, 1814.919310274838, 1406.9613012997195, 3146.0499156605115, 0.043672647, 0.11563387784090909]",wow
"[0.4184591, 1269.2814887104958, 1333.2847536798363, 2300.0537109375, 0.038280398, 0.051548549107142856]",wow
"[0.27091348, 1038.1595401661818, 938.7884631071796, 1610.5857155539773, 0.054099645, 0.06748268821022728]",wow
"[0.48457798, 1233.0936710061414, 1288.8912082222123, 2285.832331730769, 0.08478818, 0.06492888621794872]",wow
"[0.38237116, 1293.5012660198634, 1386.0589852092533, 2560.7383034446025, 0.06908148, 0.06076882102272727]",wow
"[0.38276708, 1182.9041422361977, 1624.655833325706, 2272.7317116477275, 0.004901964, 0.04590953480113636]",wow
"[0.45004395, 1535.0332100138187, 1324.600146209953, 2673.2982288707385, 0.019896941, 0.09209650213068182]",wow
"[0.5493206, 1897.446729047502, 1504.1258610708044, 3486.6660378196025, 0.018548792, 0.16473943536931818]",wow
"[0.40950418, 1446.508828022252, 1295.217012920439, 2641.977206143466, 0.06244156, 0.09229625355113637]",wow
"[0.50841755, 2316.726576609526, 1548.061892967253, 3932.501220703125, 0.004160704, 0.17564808238636365]",wow
"[0.4626772, 1397.3805061815654, 1476.097431014277, 2727.6206276633525, 0.026033796, 0.07163307883522728]",wow
"[0.5322204, 767.6621154498297, 1235.6946359907206, 1304.226962002841, 0.06598509, 0.021861683238636364]",wow
"[0.55886006, 1772.0871651236305, 1500.6602159047359, 3366.031161221591, 0.033213694, 0.11693226207386363]",wow
"[0.43743226, 842.8207786483573, 1399.5611618614103, 1509.0370871803977, 0.061390903, 0.025723544034090908]",wow
"[0.6319082, 1839.0344196536882, 1702.8255162054486, 3757.299249822443, 0.015984528, 0.09725674715909091]",wow
"[0.5459249, 1704.636316321659, 1647.3426641623284, 3420.1088645241475, 0.012728121, 0.10475852272727272]",wow
"[0.59055793, 1608.2080663923966, 1747.6149050409301, 3587.2358842329545, 0.018197497, 0.05332253196022727]",wow
"[0.4472794, 1214.5947372248547, 1090.6048777803744, 2084.0714888139205, 0.030336278, 0.07692649147727272]",wow
"[0.3747757, 1536.6769199421628, 1670.4295476442376, 3373.6167214133525, 0.0234087, 0.06610662286931818]",wow
"[0.46580124, 1270.763036686375, 1547.2032244375275, 2687.9799582741475, 0.004427503, 0.04958274147727273]",wow
"[0.45108446, 1527.345822075282, 1483.950399058231, 2899.152166193182, 0.040549934, 0.0985107421875]",wow
"[0.5147013, 1260.1754922244988, 1484.791930748833, 2816.342659883721, 0.026676923, 0.041526617005813955]",wow
"[0.36751816, 1397.9092835443416, 1231.8952947566925, 2271.7529296875, 0.068436235, 0.08877840909090909]",wow
"[0.5046685, 2502.4095060398417, 1864.3461549487472, 4540.324818004261, 0.038112864, 0.10807661576704546]",wow
"[0.42888516, 1339.0730260695343, 1353.1534678611927, 2583.2502885298295, 0.07718181, 0.07917924360795454]",wow
"[0.4257321, 1424.184799301541, 1367.147754551441, 2765.548428622159, 0.02354334, 0.09865500710227272]",wow
"[0.52089477, 1100.85686237041, 1355.6672633961477, 2006.9924094460227, 0.02663122, 0.05239035866477273]",wow
"[0.5908873, 1413.6565935367623, 1704.0885033676793, 3317.8261496803975, 0.024312751, 0.04453346946022727]",wow
"[0.43295744, 1945.3033633342513, 1830.9491079001286, 3661.868008700284, 0.0063333334, 0.08306329900568182]",wow
"[0.6030296, 1468.4522186186214, 1687.5516779435886, 3223.6183860085225, 0.017243454, 0.047529740767045456]",wow
"[0.49391267, 2174.7788049089145, 1704.7893782574322, 3965.045720880682, 0.058803376, 0.13335626775568182]",wow
"[0.44624886, 2354.5635058070525, 1455.1307413829074, 3944.2466042258525, 0.05026722, 0.23020241477272727]",wow
"[0.36430845, 1899.880755256914, 1540.5774205943023, 3237.5660289417615, 0.1456392, 0.1260098544034091]",wow
"[0.32449663, 919.3228269376574, 1166.9069286213742, 1735.3804154829545, 0.1745745, 0.04137073863636364]",wow
"[0.41592303, 1475.07305464711, 1307.4063168745197, 2761.388605291193, 0.010939123, 0.09347256747159091]",wow
"[0.41424024, 919.6784968763656, 895.135356784112, 1461.566162109375, 0.011940306, 0.059270685369318184]",wow
"[0.272786, 1289.3672303643582, 1234.822974030932, 2133.7446732954545, 0.23402953, 0.06986860795454546]",wow
"[0.38918576, 1441.2183323632357, 1546.163394408962, 3207.4684836647725, 0.0045787003, 0.07185502485795454]",wow
"[0.43738398, 1650.3501981872773, 1500.803642817033, 3202.5745738636365, 0.011619398, 0.10272771661931818]",wow
"[0.3394849, 1248.0903897369938, 1176.1849679618556, 2052.9951615767045, 0.051405862, 0.07181063565340909]",wow
"[0.41331902, 1540.0328880802938, 1530.6212459095389, 3002.9030539772725, 0.2271532, 0.07310901988636363]",wow
"[0.5759511, 588.137351492671, 678.2030962079664, 936.6943359375, 0.06409038, 0.0440673828125]",wow
"[0.38061464, 1066.6897108927044, 1104.4024143600059, 1799.490633877841, 0.010540437, 0.059392755681818184]",wow
"[0.44826823, 1282.9347751568457, 1439.3380822814977, 2815.9556995738635, 0.018574106, 0.07346413352272728]",wow
"[0.54422474, 1710.765425327092, 1562.352023236902, 3289.6861683238635, 0.005659586, 0.1781005859375]",wow
"[0.54415935, 1649.588011347114, 1566.0972777647678, 3333.2419655539775, 0.015055964, 0.14275568181818182]",wow
"[0.49956825, 1531.7767010935418, 1427.1472067453728, 3045.9466978561045, 0.02275651, 0.08751589752906977]",wow
"[0.46884227, 2034.1092149180208, 1692.805203685014, 3932.814203306686, 0.054558128, 0.1253406613372093]",wow
"[0.43938187, 1519.058776566141, 1448.7725574948056, 3008.7757457386365, 0.072936006, 0.09342817826704546]",wow
"[0.30292132, 1092.356125493938, 1357.773951397539, 2015.8014470880682, 0.027175229, 0.04529918323863636]",wow
"[0.33434206, 1753.9438637981746, 1614.0643210084882, 3466.845703125, 0.052029323, 0.10066361860795454]",wow
"[0.54205674, 1810.3809887314455, 1533.2179654327886, 3407.384699041193, 0.021972733, 0.13887162642045456]",wow
"[0.5219935, 1952.9860315857475, 1799.9697321099907, 4072.4013910060976, 0.031801473, 0.11418635670731707]",wow
"[0.3812796, 1554.789851356609, 1595.951105080598, 3054.5338023792615, 0.02208272, 0.07539506392045454]",wow
"[0.35842058, 2828.3749753543098, 2043.8574503989332, 5394.556773792614, 0.00030369332, 0.224853515625]",wow
"[0.41267607, 1439.370413114914, 1388.0853445155449, 2784.042855196221, 0.018918766, 0.080078125]",wow
"[0.4452048, 1537.5232532849705, 1510.862253995849, 2868.5652299360795, 0.011835029, 0.07176624644886363]",wow
"[0.43493924, 1707.2654025137774, 1501.375176346331, 3298.0058149857955, 0.025765903, 0.11188299005681818]",wow
"[0.48687115, 1505.2142664442529, 1753.5979493399025, 3410.565740411932, 0.110022165, 0.053045099431818184]",wow
"[0.47528157, 2008.6213257501317, 1552.8765770224127, 3780.300625887784, 0.05141212, 0.1473055752840909]",wow
"[0.5022148, 1230.8559576308526, 1508.8888518105452, 2596.219149502841, 0.026711218, 0.039872602982954544]",wow
"[0.33752117, 720.7920413623941, 1299.7276917364632, 1218.3388449928977, 0.046213433, 0.022172407670454544]",wow
"[0.38884008, 1606.394717488369, 1429.1403655912995, 3167.0937278053975, 0.048576258, 0.09254039417613637]",wow
"[0.46192712, 1309.426436560161, 1180.5443977938676, 2352.50244140625, 0.019864561, 0.08690296519886363]",wow
"[0.38237116, 1293.5012660198634, 1386.0589852092533, 2560.7383034446025, 0.06908148, 0.06076882102272727]",wow
"[0.56485945, 2153.543933227966, 1671.1670268091764, 3836.0911976207385, 0.08367579, 0.11724298650568182]",wow
"[0.39468393, 1221.8573628715128, 1158.040665329498, 2149.8945756392045, 0.031038146, 0.06815962357954546]",wow
"[0.45971504, 1765.620462690544, 1619.1144737456293, 3390.011319247159, 0.019042151, 0.11204944957386363]",wow
"[0.3957781, 874.0151152912498, 1568.2167066649004, 1662.4611594460227, 0.0359392, 0.022172407670454544]",wow
"[0.5887308, 1197.346539197441, 1510.634699504041, 2626.3166947798295, 0.06527386, 0.041015625]",wow
"[0.43550646, 1911.3683426895586, 1704.5473053836781, 3954.034423828125, 0.03107723, 0.12201482599431818]",wow
"[0.41766906, 1148.5022148844096, 1210.1332075910125, 2008.2158868963068, 0.024133297, 0.06772682883522728]",wow
"[0.56612515, 987.9410266824935, 1391.9216317319158, 1987.1720747514205, 0.018791772, 0.02715509588068182]",wow
"[0.35869113, 1270.2950699794792, 1414.0416406251154, 2381.3765092329545, 0.076471806, 0.06963556463068182]",wow
"[0.47250646, 743.5799796641135, 1223.7363045227764, 1249.9045632102273, 0.05497881, 0.025179776278409092]",wow
"[0.54967743, 2136.9910736108727, 1719.3087976993609, 4074.1799094460225, 0.018322106, 0.1374178799715909]",wow
"[0.40964696, 2338.1736226367734, 1811.5143784770764, 4185.516357421875, 0.06964862, 0.24187677556818182]",wow
"[0.57932514, 1771.5139842136537, 1846.0460690422706, 3788.0978146114867, 0.021201009, 0.09483213682432433]",wow
"[0.31816182, 1106.8292535178698, 1159.240073821393, 2135.946932705966, 0.02446195, 0.119873046875]",wow
"[0.5043094, 1074.3619612028908, 1432.2229847352305, 2051.03759765625, 0.030188369, 0.03177157315340909]",wow
"[0.4565354, 1581.4661898307852, 1405.3196140943014, 2990.178888494318, 0.14617418, 0.103759765625]",wow
"[0.575398, 495.80936053358215, 642.3386588330585, 872.5841175426136, 0.033484716, 0.024081143465909092]",wow
"[0.28941652, 1599.3660078320952, 1472.2673054110458, 3107.632723721591, 0.011860439, 0.08856756036931818]",wow
"[0.5100084, 2049.912858357952, 1698.5925000535508, 3873.529607599432, 0.015930874, 0.14081365411931818]",wow
"[0.61109257, 696.0709852123451, 1102.982954318766, 752.6833274147727, 0.013622168, 0.03213778409090909]",wow
"[0.42916775, 1807.7977106793153, 1462.1619745395355, 3343.5191761363635, 0.06208086, 0.12897283380681818]",wow
"[0.34163734, 1773.2361913396846, 1354.4547476938546, 3373.3720259232955, 0.019823372, 0.16815740411931818]",wow
"[0.38865358, 2039.358263421635, 1655.42067206008, 3597.0237038352275, 0.09133449, 0.17943226207386365]",wow
"[0.41595978, 1148.9982646080125, 1144.9848333714585, 2029.0150035511363, 0.078118704, 0.055131392045454544]",wow
"[0.5993986, 956.6656885479998, 1369.6534760101247, 1769.3930886008523, 0.013618791, 0.04151500355113636]",wow
"[0.5013275, 2169.6835851869523, 1725.9092961478063, 3857.135009765625, 0.009197321, 0.15485174005681818]",wow
"[0.4300059, 2016.9212226347327, 1794.1581678010846, 3737.7236106178975, 0.011384089, 0.07814719460227272]",wow
"[0.38371155, 1113.7863976217893, 1223.5561195285245, 1797.0436789772727, 0.09159608, 0.06125710227272727]",wow
"[0.29765168, 1400.692191029244, 1394.6038258157225, 2889.609042080966, 0.051082913, 0.07333096590909091]",wow
"[0.47392842, 1395.3302024755203, 1738.6957009688601, 3005.6044921875, 0.026746381, 0.0505859375]",wow
"[0.5063447, 2689.817802014623, 2080.298578369576, 5171.149791370739, 0.0010543955, 0.16766912286931818]",wow
"[0.3865552, 1032.0960801562076, 1566.9818362756077, 2248.0174671519885, 0.020977015, 0.01958673650568182]",wow
"[0.5268554, 1533.7290423851512, 1790.01079318754, 3627.8553355823865, 0.005566444, 0.05807217684659091]",wow
"[0.41418296, 1203.4905818985048, 1538.8113464536611, 2666.9361461292615, 0.03446911, 0.043157404119318184]",wow
"[0.45617133, 1378.1728151140394, 1459.6299883784325, 2845.8085493607955, 0.029550763, 0.07039018110795454]",wow
"[0.52882963, 1655.3142594424091, 1354.2417836262218, 3114.484197443182, 0.07420273, 0.11520108309659091]",wow
"[0.5517167, 2052.792734916678, 1828.5508099119675, 3980.706232244318, 0.011879217, 0.14445356889204544]",wow
"[0.4653581, 1573.8050798016984, 1345.166450495777, 3056.246670809659, 0.02454639, 0.13633034446022727]",wow
"[0.6992821, 1007.3135834868708, 1510.4292450639334, 2414.2226108284885, 0.096062064, 0.01171875]",wow
"[0.5310244, 1474.6233639028908, 1360.966843348627, 2600.13427734375, 0.013310913, 0.09037642045454546]",wow
"[0.48831436, 1504.968913173471, 1540.4944949313199, 2986.0190651633525, 0.015147523, 0.08944424715909091]",wow
"[0.5462736, 2003.5052210683127, 1888.5763579314146, 4066.5943492542615, 0.07601274, 0.107177734375]",wow
"[0.40749452, 1174.4007818746713, 1364.8836726103252, 2095.572176846591, 0.09020879, 0.05308948863636364]",wow
"[0.66053164, 1754.8308507769411, 1893.4721701697301, 3981.6850142045455, 0.031463448, 0.06675026633522728]",wow
"[0.38373098, 1864.528417850793, 1076.6409197068228, 2920.658915751689, 0.016521225, 0.07878483952702703]",wow
"[0.37936097, 1757.1519204563044, 1314.0673027139494, 2872.844416920732, 0.072968334, 0.10668349847560976]",wow
"[0.43079537, 775.3478831511497, 1210.7166776945471, 1417.031582919034, 0.058968697, 0.026766690340909092]",wow
"[0.3456597, 1001.9421834444985, 1085.7693735016537, 1778.9362127130682, 0.021445418, 0.07577237215909091]",wow
"[0.3966645, 1507.230065576632, 1358.3264071147978, 2813.2640491832385, 0.13018335, 0.09464888139204546]",wow
"[0.36440167, 1626.3181623133978, 1556.3812304966696, 3283.0793900923295, 0.049608923, 0.07866876775568182]",wow
"[0.37441605, 2452.1501608675094, 2112.6287593461698, 4623.765980113636, 0.15411119, 0.11494584517045454]",wow
"[0.36868173, 892.7692037801368, 767.5046587817393, 1404.0627219460227, 0.061991513, 0.06052468039772727]",wow
"[0.5945845, 2029.7963977344841, 1897.1525598155151, 4286.575594815341, 0.0071478505, 0.07590553977272728]",wow
"[0.53613, 1378.2559901333943, 1598.3649452323268, 2984.795587713068, 0.052475177, 0.05740633877840909]",wow
"[0.3852759, 1281.520149134749, 1215.9674495401177, 2456.368480009191, 0.026210772, 0.06382123161764706]",wow
"[0.5434264, 1863.7682406844592, 1855.489590940568, 4059.4981800426135, 0.0033905676, 0.07470703125]",wow
"[0.3789649, 1300.0234151397967, 1740.6206504942259, 3268.7903115915697, 0.0015474993, 0.11326989462209303]",wow
"[0.3849456, 1351.4011320872794, 1080.2544453817604, 2431.0496937144885, 0.091202565, 0.10068581321022728]",wow
"[0.43442684, 1081.3042376079852, 1301.0535665932086, 1921.1042924360795, 0.05312319, 0.04465553977272727]",wow
"[0.43780208, 1595.6641111181807, 1449.0288288380332, 3202.5745738636365, 0.06277353, 0.1026611328125]",wow
"[0.5326273, 2166.1331351024814, 1781.8203064663664, 4232.00850053267, 0.015820585, 0.12528852982954544]",wow
"[0.3973195, 1721.3687664193624, 1483.9691513031055, 3269.131747159091, 0.020927025, 0.2120694247159091]",wow
"[0.47548696, 2135.862708487277, 1843.3121302191912, 4101.830499822443, 0.0264957, 0.10269442471590909]",wow
"[0.39147058, 1399.726668033299, 1542.175063103452, 2829.169256036932, 0.24596687, 0.057428533380681816]",wow
"[0.55307543, 1927.0687798750084, 1823.0125083574515, 3920.0217507102275, 0.023642588, 0.09975363991477272]",wow
"[0.5845946, 1783.1458660382743, 1879.6231538214886, 3851.0176225142045, 0.01790192, 0.06880326704545454]",wow
"[0.45563623, 1552.0058049361687, 1656.031481084222, 3207.4684836647725, 0.07488463, 0.06703879616477272]",wow
"[0.44984296, 707.9025220128705, 1204.981681801654, 1147.866543856534, 0.056639504, 0.024425159801136364]",wow
"[0.41359833, 2128.842047034647, 1475.1054867769255, 3728.4251819957385, 0.006162736, 0.18498091264204544]",wow
"[0.49315214, 1419.0743610224881, 1348.1658265327046, 2673.5429243607955, 0.013655783, 0.08377352627840909]",wow
"[0.46839875, 1407.5440616993055, 1418.3508288774353, 2725.9077592329545, 0.015385706, 0.09116432883522728]",wow
"[0.39881256, 605.4052847561394, 1210.7791312974787, 677.8065074573864, 0.119426996, 0.022960316051136364]",wow
"[0.39740992, 1530.332168476175, 1191.510741362184, 2509.270685369318, 0.04759938, 0.09144176136363637]",wow
"[0.39450443, 965.8522567879277, 1009.1693237093758, 1562.625399502841, 0.024240496, 0.054731889204545456]",wow
"[0.48761234, 1648.5102654126213, 1287.006184155306, 3001.6795765269885, 0.066430196, 0.1701327237215909]",wow
"[0.39236185, 1677.8640551440903, 1644.5272339041862, 3378.265935724432, 0.0412342, 0.09519264914772728]",wow
"[0.4952952, 1712.9980660962055, 1522.685694395521, 3552.978515625, 0.0126060955, 0.18208451704545456]",wow
"[0.4106773, 2741.1527516016167, 1881.2133186748285, 4347.994162819602, 0.009315326, 0.17864435369318182]",wow
"[0.39226273, 1811.2768246744615, 1653.7293543145886, 3766.0570721293607, 0.005281504, 0.197265625]",wow
"[0.43367842, 1196.4861514084755, 1279.3840804454046, 1853.8130326704545, 0.045540687, 0.07046786221590909]",wow
"[0.42935652, 2589.719689342009, 2072.5029576260613, 5192.927689985795, 0.030062793, 0.1766024502840909]",wow
"[0.5996454, 734.3537316969381, 1364.3420795189952, 1179.9216530539773, 0.004716895, 0.013427734375]",wow
"[0.34438753, 922.7118120169896, 1180.202607283992, 1540.1134144176137, 0.07871457, 0.045609907670454544]",wow
"[0.5204136, 1668.4040476377088, 1521.6275421870012, 3518.4764515269885, 0.0620031, 0.11136141690340909]",wow
"[0.58248234, 868.1780145449486, 1529.492614564658, 1597.5980318509614, 0.1254965, 0.020082131410256412]",wow
"[0.31848088, 1290.0088430134326, 1682.8352803080159, 3162.1998180042615, 0.01778101, 0.044133966619318184]",wow
"[0.40496525, 1659.459121344601, 1593.9359926597024, 3355.019864169034, 0.023006113, 0.0673828125]",wow
"[0.39318907, 1477.858200742385, 1351.0667099907541, 2800.784579190341, 0.022881223, 0.08901145241477272]",wow
"[0.45077065, 1365.536861700254, 1450.6573322149106, 2808.859530362216, 0.023622094, 0.06951349431818182]",wow
"[0.64305466, 917.732392956558, 1310.0467544918863, 1791.2548828125, 0.16550519, 0.027999441964285714]",wow
"[0.5280697, 1574.1474447327512, 1842.6031739616533, 3697.5935502485795, 0.009584063, 0.04674183238636364]",wow
"[0.57923657, 2016.3739800428118, 1819.6387208587867, 4089.5957253196025, 0.017330445, 0.11146129261363637]",wow
"[0.50049466, 1017.9000637209697, 1113.6170760874, 1608.6281516335227, 0.015527931, 0.06124600497159091]",wow
"[0.5212405, 1498.0567476905314, 1657.3306024553988, 3019.900438262195, 0.03746041, 0.059213033536585365]",wow
"[0.4992863, 1316.0724205487104, 1486.8309117891074, 2672.564142400568, 0.14979713, 0.053267045454545456]",wow
"[0.35997093, 1267.84822441332, 1185.4006805301299, 2313.1064675071025, 0.065757446, 0.07183283025568182]",wow
"[0.45912108, 1708.0626373987848, 1382.1779275870658, 3028.106689453125, 0.038465586, 0.11871892755681818]",wow
"[0.5321289, 1793.7879482640913, 1553.1338603811057, 3729.159268465909, 0.01278216, 0.11586692116477272]",wow
"[0.35471198, 1712.728386226205, 1508.7001833427414, 3292.3778187144885, 0.0075324406, 0.08385120738636363]",wow
"[0.44164562, 1585.1099087620257, 1366.084836464808, 3020.7658247514205, 0.00618732, 0.11778675426136363]",wow
