"chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,rms,zero_crossing_rate",class
"[0.43103293, 2186.2635916594304, 1697.0935339382152, 3999.79248046875, 0.007776096, 0.1546297940340909]",two
"[0.3713602, 1428.696686602204, 1721.2405685547203, 3035.2028586647725, 0.04199337, 0.05917080965909091]",two
"[0.5215623, 1236.29024122869, 1530.333008560465, 2462.1260209517045, 0.012469695, 0.05088112571022727]",two
"[0.51536065, 2387.163775840757, 1943.1986405014247, 4594.647216796875, 0.0017634683, 0.14203435724431818]",two
"[0.36693352, 1616.2416983353155, 1547.1710739459159, 3172.232333096591, 0.01939726, 0.08079944957386363]",two
"[0.3426628, 2014.2742041355057, 1846.0610840528714, 4149.79081587358, 0.043142874, 0.11825284090909091]",two
"[0.47653556, 2027.8226678875442, 1579.7716673327157, 3620.7591663707385, 0.06345565, 0.14561878551136365]",two
"[0.49950755, 1558.809772577932, 1731.8091810834312, 3261.9892842060813, 0.02154774, 0.05567725929054054]",two
"[0.33246914, 1620.9255750480595, 1174.9081753756773, 2531.374844637784, 0.04288361, 0.06982421875]",two
"[0.4367633, 1360.8007545243368, 1436.7180844279378, 2512.777987393466, 0.04101529, 0.07768110795454546]",two
"[0.48270023, 1663.3456242198408, 2026.0077042213197, 4171.682526344477, 0.009251909, 0.05989961845930233]",two
"[0.32764256, 1323.2990820655698, 1611.3925391840057, 2677.4580522017045, 0.0819702, 0.05088112571022727]",two
"[0.5921029, 1480.7849567542914, 1697.0587186462215, 3310.974675958807, 0.014991441, 0.054498845880681816]",two
"[0.40173265, 1246.9282008634784, 1249.1456529738894, 2319.2238547585225, 0.037240013, 0.06768243963068182]",two
"[0.6000758, 1317.1080400800386, 1704.7021442074247, 2780.474853515625, 0.02039589, 0.04881702769886364]",two
"[0.49763647, 1228.4448788345896, 1532.5803919035625, 2553.47900390625, 0.024417816, 0.05816650390625]",two
"[0.38315237, 1339.223657461411, 1606.7269139046073, 2766.5272105823865, 0.06664547, 0.06434215198863637]",two
"[0.3088446, 1652.458269491674, 1378.3393389516837, 2919.9512828480115, 0.06380091, 0.09117542613636363]",two
"[0.55168045, 981.1546655517558, 1526.4185543903034, 2305.0315163352275, 0.015723038, 0.01690118963068182]",two
"[0.63097, 523.769560592281, 1046.8015117589084, 698.1162331321023, 0.02486251, 0.016590465198863636]",two
"[0.31503722, 1411.1294464229165, 1410.4340669973, 2519.384765625, 0.046323374, 0.06819291548295454]",two
"[0.41279608, 2160.588006279486, 1640.1096582677253, 3958.9283336292615, 0.005520554, 0.15257679332386365]",two
"[0.24988154, 1445.5386980247054, 1495.73238273572, 2754.0477405894885, 0.04191962, 0.07856889204545454]",two
"[0.5833226, 1743.1545477585917, 1829.759307713723, 3886.987859552557, 0.022964122, 0.05824973366477273]",two
"[0.44321415, 1845.2408890009935, 1614.8017238344403, 3746.0432572798295, 0.030236365, 0.11412464488636363]",two
"[0.46983454, 1512.1270522132245, 1787.5842407332195, 3763.9060280539775, 0.14202178, 0.06251109730113637]",two
"[0.3987518, 1538.0675081141417, 1513.0210447424784, 3184.467107599432, 0.095475405, 0.08367365056818182]",two
"[0.53987247, 2142.890341548684, 1713.8659548408361, 4058.0300071022725, 0.010048773, 0.146240234375]",two
"[0.29254872, 1837.7604541459643, 1430.6299226502376, 3007.0628773082385, 0.016911361, 0.11869673295454546]",two
"[0.569106, 2265.8197497284314, 1849.5421266734534, 4333.411634290541, 0.0035872124, 0.08836570945945946]",two
"[0.45345065, 1937.379432291598, 1595.0842198337764, 3445.3125, 0.008341472, 0.1248779296875]",two
"[0.32656422, 1803.9972345127217, 1573.9414285154564, 3407.384699041193, 0.020010136, 0.10383744673295454]",two
"[0.49901766, 2474.0927144310335, 1852.1993393400053, 4721.399480646307, 0.017474202, 0.1933926669034091]",two
"[0.43753532, 3264.497155687933, 1859.3367375459968, 5348.554021661932, 0.02127953, 0.3728582208806818]",two
"[0.39220682, 1817.7185025948413, 1463.7885322642487, 3306.570157137784, 0.02269469, 0.11490145596590909]",two
"[0.25793266, 1004.7311637966333, 1197.1654869510583, 1502.6750044389205, 0.049953047, 0.04366787997159091]",two
"[0.43963656, 1302.9681631530714, 1715.1094919399293, 2683.0860484730115, 0.01359036, 0.0447998046875]",two
"[0.37093407, 1777.596567424883, 1524.3257996576538, 3052.576238458807, 0.054815326, 0.1293057528409091]",two
"[0.5106515, 2396.9523977649733, 1861.657916901967, 4693.50419477983, 0.031977803, 0.1759920987215909]",two
"[0.29430363, 1383.2654702243583, 1472.8357216548065, 2974.273681640625, 0.063917, 0.07907936789772728]",two
"[0.33840016, 2008.3381553525621, 1731.3872780221996, 4030.3794167258525, 0.012616362, 0.11789772727272728]",two
"[0.45330256, 1845.0983311979514, 1662.0990315266097, 3736.5001331676135, 0.027183294, 0.1274081143465909]",two
"[0.44581592, 1953.8665360070577, 1643.6918852193664, 3890.658291903409, 0.055497754, 0.1391268643465909]",two
"[0.5628111, 2166.5359173381244, 1858.3186324621404, 4113.57588334517, 0.0071309027, 0.1551513671875]",two
"[0.48269787, 1535.4336668577512, 1477.7680141422143, 3087.9138481326218, 0.023754533, 0.11742568597560976]",two
"[0.5036911, 2319.317146542889, 1778.0509713901838, 4413.083163174716, 0.007422894, 0.30473188920454547]",two
"[0.45671487, 2359.439642489553, 1809.9132003887535, 4342.610862038352, 0.008369727, 0.1562832919034091]",two
"[0.5383373, 2547.573225608178, 1885.4708473675482, 4795.297518643466, 0.0067919954, 0.20784135298295456]",two
"[0.3630873, 912.2899796781029, 1312.1433844912783, 1809.2784534801137, 0.053646777, 0.03257057883522727]",two
"[0.3415673, 2626.410771610144, 1926.5444791568405, 5060.302734375, 0.068203755, 0.17530406605113635]",two
"[0.6843024, 1874.793090491146, 1971.4068679805337, 4232.497891512784, 0.003310833, 0.04317959872159091]",two
"[0.36827567, 1988.576464822625, 2104.3029394468635, 4643.831010298295, 0.023354752, 0.0596923828125]",two
"[0.28078094, 1187.3932056308256, 1422.7030806780122, 2313.351162997159, 0.0290017, 0.051802201704545456]",two
"[0.42131203, 1614.3296637445594, 1590.3445145634187, 3255.9181906960225, 0.037077993, 0.08603737571022728]",two
"[0.64349955, 2661.0552749494577, 1888.2012539493217, 4760.795454545455, 0.034080144, 0.09539240056818182]",two
"[0.49115077, 2319.80730622997, 2091.001255025434, 4897.335537997159, 0.057526466, 0.11343661221590909]",two
"[0.4374188, 2001.9464152431326, 1891.8480571721157, 4143.184037642045, 0.041015767, 0.11207164417613637]",two
"[0.54570085, 2399.1279292542927, 1946.1383184085157, 4753.699285333807, 0.08313802, 0.2464599609375]",two
"[0.4639382, 1888.0931926202525, 1635.2756633956517, 3794.003573330966, 0.043768458, 0.13625266335227273]",two
"[0.37849554, 1333.8660312366753, 1796.2341783587094, 3124.2720170454545, 0.11788435, 0.048095703125]",two
"[0.6110072, 2867.5399299635696, 2094.7774520330418, 5453.038995916193, 0.00618381, 0.20612127130681818]",two
"[0.35832372, 980.0350000929709, 1154.8876027801837, 1766.4567427201705, 0.06456122, 0.050459428267045456]",two
"[0.35031927, 2704.8693251496024, 1587.8523029951116, 4406.965775923295, 0.026919967, 0.22275612571022727]",two
"[0.4040218, 1851.8767489312545, 1592.6643480449923, 3603.875177556818, 0.029142432, 0.122802734375]",two
"[0.39193612, 1722.672594433246, 1544.5894218935812, 3373.3916015625, 0.0233707, 0.0879296875]",two
"[0.32234663, 1491.8446728090385, 1138.9177424709944, 2429.092129794034, 0.05870441, 0.10183993252840909]",two
"[0.49527, 1515.6631161675891, 1529.0547445873356, 3058.0621534778224, 0.025990013, 0.07147807459677419]",two
"[0.45520407, 1446.776301568302, 1405.4455063663352, 2862.447842684659, 0.02608967, 0.07870205965909091]",two
"[0.41171172, 1769.1222670730824, 1563.5199389801885, 3359.9137739701705, 0.05023803, 0.10136274857954546]",two
"[0.37040493, 1887.9952014379705, 1673.158387440074, 3816.3663538490855, 0.050113764, 0.09652486661585366]",two
"[0.5693949, 1040.138637966285, 1585.5307513825826, 1699.4101784446023, 0.09038096, 0.035078568892045456]",two
"[0.5176102, 2346.3028971198887, 1514.4009880342746, 3978.503972833807, 0.012785726, 0.18480335582386365]",two
"[0.48258457, 2283.532684497966, 1814.4728505342903, 4329.397305575284, 0.017500406, 0.13276811079545456]",two
"[0.56410724, 1577.6153059936375, 1682.5048332620352, 3426.715642755682, 0.029617153, 0.07052334872159091]",two
"[0.35430595, 2393.8783868636906, 1833.649685947266, 4454.926091974432, 0.0303697, 0.14332164417613635]",two
"[0.3178439, 1657.4019962644786, 1464.3778849471764, 3237.810724431818, 0.080252774, 0.08766867897727272]",two
"[0.47548658, 2465.4328433464902, 1606.598895908687, 4094.4896351207385, 0.03117813, 0.1872891512784091]",two
"[0.3815233, 1540.7073287494077, 1519.8723580541869, 3072.936590786638, 0.051076166, 0.07575094288793104]",two
"[0.6234909, 676.1172777323286, 1293.6077036375461, 1060.51025390625, 0.05379504, 0.016490589488636364]",two
"[0.44319418, 960.9204327509717, 1383.1807341125316, 1628.448486328125, 0.0014992759, 0.034723455255681816]",two
"[0.4303054, 1813.8048896737741, 2179.722085319195, 4506.8994140625, 0.1999976, 0.035970052083333336]",two
"[0.3060222, 1398.6521201999224, 1611.3039655995967, 2959.8060607910156, 0.023158107, 0.0510101318359375]",two
"[0.4006748, 2914.974238373282, 2053.074388434533, 5522.777210582386, 0.00023617462, 0.2344637784090909]",two
"[0.42947665, 856.8899536793353, 1144.642503672937, 1654.141512784091, 0.07223988, 0.043157404119318184]",two
"[0.28828868, 2083.963118750824, 1901.147968258133, 4287.799072265625, 0.0063761403, 0.12910600142045456]",two
"[0.35082456, 2353.658802592345, 1658.9455022881937, 3971.8971946022725, 0.076927476, 0.1474276455965909]",two
"[0.54712474, 1773.6550649923436, 1843.9857077058782, 3811.9290865384614, 0.048703082, 0.20832081330128205]",two
"[0.4131079, 2007.024731970601, 1626.7161050389464, 3599.2259632457385, 0.03556717, 0.11740944602272728]",two
"[0.5281704, 2022.2065729788721, 1838.7012589291896, 4124.831875887784, 0.036351237, 0.08637029474431818]",two
"[0.39406556, 1766.1405917789737, 1704.0081466561496, 3437.079216452206, 0.02552217, 0.08829273897058823]",two
"[0.5753358, 1074.5386805367477, 1713.4340710157828, 2458.2108931107955, 0.0005203366, 0.0311279296875]",two
"[0.44947734, 1815.7971362174374, 1821.8718579304855, 3765.618896484375, 0.03061041, 0.07961203835227272]",two
"[0.30287802, 1639.6603850643326, 1272.4222934541542, 3136.996182528409, 0.010473778, 0.06727183948863637]",two
"[0.41634437, 2078.6426791967983, 1592.5586585136653, 3789.3543590198865, 0.04054229, 0.1552401455965909]",two
"[0.37288758, 1885.4024979075948, 1693.6471680040456, 3640.8241965553975, 0.016346006, 0.11695445667613637]",two
"[0.4377183, 1305.928704328304, 1663.0916967361575, 2703.640469637784, 0.0049571064, 0.05702903053977273]",two
"[0.41239548, 2000.0763834582717, 1582.3083501030856, 3652.882562681686, 0.016275229, 0.12464798328488372]",two
"[0.47888336, 2100.9020399254778, 1695.2259723032075, 4029.400634765625, 0.037700817, 0.15122292258522727]",two
"[0.5112246, 2002.404870911107, 1764.0091122908882, 3826.058682528409, 0.03061199, 0.10749955610795454]",two
"[0.55852973, 2239.0758540870124, 1791.1723669301107, 4275.564297762784, 0.007317392, 0.18528053977272727]",two
"[0.43955725, 1553.8306917066582, 1588.613830046978, 3048.171719637784, 0.024847716, 0.07491787997159091]",two
"[0.47501078, 1649.1913691405402, 1838.6038427841247, 3804.1157567223836, 0.015623229, 0.057106195494186045]",two
"[0.44485652, 1613.4556268108624, 1534.4147503486392, 3065.545099431818, 0.059149805, 0.09120871803977272]",two
"[0.5523974, 2879.495124984475, 1829.156885865443, 4741.219815340909, 0.0031692048, 0.30570845170454547]",two
"[0.47568658, 1921.2950390507801, 1784.370544693902, 3942.7784312855115, 0.021365505, 0.12142666903409091]",two
"[0.4845498, 1195.868944136111, 1543.9792364702434, 2669.1384055397725, 0.010694899, 0.04128196022727273]",two
"[0.5705606, 558.8931555921586, 1208.4208067348955, 943.3011141690341, 0.068596624, 0.006503018465909091]",two
"[0.2538978, 1980.5586006912774, 1641.0048941642208, 3677.039129083807, 0.018362822, 0.11187189275568182]",two
"[0.4393638, 1092.6521441940945, 1515.6061603985509, 2122.488680752841, 0.05171692, 0.044622247869318184]",two
"[0.46678257, 1848.7964973943488, 1556.5775330962167, 3546.8611283735795, 0.031677857, 0.13428844105113635]",two
"[0.5061272, 2129.548051528652, 1964.9068920916377, 4527.845348011364, 0.011595085, 0.13702947443181818]",two
"[0.36791307, 2781.8297804446697, 1682.9976682202505, 4439.754971590909, 0.043152764, 0.22454279119318182]",two
"[0.32130447, 1663.3816198231063, 1482.156555764317, 3103.717595880682, 0.123989694, 0.086669921875]",two
"[0.3352151, 2056.5811444189035, 1481.7721589519604, 3494.985684481534, 0.03545822, 0.12992720170454544]",two
"[0.4355693, 1670.7836659973184, 1412.9151298540773, 3066.5238813920455, 0.027622832, 0.09954279119318182]",two
"[0.45168623, 1876.9814446695673, 1773.0887064169044, 3840.4957164417615, 0.019107046, 0.1138916015625]",two
"[0.3296635, 1673.5633166400505, 1635.7231296287734, 3221.660822088068, 0.0185016, 0.1428555575284091]",two
"[0.9519677, 378.0088946311487, 1253.276137189807, 104.24027876420455, 0.21142489, 0.0]",two
"[0.40249968, 1850.1779112661416, 1778.6096396490072, 3919.7770552201705, 0.040962625, 0.09885475852272728]",two
"[0.3815088, 2132.2973156102644, 1746.5904065793736, 3942.044344815341, 0.03785759, 0.224853515625]",two
"[0.4352887, 1635.9879389073988, 1958.0082008337752, 3682.177734375, 0.19512963, 0.04006696428571429]",two
"[0.41995847, 2991.4799351678057, 1704.6809354255697, 4956.307151100852, 0.026584186, 0.22685102982954544]",two
"[0.14561506, 1141.7732301954554, 769.7621066503808, 1777.2233442826705, 0.0056559923, 0.06077991832386364]",two
"[0.39416042, 1926.2912384670947, 1688.3361740168768, 3750.2030806107955, 0.03429998, 0.09657981178977272]",two
"[0.42187423, 1599.5148051483766, 1225.804683494028, 2387.180913880814, 0.008541506, 0.10879587572674419]",two
"[0.44867396, 2313.3510865255435, 1988.8086925722482, 4673.928555575284, 0.03120553, 0.16932262073863635]",two
"[0.5325293, 2111.673651222555, 1887.4181612689258, 4397.42265181108, 0.005460186, 0.1869229403409091]",two
"[0.6099791, 1746.4641343965204, 1895.3763190215598, 3955.257901278409, 0.013603625, 0.05789462002840909]",two
"[0.5239852, 1758.696833860557, 1702.0005019536134, 3465.1328346946025, 0.01350596, 0.06950239701704546]",two
"[0.38305154, 1038.984315605024, 1231.6681050067564, 1969.7986949573863, 0.014568022, 0.05714000355113636]",two
"[0.38142726, 3285.961705826221, 2115.7406569577247, 5884.192449396307, 0.07568724, 0.2257412997159091]",two
"[0.35508466, 1544.1534198173488, 1435.1393122407076, 2696.788995916193, 0.018947357, 0.1009521484375]",two
"[0.38662547, 1022.6382978881077, 1298.350169721788, 1940.679931640625, 0.073744886, 0.044921875]",two
"[0.5703969, 840.726973609853, 1426.807447951844, 1787.7452503551137, 0.016476043, 0.016268643465909092]",two
"[0.54791874, 1255.7286639346253, 1496.8692645720569, 2660.574063387784, 0.017224954, 0.03908469460227273]",two
"[0.3850243, 1078.8540635556903, 1369.5520257789901, 2138.638583096591, 0.100276545, 0.04489968039772727]",two
"[0.48727855, 1495.0386825319954, 1285.2362983346131, 2677.4580522017045, 0.0057616294, 0.10124067826704546]",two
"[0.20495667, 1054.799774536529, 1243.5113292288027, 1838.6419122869318, 0.057634708, 0.0479736328125]",two
"[0.43317348, 2378.569713138798, 1956.0677273011859, 4601.009299538352, 0.017901279, 0.14201216264204544]",two
"[0.36512542, 1871.9143889834347, 1633.4411297746049, 3394.9052290482955, 0.085753165, 0.09489302201704546]",two
"[0.33509165, 2414.8125285516585, 1481.7437336687708, 3874.6715198863635, 0.025651194, 0.17356178977272727]",two
"[0.39619017, 1386.373203361423, 1420.9472143157682, 2518.4059836647725, 0.08161432, 0.07583895596590909]",two
"[0.51438886, 2208.983617726074, 1740.1449191954591, 4318.386008522727, 0.0073537137, 0.16098854758522727]",two
"[0.52115226, 2475.3657628647093, 1927.4583427306811, 4649.459006569602, 0.0065985066, 0.09337269176136363]",two
"[0.48155856, 1650.241615813995, 1759.2987520069405, 3702.9134114583335, 0.055996995, 0.06797960069444445]",two
"[0.55181307, 1164.438744198086, 1284.510462538679, 2103.402432528409, 0.079849325, 0.0430908203125]",two
"[0.38086614, 1342.911259445683, 1450.872312258783, 2468.243408203125, 0.0065962076, 0.07081187855113637]",two
"[0.3448574, 1238.9764253249812, 1153.3247424767217, 2047.6118607954545, 0.03303942, 0.07052334872159091]",two
"[0.42349568, 1361.9312965172653, 1391.7405043465262, 2422.240656072443, 0.024604607, 0.06812633167613637]",two
"[0.45997155, 2049.350094787704, 1567.6992236041724, 3788.1308815696025, 0.046403363, 0.1374178799715909]",two
"[0.5555761, 1955.750640118262, 1741.9130318028626, 3976.791104403409, 0.007719182, 0.1851473721590909]",two
"[0.51100945, 2129.345749106586, 1863.7723015084252, 4305.417147549716, 0.015223289, 0.1738614169034091]",two
"[0.4201975, 1705.7742685258381, 1692.358679993843, 3596.044921875, 0.062366284, 0.07887961647727272]",two
"[0.33579305, 1699.47936155126, 1464.114370263236, 3150.699129971591, 0.0065580006, 0.09489302201704546]",two
"[0.26565164, 1570.6262382943548, 1842.6676383925762, 3583.3207563920455, 0.016689228, 0.05148037997159091]",two
"[0.41820574, 1730.1075334873124, 1669.1646244473297, 3439.1951127485795, 0.030324012, 0.09666859019886363]",two
"[0.3963833, 937.0390419343988, 1262.3795809346764, 1825.6730513139205, 0.03461847, 0.039262251420454544]",two
"[0.73254013, 1223.8741814639416, 1665.0546094143792, 2344.9168812144885, 0.0109810475, 0.029296875]",two
"[0.35990763, 2867.475402968929, 2113.7839217832648, 5529.139293323864, 0.0002895389, 0.2169522372159091]",two
"[0.48918483, 2043.4875746454077, 1741.265177032617, 3915.8619273792615, 0.04900018, 0.12693093039772727]",two
"[0.35231602, 1882.188471680652, 1613.0562143426482, 3609.503173828125, 0.014224496, 0.10940829190340909]",two
"[0.60469824, 2032.7183428758246, 1693.9645908328187, 3900.201416015625, 0.012371507, 0.12945001775568182]",two
"[0.40895978, 2112.0275105756677, 1745.9591236064146, 4101.34110884233, 0.01528866, 0.16672585227272727]",two
"[0.3911163, 1992.7057677094047, 1653.8352496473533, 3912.6808860085225, 0.014770343, 0.1456631747159091]",two
"[0.42953914, 2727.137801729072, 1511.8122723058334, 4408.433948863636, 0.04328857, 0.20911754261363635]",two
"[0.6162106, 1866.7931660695028, 1860.8839045780273, 4121.406139026989, 0.013684075, 0.08597079190340909]",two
"[0.44132665, 1722.2749103092074, 1594.487714489171, 3487.8895152698865, 0.020933015, 0.1315585049715909]",two
"[0.42382604, 1188.2056484310308, 1539.037256028749, 2458.944979580966, 0.04114071, 0.03980601917613636]",two
"[0.48568302, 1223.279729070359, 1523.5056283526924, 2516.448419744318, 0.028253935, 0.048040216619318184]",two
"[0.39839947, 1179.3769693099073, 1368.9324883701067, 2070.3685413707385, 0.029943021, 0.05311168323863636]",two
"[0.42494047, 2106.2690174563336, 1814.6550961942137, 4054.3595747514205, 0.023166297, 0.13226873224431818]",two
"[0.43912974, 2437.8122616198093, 1967.8592059029747, 4789.669522372159, 0.010922142, 0.1371737393465909]",two
"[0.25600526, 1826.384319076217, 1671.6092784198465, 3765.618896484375, 0.014558154, 0.08922230113636363]",two
"[0.51623803, 1852.24595225428, 1724.703798089532, 3589.9275346235795, 0.014606521, 0.07846901633522728]",two
"[0.49323013, 2124.4856167202956, 1630.4370633695776, 3884.296209161932, 0.011987749, 0.14455344460227273]",two
"[0.54460317, 2547.305064717006, 1655.9815439815695, 4456.0272216796875, 0.10364818, 0.18212890625]",two
"[0.40591335, 2361.971778643334, 1875.4709825980974, 4356.803200461648, 0.023313574, 0.1412353515625]",two
"[0.5992508, 1424.5576520414998, 1758.148569813186, 3056.7360617897725, 0.05245514, 0.03482333096590909]",two
"[0.366403, 2288.3916136938524, 1811.5275523783087, 4359.494850852273, 0.0151647935, 0.15403053977272727]",two
"[0.38821584, 1567.730160441829, 1749.9405386753087, 3105.919855291193, 0.051100217, 0.07759232954545454]",two
"[0.3802, 1997.556824706083, 1730.0868784278712, 3976.0570179332385, 0.0442031, 0.12213689630681818]",two
"[0.5587095, 2501.1590331769903, 1855.7737529307633, 4716.750266335227, 0.0014212269, 0.24936745383522727]",two
"[0.44843677, 1564.3852808445272, 1706.544838457449, 3208.9366566051135, 0.060853835, 0.07465154474431818]",two
"[0.6023407, 1518.5566941000673, 1852.8990306524677, 3460.7283158735795, 0.008449452, 0.051802201704545456]",two
"[0.5045328, 2579.601270952666, 1827.393863603667, 4559.65576171875, 0.013628333, 0.17619185014204544]",two
"[0.42494047, 2106.2690174563336, 1814.6550961942137, 4054.3595747514205, 0.023166297, 0.13226873224431818]",two
"[0.47545114, 2687.5140370882373, 2061.830861833115, 4855.7373046875, 0.015854523, 0.22571910511363635]",two
"[0.44652474, 1821.835875359569, 1690.2128816191964, 3640.8241965553975, 0.0538964, 0.11028497869318182]",two
"[0.2826289, 1205.8582408776228, 1305.2945493005077, 2229.1759144176135, 0.019983048, 0.0849609375]",two
"[0.44234467, 2764.2637723341168, 1769.143534908462, 4497.013716264205, 0.0112526, 0.19928533380681818]",two
"[0.5285179, 1371.4717241816122, 1710.3624673183779, 2955.5701622596152, 0.022866506, 0.03884965945512821]",two
"[0.36835226, 3107.4430510176285, 1788.4363947607912, 5038.524835759943, 0.04289301, 0.2402676669034091]",two
"[0.5408068, 1223.7569629266413, 1426.576033914229, 2367.6735617897725, 0.012312198, 0.04017223011363636]",two
"[0.37391424, 1943.2561843642652, 1451.069556617608, 3421.087646484375, 0.052967843, 0.11689897017045454]",two
"[0.49081266, 2527.396795516444, 1859.7744425210542, 4583.880615234375, 0.011751437, 0.1767245205965909]",two
"[0.3884255, 1149.6780398643725, 1386.4241679612546, 2358.130437677557, 0.02794472, 0.062444513494318184]",two
"[0.29621753, 2012.1236895352683, 1343.3731009952467, 3457.7919699928975, 0.01498942, 0.1416015625]",two
"[0.40693903, 1157.1704856637677, 1287.6213297802938, 2143.0431019176135, 0.07641895, 0.04909446022727273]",two
"[0.38618925, 714.9616608808038, 1084.2585727399985, 1297.8648792613637, 0.057271615, 0.029563210227272728]",two
"[0.5008588, 2957.6221442018464, 1978.5602180736123, 5282.730934836648, 0.017853674, 0.1804532137784091]",two
"[0.41521955, 1630.026543395368, 1405.0914553020693, 2807.146661931818, 0.027945356, 0.10667835582386363]",two
"[0.3798052, 1417.0693928026694, 1521.2377678210926, 2678.192138671875, 0.061417237, 0.06473055752840909]",two
"[0.4348116, 1163.0809530801232, 1428.6111446163852, 2222.079745205966, 0.11483347, 0.04922762784090909]",two
"[0.2820246, 1713.3884349252812, 1555.624320656906, 3377.0424582741475, 0.038322892, 0.09483753551136363]",two
"[0.44810647, 1626.4043371341293, 1819.2130254289443, 3577.8955078125, 0.036972225, 0.06388113839285714]",two
"[0.32943922, 1319.4150935224839, 1210.1448988791567, 2153.8097034801135, 0.02222618, 0.08438387784090909]",two
"[0.4458865, 1962.781127107948, 1616.5454849797927, 3701.9980690696025, 0.030732954, 0.11403586647727272]",two
"[0.4124794, 1167.5415314856575, 1789.2085604361373, 2868.3205344460225, 0.015542791, 0.00955477627840909]",two
"[0.3760593, 1866.319872842793, 1697.3107108237461, 3800.1209605823865, 0.0056295577, 0.24669300426136365]",two
"[0.4612479, 1660.10384124902, 1526.0636053897592, 3350.860040838068, 0.025384782, 0.10318270596590909]",two
"[0.5171486, 2468.65096318959, 2019.7017710280963, 4889.260586825284, 0.0084206825, 0.16163219105113635]",two
"[0.38549507, 1016.298837385869, 1317.1048400479028, 1979.0971235795455, 0.061260477, 0.04848410866477273]",two
"[0.4088817, 1643.3884528104086, 1672.8422958147805, 3472.9630903764205, 0.033267256, 0.08267489346590909]",two
"[0.47416362, 1870.0999598471894, 1778.69289175614, 3717.2317859738373, 0.01109171, 0.11579078851744186]",two
"[0.50951385, 1729.1421415096383, 1603.2453150801082, 3362.3607288707385, 0.022324925, 0.13109241832386365]",two
"[0.5507244, 2121.6866911919496, 2122.539163477542, 4797.499778053977, 0.00092467706, 0.058760209517045456]",two
"[0.44024307, 2081.6968110252365, 1711.2380301414241, 3911.4574085582385, 0.004516633, 0.21572043678977273]",two
"[0.43575716, 2233.7239269557354, 1929.8588341646384, 4488.694069602273, 0.033720985, 0.14141290838068182]",two
"[0.48200762, 2112.871126727198, 2061.0776124078384, 4717.973743785511, 0.07331544, 0.10731090198863637]",two
"[0.40454796, 1316.8279379740718, 1594.8887238778864, 2653.96728515625, 0.04830241, 0.06454190340909091]",two
"[0.48666775, 2195.9238926604376, 1692.9746544456737, 4135.353781960227, 0.016211974, 0.18923117897727273]",two
"[0.43254557, 1408.468136266951, 1447.3748386561258, 2967.422207919034, 0.005451655, 0.07319779829545454]",two
"[0.6523696, 2091.192896866431, 2027.0512828846026, 4623.1787109375, 0.01768439, 0.10888671875]",two
"[0.36602926, 2309.9582647733328, 1725.778790064369, 4089.5957253196025, 0.051716458, 0.17743474786931818]",two
"[0.40362635, 1667.1981904783715, 1533.2075602957755, 3025.4150390625, 0.057779584, 0.08350719105113637]",two
"[0.41565093, 749.4672949976665, 1088.5840089974436, 1363.198575106534, 0.08733817, 0.032648259943181816]",two
"[0.35008723, 1670.8858826268856, 1608.4111862544205, 3298.739901455966, 0.03630886, 0.12556596235795456]",two
