"chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,rms,zero_crossing_rate",class
"[0.32448587, 1201.6994267257885, 1191.7588170935105, 2264.4120649857955, 0.063971594, 0.06069113991477273]",nine
"[0.34481668, 1560.51043447447, 1416.634373567632, 2977.210027521307, 0.01692333, 0.08479447798295454]",nine
"[0.42281866, 1012.6954424927891, 1475.140093932641, 2292.7967418323865, 0.013257124, 0.017899946732954544]",nine
"[0.32998297, 1505.5533916165562, 1453.7228782778973, 3084.2374475990855, 0.011276238, 0.09289253048780488]",nine
"[0.5573587, 647.3114564556514, 1121.0735226161835, 1165.484619140625, 0.02321967, 0.02179509943181818]",nine
"[0.3603911, 958.1939864252016, 1262.6186629962456, 1800.714111328125, 0.054973796, 0.04287997159090909]",nine
"[0.38216683, 1680.1513092698208, 1426.8142161297071, 3178.1050248579545, 0.006679307, 0.10870916193181818]",nine
"[0.28318352, 1584.7021310203345, 1515.4361830531382, 3148.986261541193, 0.08217948, 0.0809326171875]",nine
"[0.3964653, 1241.4056665510925, 1262.2112734991588, 2306.499689275568, 0.02485912, 0.07444069602272728]",nine
"[0.38722473, 1350.4319365250487, 1392.5609828675872, 2725.173672762784, 0.03878592, 0.07478471235795454]",nine
"[0.41518056, 1220.0027134242027, 1341.3107996085182, 2612.369051846591, 0.14069825, 0.06751598011363637]",nine
"[0.45897946, 1241.6309574886207, 1379.296841017424, 2608.453924005682, 0.04137909, 0.058660333806818184]",nine
"[0.3113474, 1418.7184229361064, 1121.7444981763572, 2368.407648259943, 0.07654817, 0.09401633522727272]",nine
"[0.4451083, 1455.0674822813214, 1352.734160222546, 2692.3844770951705, 0.013642066, 0.08412863991477272]",nine
"[0.5587471, 2801.3231876070095, 2114.7938351992893, 5473.104026100852, 5.156492e-05, 0.1816073330965909]",nine
"[0.36283973, 760.5716060566803, 1047.5825890262922, 1374.6992631392045, 0.04883344, 0.02935236150568182]",nine
"[0.4231527, 2005.2353216518268, 1778.1992126848318, 4111.863014914773, 0.025504736, 0.15391956676136365]",nine
"[0.42360705, 1150.142284149781, 944.7140628202421, 1919.146728515625, 0.030063905, 0.06817072088068182]",nine
"[0.37122187, 2190.2587058715194, 1576.339948093307, 3870.1038707386365, 0.030041037, 0.1424227627840909]",nine
"[0.41187066, 1488.5847027888537, 1386.4241140845322, 2676.723965731534, 0.041447695, 0.08831232244318182]",nine
"[0.2475203, 1008.4388141765442, 1140.1893498209013, 1653.896817294034, 0.05452706, 0.04457785866477273]",nine
"[0.36444983, 892.3511209742813, 1274.3835776327908, 1377.8803045099432, 0.026981799, 0.037309126420454544]",nine
"[0.403315, 1425.2733932716408, 1231.3800667403275, 2536.0240589488635, 0.24425553, 0.08111017400568182]",nine
"[0.4634819, 1107.6448973219792, 1318.973672233704, 2069.634454900568, 0.03374469, 0.05141379616477273]",nine
"[0.3593908, 1565.2328306093768, 1685.634327262159, 3573.043545809659, 0.12198699, 0.061956232244318184]",nine
"[0.4247786, 1489.6476573828622, 1126.2890758645597, 2703.640469637784, 0.041590396, 0.1016845703125]",nine
"[0.37685, 2348.0072921706715, 1577.1419875048355, 3884.296209161932, 0.10084672, 0.15016867897727273]",nine
"[0.45168164, 1953.491056349819, 1534.7413344053673, 3735.2766557173295, 0.057394814, 0.13032670454545456]",nine
"[0.36143938, 1569.2967102430382, 1180.4540829360267, 2643.20068359375, 0.081468634, 0.10365513392857142]",nine
"[0.24456055, 772.4147996401817, 1029.2223566190476, 1334.0798117897727, 0.10238392, 0.03285910866477273]",nine
"[0.48723757, 1816.5078799736084, 1618.5474100017257, 3575.979891690341, 0.012705573, 0.10882013494318182]",nine
"[0.372581, 1412.5318954483434, 1437.5991976410753, 2857.5539328835225, 0.023071267, 0.07919034090909091]",nine
"[0.39824694, 1534.9563447102744, 1386.9403749074866, 3028.351384943182, 0.040321656, 0.09308416193181818]",nine
"[0.44513655, 1536.2156181164682, 1401.8010501097635, 3134.304532137784, 0.046127833, 0.087646484375]",nine
"[0.3432892, 1089.8119567175431, 1099.7593268612761, 1939.456454190341, 0.038201526, 0.058027787642045456]",nine
"[0.41861343, 1915.6830493157736, 1797.3188178226198, 3982.6637961647725, 0.005072707, 0.097900390625]",nine
"[0.44736734, 1903.2387002989622, 1562.528669171151, 3632.504549893466, 0.011602818, 0.22651811079545456]",nine
"[0.45116788, 1055.7153662398691, 1272.6461654251552, 2005.279541015625, 0.072528295, 0.049727006392045456]",nine
"[0.3312897, 2187.7674386623075, 1792.4005124382427, 4349.462335759943, 0.12127779, 0.13568670099431818]",nine
"[0.38236827, 1386.4045443890411, 1499.0112243749393, 2982.593328302557, 0.035551447, 0.0584716796875]",nine
"[0.38481832, 1864.9534075053803, 1905.9821557913062, 4104.277454723011, 0.0385326, 0.07334206321022728]",nine
"[0.47263673, 1103.8569102049335, 1463.0319923357952, 2307.4784712357955, 0.05443417, 0.040815873579545456]",nine
"[0.3257818, 1618.957511409843, 1401.7893304254271, 2870.2780983664775, 0.060043775, 0.09206321022727272]",nine
"[0.4485374, 1965.6087653789252, 1912.3418681342475, 3966.7585893110795, 0.094200015, 0.10698908025568182]",nine
"[0.3857282, 2038.7454870084389, 1852.3916234506773, 4153.461248224432, 0.040684287, 0.10959694602272728]",nine
"[0.47267762, 2014.5565438658593, 1839.6787168322212, 4121.650834517045, 0.12277854, 0.17851118607954544]",nine
"[0.43435174, 1598.6814707467447, 1441.9279647897417, 3147.2733931107955, 0.053709637, 0.08549360795454546]",nine
"[0.45893407, 1725.5361545645612, 1479.3916302745454, 3345.966131036932, 0.01668055, 0.11679909446022728]",nine
"[0.33145565, 1938.4135388113332, 1468.3365205466637, 3330.3056196732955, 0.029358534, 0.13471013849431818]",nine
"[0.32701206, 1090.139123239284, 1356.1465843038286, 2231.133478338068, 0.042942345, 0.04261363636363636]",nine
"[0.46972877, 1660.136433248428, 1458.0859472628802, 3257.6310591264205, 0.02514296, 0.18120783025568182]",nine
"[0.34019336, 1591.1119684663818, 1336.4018856880093, 2901.1097301136365, 0.039368156, 0.09743430397727272]",nine
"[0.40811688, 1977.9819152971208, 1559.8710032098008, 3657.708185369318, 0.031318687, 0.14911813446969696]",nine
"[0.3512686, 1878.535850531559, 1633.3852591398586, 3639.111328125, 0.036188032, 0.1739169034090909]",nine
"[0.40858746, 1586.7322595194678, 1461.0974997166547, 3222.4039713541665, 0.02350852, 0.06870298032407407]",nine
"[0.33942652, 1433.249867197298, 1363.7982731565826, 2464.328280362216, 0.00068645977, 0.08675870028409091]",nine
"[0.31291354, 1070.154396241934, 1375.6036354912999, 2195.6526322798295, 0.03825771, 0.04812899502840909]",nine
"[0.3957567, 1604.045409282763, 1825.1465052337887, 3431.3648570667615, 0.037518825, 0.04586514559659091]",nine
"[0.58532894, 1563.7828757940479, 1825.4965115970729, 3658.9316628196025, 0.046452094, 0.04651988636363636]",nine
"[0.30686975, 1632.8302408755878, 1636.494400599292, 3427.4497292258525, 0.049554992, 0.08468350497159091]",nine
"[0.5716473, 1537.1346974108847, 1611.3358417751485, 3288.7073863636365, 0.037309773, 0.07111150568181818]",nine
"[0.32595292, 1608.310561415804, 1639.3465762104815, 3319.5390181107955, 0.022577323, 0.08250843394886363]",nine
"[0.3571126, 1301.7859353790686, 1355.7595006178672, 2501.2772993607955, 0.047753498, 0.11258212002840909]",nine
"[0.36863342, 836.087272127869, 1178.943402571724, 1524.697598544034, 0.039097305, 0.023537375710227272]",nine
"[0.3220802, 845.7655850163387, 1142.5993989951926, 1411.892977627841, 0.07026791, 0.03664328835227273]",nine
"[0.3893562, 1340.1371785221834, 1356.680151915678, 2409.271795099432, 0.01894153, 0.07491787997159091]",nine
"[0.44033128, 1520.1804799959866, 1850.2656400968374, 3329.220448369565, 0.034802068, 0.050993546195652176]",nine
"[0.41878846, 787.7884866172434, 1167.164985526835, 1278.2892400568182, 0.0013669202, 0.03268155184659091]",nine
"[0.20340285, 1887.5407602035093, 1756.2000748926248, 3925.894442471591, 0.04651947, 0.09090909090909091]",nine
"[0.3717704, 1139.456314747425, 1500.233571336372, 2555.1103071732955, 0.03439391, 0.031327681107954544]",nine
"[0.4261164, 2842.5638985255746, 2090.9169273054295, 5429.548228870739, 0.00025299538, 0.21113725142045456]",nine
"[0.43655944, 836.9321760758714, 1137.1715716920967, 1511.484042080966, 0.0541379, 0.032537286931818184]",nine
"[0.2770471, 1877.314584057452, 1639.2747004743155, 3555.1807750355115, 0.10219231, 0.09029873934659091]",nine
"[0.4401371, 1768.2330403781061, 1804.4434726054417, 3903.6271528764205, 0.03232587, 0.07390802556818182]",nine
"[0.34689555, 1223.430422163138, 1383.267970195883, 2366.4356904871324, 0.030914955, 0.04533835018382353]",nine
"[0.45915648, 916.2271644103785, 1304.74021223589, 1900.7945667613637, 0.031451102, 0.03646573153409091]",nine
"[0.36671707, 1199.1914098730363, 1480.2775499840309, 2396.5476296164775, 0.10718169, 0.033979936079545456]",nine
"[0.40385374, 1335.9683227551045, 1602.24189394332, 2724.4395862926135, 0.050257467, 0.06005859375]",nine
"[0.41677907, 1387.6603203333907, 1360.3316287820026, 2901.1097301136365, 0.012852586, 0.07447398792613637]",nine
"[0.45413375, 1742.8131061475658, 1438.3310962612088, 3381.6916725852275, 0.040986605, 0.13869406960227273]",nine
"[0.41020113, 1330.879230029461, 1457.8777082818162, 2721.9926313920455, 0.01331897, 0.0721435546875]",nine
"[0.3855102, 1208.5525589378508, 1633.4235062017406, 2710.736638849432, 0.0041027516, 0.040205522017045456]",nine
"[0.37280592, 2283.4442667371854, 1642.389986602541, 3881.2346702398254, 0.027181609, 0.1521961300872093]",nine
"[0.46371934, 1647.6697673580638, 1384.764083366453, 3227.533513849432, 0.049026668, 0.10775479403409091]",nine
"[0.48185915, 1143.1971395771116, 1585.802832468671, 2731.2910600142045, 0.020916171, 0.02495783025568182]",nine
"[0.47501394, 1803.5251996206289, 1849.8428387080414, 3868.8803932883525, 0.024296619, 0.08003373579545454]",nine
"[0.40137747, 1184.3184545661486, 1428.8299214460935, 2445.9761186079545, 0.028530626, 0.051214044744318184]",nine
"[0.46698081, 871.8283182562012, 1354.134034211467, 1837.8338481104652, 0.023467984, 0.025515534156976744]",nine
"[0.54324514, 1984.4974102766207, 1826.9652921348936, 3909.499844637784, 0.026501417, 0.13393332741477273]",nine
"[0.46619424, 1813.207638754751, 1520.8221534484712, 3425.7368607954545, 0.04996927, 0.09412730823863637]",nine
"[0.42296508, 1717.9817379552974, 1759.8077188089112, 3703.2215465198865, 0.021594318, 0.09933194247159091]",nine
"[0.40746123, 1411.9813460768585, 1410.7727867290632, 2751.3560901988635, 0.041463528, 0.08334073153409091]",nine
"[0.5008668, 751.8608796889137, 1364.6716044428758, 1307.4080033735795, 0.049744926, 0.01752263849431818]",nine
"[0.42005354, 1623.2103495018362, 1520.8507795589203, 3149.475652521307, 0.02996803, 0.09669078480113637]",nine
"[0.4109531, 1383.284795577927, 1281.294335061218, 2727.1312366832385, 0.061567117, 0.07951216264204546]",nine
"[0.3566718, 1736.359824118426, 1556.0699962244275, 3478.3463911576705, 0.049722847, 0.10513583096590909]",nine
"[0.5839631, 1768.0243618351806, 1639.8104651608373, 3148.4968705610795, 0.022586912, 0.07700417258522728]",nine
"[0.3731923, 1956.6234148872359, 1607.4675899798215, 3622.8362327398254, 0.02706743, 0.12728243095930233]",nine
"[0.37977287, 2136.201011928437, 1510.8724219764852, 3845.3896262428975, 0.03178441, 0.1333340731534091]",nine
"[0.4241895, 1466.4162369969729, 1332.546639222591, 2726.886541193182, 0.0074917073, 0.11603338068181818]",nine
"[0.40957677, 1471.600312675092, 1245.1546364678188, 2743.036443536932, 0.042385325, 0.08056640625]",nine
"[0.36595792, 1743.860745850199, 1749.532209946365, 3667.251309481534, 0.025343336, 0.09055397727272728]",nine
"[0.42164576, 1422.9532817389465, 1626.2978669818287, 3149.856922238372, 0.0037083058, 0.062443223110465115]",nine
"[0.26014557, 934.7888190642738, 754.2977758483422, 1789.947509765625, 0.014872056, 0.06645063920454546]",nine
"[0.4821255, 2287.183759399628, 1745.9997805566395, 4266.755260120739, 0.017832898, 0.15085671164772727]",nine
"[0.40922615, 1618.2703922163882, 1685.3659781171918, 3657.2187943892045, 0.038772386, 0.07121138139204546]",nine
"[0.4199621, 2679.9216731507345, 1719.501621254068, 4710.632879083807, 0.037977155, 0.20979447798295456]",nine
"[0.5056214, 1079.3675970842803, 1476.654579046706, 2347.8532270951705, 0.010747223, 0.03451260653409091]",nine
"[0.40385374, 1335.9683227551045, 1602.24189394332, 2724.4395862926135, 0.050257467, 0.06005859375]",nine
"[0.4049287, 2101.002688891643, 1668.6592058923889, 4112.10771040483, 0.053508475, 0.14214533025568182]",nine
"[0.46684697, 1011.5949014005172, 1235.5035042893726, 1813.1935813210227, 0.04240204, 0.04909446022727273]",nine
"[0.4002904, 2383.85822088213, 1948.1359226044312, 4682.248202237216, 0.010492568, 0.11782004616477272]",nine
"[0.42424035, 1587.5018824862905, 1665.8354647961905, 3332.7525745738635, 0.023394704, 0.05089222301136364]",nine
"[0.427817, 895.4162533829848, 1321.871144850569, 1877.548495205966, 0.016867701, 0.028797496448863636]",nine
"[0.5299063, 1708.2505328187945, 1990.4676386828571, 4029.155939275568, 0.0094962455, 0.05760609019886364]",nine
"[0.28380182, 1616.6682367542526, 1535.8569019612178, 3189.605712890625, 0.031116156, 0.08755770596590909]",nine
"[0.3111312, 1225.4073750731136, 1576.047325800926, 2883.002263849432, 0.09317386, 0.05628551136363636]",nine
"[0.49298933, 1173.2006171546366, 1434.6718935490205, 2461.8813254616475, 0.026224803, 0.03383567116477273]",nine
"[0.2700692, 1044.094565625477, 1089.7381091793065, 1937.7435857599432, 0.11917389, 0.04617587002840909]",nine
"[0.32954922, 1738.2852335846749, 1519.748755126742, 3242.6795372596152, 0.10425279, 0.11201672676282051]",nine
"[0.4597968, 1853.7598924236763, 1545.268162532025, 3305.101984197443, 0.0069407676, 0.19361461292613635]",nine
"[0.44500244, 881.3838392698096, 1326.233681226867, 2055.197420987216, 0.024779884, 0.02117365056818182]",nine
"[0.3670365, 1591.0606695267866, 1472.6579748449992, 3216.277521306818, 0.015522377, 0.08609286221590909]",nine
"[0.4792794, 1174.894819707848, 1213.250375916049, 2221.5903542258525, 0.008867672, 0.06712757457386363]",nine
"[0.39111975, 1368.3675542000612, 1497.6154033955559, 2987.73193359375, 0.005669697, 0.07298694957386363]",nine
"[0.36520067, 1608.1755813508862, 1734.969870140192, 3597.268399325284, 0.041228227, 0.06874778053977272]",nine
"[0.27429906, 986.5961982294106, 962.2711304414165, 2084.560879794034, 0.06394319, 0.060546875]",nine
"[0.4151887, 1538.4533558006508, 1420.6694703407352, 2993.359929865057, 0.04382851, 0.07467373934659091]",nine
"[0.31643733, 1211.2576498131784, 1230.966075397809, 2149.160489169034, 0.038820572, 0.0616455078125]",nine
"[0.37715873, 1525.6902115891319, 1460.1100373769505, 3171.7610677083335, 0.09092083, 0.08365885416666667]",nine
"[0.44452256, 1316.6705461522697, 1135.4069962156523, 2302.0951704545455, 0.101245955, 0.08092151988636363]",nine
"[0.41728982, 1539.7567653295407, 1544.765927271817, 3167.5831187855115, 0.02583737, 0.07481800426136363]",nine
"[0.43708563, 1330.2052377637845, 1316.5798803404064, 2441.571599786932, 0.05643519, 0.08257501775568182]",nine
"[0.491376, 1868.3763500769965, 1462.689399874596, 3474.4312633167615, 0.004541047, 0.21992631392045456]",nine
"[0.29897833, 1118.4179541920012, 1442.618770544706, 2414.655095880682, 0.035458244, 0.036931818181818184]",nine
"[0.2670496, 1247.6598057830588, 1431.4097821521514, 2503.23486328125, 0.02919762, 0.046342329545454544]",nine
"[0.4232812, 1640.8253337774427, 1622.0842940921486, 3409.3422629616475, 0.047209505, 0.09084250710227272]",nine
"[0.3677464, 1504.2318113061692, 1507.384721817577, 2852.4153275923295, 0.06995129, 0.08168723366477272]",nine
"[0.6049288, 1242.9578215164381, 1718.112954407141, 3154.369562322443, 0.008480215, 0.025102095170454544]",nine
"[0.33627903, 1364.817569276248, 1530.3556178327565, 2852.6600230823865, 0.07844755, 0.06977982954545454]",nine
"[0.3708065, 1368.123716634162, 1507.5290219118301, 2834.307861328125, 0.036936678, 0.057428533380681816]",nine
"[0.41005892, 1594.5953837473317, 1550.2789680074347, 3240.2576793323865, 0.04256469, 0.0889892578125]",nine
"[0.34024847, 1503.2436902493764, 1678.992837849377, 3365.0523792613635, 0.047946762, 0.06161221590909091]",nine
"[0.3381082, 1548.001195689363, 1615.3106590122486, 2971.0926402698865, 0.01960553, 0.07330877130681818]",nine
"[0.41532773, 2765.1845416558654, 2083.5783927210164, 5427.345969460227, 0.00028442463, 0.19263805042613635]",nine
"[0.355756, 1349.75305787255, 1341.2039767038777, 2562.206476384943, 0.01454915, 0.07809170809659091]",nine
"[0.42611, 1605.6729891129676, 1415.4894986553265, 2949.804132634943, 0.021039745, 0.09029873934659091]",nine
"[0.43276525, 384.19193307089824, 807.8620496471508, 569.6511008522727, 0.01633814, 0.012162642045454546]",nine
"[0.43204322, 1756.4763796188056, 1457.3216528021728, 3320.273104580966, 0.03938829, 0.11117276278409091]",nine
"[0.4313093, 2283.6418916988146, 1662.8061972396545, 4343.100253018466, 0.074471146, 0.15491832386363635]",nine
"[0.47269866, 1299.8307710254617, 1382.4790333244391, 2757.2287819602275, 0.045930997, 0.056807084517045456]",nine
"[0.39332128, 1171.0309107026192, 1458.096976687677, 2401.7399485518295, 0.034938876, 0.0352515243902439]",nine
"[0.34198895, 954.3200857898318, 1272.5186192889175, 1691.3352272727273, 0.033709522, 0.03780850497159091]",nine
"[0.4312734, 1726.039335295635, 1468.3991972972376, 3384.1386274857955, 0.022657389, 0.11588911576704546]",nine
"[0.47365463, 1971.963112093957, 1759.9350345868306, 3744.330388849432, 0.028974837, 0.1165771484375]",nine
"[0.5382564, 2420.01346122336, 2242.3095782899695, 5408.504416725852, 0.0001763605, 0.14668412642045456]",nine
"[0.41073054, 2160.9247158119065, 1835.0864446009366, 4218.794944069602, 0.012086338, 0.11850807883522728]",nine
"[0.31279933, 1285.1405748419284, 1358.2079851619615, 2568.5685591264205, 0.024103673, 0.07278719815340909]",nine
"[0.47131556, 1866.213681084552, 1459.6396356919981, 3361.3819469105115, 0.10299585, 0.13297895951704544]",nine
"[0.3361313, 1855.1381539046438, 1863.6694177305494, 3998.324307528409, 0.019457832, 0.10191761363636363]",nine
"[0.42798555, 1015.6866241868938, 1658.9410900168982, 2372.4081349927324, 0.03700428, 0.027105287063953487]",nine
"[0.43929437, 1183.7666425302414, 1429.124186985073, 2524.523370916193, 0.12471315, 0.0443115234375]",nine
"[0.4530358, 1914.7232866792249, 1648.1240108849918, 3672.3899147727275, 0.018087022, 0.12518865411931818]",nine
"[0.3633516, 1632.2664347915074, 1639.8833328065507, 3455.3450150923295, 0.064462736, 0.08153187144886363]",nine
"[0.30019522, 1430.7016973463976, 1540.087920464298, 3118.8887162642045, 0.0684232, 0.0582275390625]",nine
"[0.44955269, 1166.4119054999655, 1263.83043505412, 2197.3655007102275, 0.052937817, 0.05979225852272727]",nine
"[0.23432653, 1076.0684033092957, 1155.8222076782292, 1864.5796342329545, 0.03679971, 0.052534623579545456]",nine
"[0.43877718, 2154.747817210227, 1521.7287675598525, 3794.003573330966, 0.008501792, 0.14439808238636365]",nine
"[0.4248847, 1264.5600184239547, 1540.0061076640634, 2672.808837890625, 0.055942073, 0.046675248579545456]",nine
"[0.4575282, 2497.0751541677055, 2064.4322741720084, 4694.482976740057, 0.0041091065, 0.1945467862215909]",nine
"[0.43926042, 1558.3652349414895, 1395.7168958126638, 3077.779873934659, 0.060201645, 0.08511629971590909]",nine
"[0.25582403, 1012.3092547075528, 1060.6134253755854, 1944.595059481534, 0.01978633, 0.09437144886363637]",nine
"[0.46400023, 2733.8745954871792, 1512.435734177519, 4224.422940340909, 0.013705377, 0.20624334161931818]",nine
"[0.5134733, 1226.3568842961026, 1749.2737685605541, 2896.7052112926135, 0.021782832, 0.03575550426136364]",nine
"[0.46477458, 2052.8419160269073, 1636.649222865094, 3964.3116344105115, 0.05135511, 0.15143377130681818]",nine
"[0.5241884, 726.4146220090539, 1017.1010321626854, 1371.0288307883523, 0.019682042, 0.0626220703125]",nine
"[0.3600588, 1294.8290110246032, 1431.2727221743896, 2780.474853515625, 0.12090723, 0.0694580078125]",nine
"[0.4276203, 2514.2767601611076, 1799.223972853676, 4450.032182173295, 0.040964715, 0.18967507102272727]",nine
"[0.4502044, 2145.7929164134644, 1780.2543612698203, 3945.95947265625, 0.017177405, 0.13625266335227273]",nine
"[0.43569213, 1760.8394609937716, 1859.0627841197288, 3767.5764604048295, 0.019307312, 0.07327547940340909]",nine
"[0.30813473, 945.9245945748812, 930.8948787783128, 1603.4895463423295, 0.063330226, 0.04885031960227273]",nine
"[0.4021538, 2014.4147938441668, 1526.2422278699987, 3623.4508167613635, 0.046535216, 0.16114390980113635]",nine
"[0.32444128, 1547.2587519095819, 1373.43321270067, 3108.856201171875, 0.021813668, 0.11429110440340909]",nine
"[0.34718847, 633.2185564507553, 995.1525300356916, 1035.061922940341, 0.07578884, 0.0235595703125]",nine
"[0.380159, 1537.5514357684647, 1731.7877054404462, 3397.5968794389205, 0.046382215, 0.04236949573863636]",nine
"[0.38471273, 1001.2083049909721, 1323.746294810499, 1976.6501686789773, 0.06250583, 0.041825727982954544]",nine
"[0.51648086, 1823.9192818560857, 1520.0797180322436, 3277.9407848011365, 0.043225363, 0.11929598721590909]",nine
"[0.45955187, 1252.5378651645588, 1753.0950794120395, 3072.4876226380816, 0.0025251575, 0.040538699127906974]",nine
"[0.48006415, 1106.700064447063, 1398.114461181159, 2098.263827237216, 0.09183803, 0.04195889559659091]",nine
"[0.5208295, 1619.6496038504451, 1820.5767006991282, 3733.4006569602275, 0.027972447, 0.06748638731060606]",nine
"[0.37514988, 1446.0729036762618, 1353.5467649344666, 2713.18359375, 0.023680503, 0.09810014204545454]",nine
"[0.43779597, 1624.4283801514741, 1444.6740000347766, 3044.7459827769885, 0.07278817, 0.09662420099431818]",nine
"[0.3962415, 1093.978150899988, 1725.1912141951236, 2652.743807705966, 0.020052735, 0.007668235085227273]",nine
"[0.48091397, 1799.574246552773, 1864.2848795220928, 3673.3686967329545, 0.031546596, 0.07693758877840909]",nine
"[0.4902382, 1588.5009197584825, 1676.0801451366685, 3277.206698330966, 0.0050341003, 0.06429776278409091]",nine
"[0.3984697, 2170.182599254152, 1763.1100166356052, 4095.223721590909, 0.003926087, 0.12812943892045456]",nine
"[0.45679113, 1598.7559379531003, 1644.7988091656268, 3321.49658203125, 0.04400513, 0.06732732599431818]",nine
"[0.52229655, 2554.363101457367, 2037.1590330198144, 5006.959117542614, 0.008419246, 0.1717529296875]",nine
"[0.38396206, 1229.7534860128962, 1392.4256603742997, 2634.881036931818, 0.0535578, 0.06284401633522728]",nine
"[0.4457461, 1419.837275014862, 1792.1516733664255, 3521.902188387784, 0.012093904, 0.03197132457386364]",nine
"[0.3727788, 1714.4095186673082, 1567.185646984875, 3396.09375, 0.010361503, 0.11216517857142858]",nine
"[0.39450958, 1199.095047291665, 1580.4734988343646, 2896.7052112926135, 0.07087468, 0.035844282670454544]",nine
"[0.45911935, 1326.7819376469138, 1294.3745754740555, 2575.909423828125, 0.014645558, 0.08048872514204546]",nine
"[0.4505254, 1211.8766970607007, 1555.4879278847923, 2744.379131610577, 0.032409694, 0.04460887419871795]",nine
"[0.45850697, 1597.6983527331047, 1632.978094199185, 3417.6619096235795, 0.014796441, 0.09285111860795454]",nine
"[0.49920893, 1945.7154279035558, 1961.4740668752572, 4410.636208274148, 0.0016616904, 0.06415349786931818]",nine
