"chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,rms,zero_crossing_rate",class
"[0.3394922, 1963.168930360631, 1722.0745362004811, 3711.0518022017045, 0.07137731, 0.11164994673295454]",no
"[0.3859846, 1228.0946288080095, 1773.9287772102214, 3137.7302689985795, 0.0075231954, 0.024192116477272728]",no
"[0.42956522, 809.7761208499334, 1287.5893047178513, 1726.0819868607955, 0.02944203, 0.027499112215909092]",no
"[0.45579702, 2111.303103025437, 1951.1905157081385, 4481.842595880682, 0.00046111233, 0.11386940696022728]",no
"[0.43919864, 1348.5629263007277, 1418.9259411168848, 2817.1791770241475, 0.0217946, 0.07205477627840909]",no
"[0.4045549, 1091.2672137452723, 1361.7905972658352, 2251.687899502841, 0.15348698, 0.04360129616477273]",no
"[0.28411835, 975.5697084626877, 989.9008829720519, 1598.5956365411932, 0.051735725, 0.061467950994318184]",no
"[0.3608164, 1270.717464050874, 1612.7777925900941, 2830.148037997159, 0.019571451, 0.04024991122159091]",no
"[0.52741563, 1444.166243314129, 1649.4946002186878, 3063.482666015625, 0.018534523, 0.06277901785714286]",no
"[0.36308557, 1290.9713969729828, 1555.7736879899487, 2985.7743696732955, 0.110633396, 0.06520774147727272]",no
"[0.35114875, 1300.0336314452961, 1262.0161182233107, 2448.711688701923, 0.06779453, 0.06873497596153846]",no
"[0.35581976, 1401.4939735929825, 1413.5034387799778, 2758.696954900568, 0.01681041, 0.07264293323863637]",no
"[0.38961905, 1090.7908535624836, 1195.0339095189017, 1950.54931640625, 0.020088084, 0.059366861979166664]",no
"[0.31582013, 1365.72719059364, 1725.879453059425, 3258.120450106534, 0.02225777, 0.041914506392045456]",no
"[0.32972923, 1108.343847072686, 1367.7487414178668, 2319.7132457386365, 0.045848537, 0.06995738636363637]",no
"[0.51791376, 2007.954012052676, 1837.1484388488598, 4231.029718572443, 0.019055145, 0.15812544389204544]",no
"[0.48950028, 1986.2521326477568, 1721.437896375721, 3917.9291823814656, 0.0071565714, 0.09797615840517242]",no
"[0.2983156, 1542.8342306016216, 1510.2876121627976, 2898.662775213068, 0.03264677, 0.09733442826704546]",no
"[0.45302767, 1532.1395342132855, 1407.5614004897025, 2972.805508700284, 0.017493295, 0.0986328125]",no
"[0.46684825, 1381.2617894587522, 1324.8857746832352, 2715.3858531605115, 0.04651731, 0.08183149857954546]",no
"[0.45909226, 1987.108462113246, 1781.1778238432407, 4046.0399280894885, 0.008522975, 0.11672141335227272]",no
"[0.4128422, 776.7743793191861, 1317.3363964866667, 1505.3666548295455, 0.0612255, 0.018321644176136364]",no
"[0.40454578, 2021.7753374763176, 1874.6105070648516, 4177.930797230114, 0.19069396, 0.08186479048295454]",no
"[0.3906202, 1168.8568775425135, 1255.5716693269292, 2477.2971413352275, 0.140723, 0.05812766335227273]",no
"[0.44792497, 1663.3023239044699, 1494.4730331153878, 3221.1714311079545, 0.019924385, 0.10545765269886363]",no
"[0.24781695, 1025.022809732873, 871.7531863111576, 1638.9703924005682, 0.062238332, 0.07294256036931818]",no
"[0.5141518, 1873.0631629689485, 1794.01970100492, 3904.815673828125, 0.003166275, 0.060302734375]",no
"[0.4205126, 1597.5793549657067, 1437.8870498296324, 2955.43212890625, 0.010647993, 0.09836647727272728]",no
"[0.35252404, 1577.3856812847605, 1484.3961007680523, 2977.6994185014205, 0.022255633, 0.08036665482954546]",no
"[0.4171788, 1591.7840259760926, 1788.9980525083279, 3414.9702592329545, 0.0020820627, 0.085693359375]",no
"[0.44328603, 1364.2249962014619, 1495.3889930610292, 2945.889004794034, 0.016108608, 0.06536310369318182]",no
"[0.43606117, 1108.3724317612719, 990.8947464089283, 1898.3476118607955, 0.017630167, 0.06272194602272728]",no
"[0.4263086, 2058.251788921181, 1716.8644045901806, 3721.084317294034, 0.05347881, 0.16081099076704544]",no
"[0.4626569, 1590.0995980826794, 1473.7688715764828, 3192.542058771307, 0.017711442, 0.08644797585227272]",no
"[0.40136275, 1328.4448950036347, 1327.2100659073992, 2500.0538219105115, 0.023832293, 0.07610529119318182]",no
"[0.26565552, 924.5694292434152, 1103.6937014520292, 1533.017245205966, 0.08348619, 0.0384521484375]",no
"[0.3895767, 1043.5349624555192, 1428.4705204438562, 2029.0150035511363, 0.017312597, 0.052900834517045456]",no
"[0.29880327, 1174.3136997757958, 1177.5982222633568, 2198.833673650568, 0.13814406, 0.06383167613636363]",no
"[0.43325832, 844.6476448852728, 1230.1692722382045, 1395.0089888139205, 0.05743158, 0.03419078480113636]",no
"[0.37943634, 1749.3419205627588, 1458.093460081938, 3189.361017400568, 0.08986557, 0.10835404829545454]",no
"[0.3832088, 1704.3335787791902, 1488.3519561892244, 3475.6547407670455, 0.03244966, 0.14666193181818182]",no
"[0.50562096, 1693.5783304814538, 1579.3439764381417, 3321.251886541193, 0.05768341, 0.11449085582386363]",no
"[0.31018338, 1285.5419651906457, 1381.4615911052358, 2802.7421431107955, 0.05024352, 0.06247780539772727]",no
"[0.32327318, 1378.0620165635637, 1451.2816415411362, 2959.347256747159, 0.02700417, 0.06412020596590909]",no
"[0.49092454, 1901.0323293799345, 1638.9526397555555, 3786.6627086292615, 0.019824207, 0.20571067116477273]",no
"[0.48850447, 1545.7574068159593, 1318.8027490322077, 2974.518377130682, 0.04938905, 0.11203835227272728]",no
"[0.5454406, 1902.3514079258653, 1820.8820909172648, 3834.6230246803975, 0.0060081664, 0.11754261363636363]",no
"[0.37345308, 889.3961805089492, 1174.92531491583, 1630.8954412286932, 0.021636939, 0.04184792258522727]",no
"[0.3892812, 2647.3225786591056, 1893.975191870374, 4593.833462027616, 0.0024810664, 0.24230105377906977]",no
"[0.4557057, 2058.9808077897037, 1683.4739988410035, 3866.433438387784, 0.009899963, 0.13251287286931818]",no
"[0.3465393, 955.0556709761557, 1232.8378465851765, 1936.2754128196023, 0.045138128, 0.040771484375]",no
"[0.43188125, 1425.7981352077286, 1884.9671803392107, 3650.122625177557, 0.011864276, 0.026833274147727272]",no
"[0.3949681, 1204.7071713920109, 1341.652753680952, 2371.588689630682, 0.033456445, 0.06238902698863636]",no
"[0.29678407, 1560.7930735072723, 1649.5526369572012, 3271.578702059659, 0.05131916, 0.075439453125]",no
"[0.35528588, 1900.5159477440307, 1758.3439507206758, 3806.238347833807, 0.010360845, 0.13212446732954544]",no
"[0.5615714, 1947.0969325227836, 1463.2258551202979, 3363.5842063210225, 0.03858346, 0.05081454190340909]",no
"[0.29722494, 1127.1183156822235, 1698.8524175543962, 2420.5277876420455, 0.09219449, 0.029274680397727272]",no
"[0.41683313, 2532.6356711048306, 1968.0828089532413, 4726.293390447443, 0.04316026, 0.19614479758522727]",no
"[0.5313203, 2085.521357639624, 1813.5912222404224, 4232.253196022727, 0.11449352, 0.20939497514204544]",no
"[0.49571863, 1544.6728998984615, 1447.5869647597099, 3193.0314497514205, 0.05009048, 0.09147505326704546]",no
"[0.47806963, 1864.957589903097, 1602.0370831773273, 3787.152099609375, 0.015934585, 0.1423006924715909]",no
"[0.37965304, 950.8661949847045, 1133.3311449500018, 1765.2332652698863, 0.090655446, 0.042768998579545456]",no
"[0.4093256, 1871.8749254595075, 1584.6597825657698, 3574.756414240057, 0.024180919, 0.14054731889204544]",no
"[0.35976267, 1603.729204023764, 1634.6960874544975, 3264.727228338068, 0.023772566, 0.1280184659090909]",no
"[0.31126705, 1003.1414639547377, 1126.082278079146, 1781.3831676136363, 0.052077476, 0.055364435369318184]",no
"[0.424905, 1128.2767811770784, 1470.819227835107, 2227.218350497159, 0.024418516, 0.04727450284090909]",no
"[0.40575916, 1387.28133612577, 1687.6419334337916, 2938.5481400923295, 0.03042956, 0.032637162642045456]",no
"[0.36415708, 1337.8756615940404, 1304.9018721479122, 2533.8217995383525, 0.043775186, 0.07159978693181818]",no
"[0.39862916, 1310.2880495446568, 1371.7298088896039, 2590.1017622514205, 0.050961293, 0.06328790838068182]",no
"[0.37517264, 1600.69858710929, 1714.9277724059828, 3603.319652660473, 0.04643522, 0.0763038429054054]",no
"[0.51480263, 893.697420802508, 1533.174933013366, 1863.1114612926137, 0.08734413, 0.01910955255681818]",no
"[0.43587685, 1368.6780705989531, 1718.8734974921456, 3184.9564985795455, 0.02039861, 0.03932883522727273]",no
"[0.43474877, 1696.9619079921938, 1511.1311726871295, 3065.545099431818, 0.043787196, 0.14422052556818182]",no
"[0.5214779, 1411.1287304781433, 1576.8553672492758, 3093.6850807883525, 0.040728763, 0.06424227627840909]",no
"[0.33559746, 1251.1735080800604, 1589.2369434853922, 3099.557772549716, 0.009720592, 0.04012784090909091]",no
"[0.39661252, 1884.4476670723138, 2015.6010343546989, 4345.05781693892, 0.011153655, 0.03806374289772727]",no
"[0.39455044, 1402.8217531705034, 1298.1144809864738, 2576.3988148082385, 0.096575715, 0.0819091796875]",no
"[0.43378282, 1059.2410003689351, 1133.3904371938872, 2043.9414284446023, 0.04016516, 0.08933327414772728]",no
"[0.47493747, 1641.7320854026327, 1472.114415353595, 3139.340706758721, 0.018626064, 0.11964026162790697]",no
"[0.37696648, 1338.1973735858132, 1290.6225855816306, 2195.8973277698865, 0.01745505, 0.105712890625]",no
"[0.43915412, 1415.8206590885013, 1799.1845880861965, 2898.779296875, 0.034741648, 0.049479166666666664]",no
"[0.41992512, 1355.3584362851516, 1787.0600590998392, 3031.043035333807, 0.002144102, 0.0474853515625]",no
"[0.3907919, 1057.5580359862802, 1128.9395934980469, 1747.8598854758523, 0.029597621, 0.06175648082386364]",no
"[0.39436495, 2383.6541284680425, 1930.5859181878914, 4871.642511541193, 0.042015996, 0.12867320667613635]",no
"[0.4626374, 1069.945064966838, 1780.2976596629426, 2595.9814453125, 0.40005755, 0.02250279017857143]",no
"[0.380319, 2781.9650509631315, 2070.9041244524155, 5454.507168856534, 0.00029640927, 0.20500044389204544]",no
"[0.5472398, 1986.8503948306438, 1620.4996937828503, 3810.3981711647725, 0.004142865, 0.26497025923295453]",no
"[0.4439688, 1089.6988719077724, 1348.5036283486738, 2162.618741122159, 0.034470133, 0.05416592684659091]",no
"[0.30259463, 1585.3937772411575, 1753.6339312614268, 3463.1752707741475, 0.012950674, 0.08750221946022728]",no
"[0.41355592, 1543.3482429150802, 1877.1109285391292, 3718.8946063701924, 0.050553113, 0.03191356169871795]",no
"[0.4611919, 1619.3144194853917, 1469.8910812595925, 3083.112980769231, 0.043587353, 0.09879557291666667]",no
"[0.5173607, 1762.8405797945722, 1849.3815203426407, 3978.9933638139205, 0.032896172, 0.07157759232954546]",no
"[0.36554006, 1127.7434877094631, 1396.679459244685, 2318.203125, 0.022538807, 0.04052734375]",no
"[0.31954765, 895.6696411074248, 961.893404020643, 1583.913907137784, 0.051629588, 0.045354669744318184]",no
"[0.31016114, 1374.5072024831934, 1357.3821993349025, 2738.631924715909, 0.12745476, 0.06709428267045454]",no
"[0.4457881, 850.0643384217033, 1349.2767906803417, 1655.364990234375, 0.019873362, 0.029518821022727272]",no
"[0.31409794, 1089.7413475865915, 1466.5124039831235, 2215.472966974432, 0.059739564, 0.031793767755681816]",no
"[0.29501483, 1422.1416711773209, 1217.6860557851764, 2976.720636541193, 0.010982525, 0.044877485795454544]",no
"[0.5557263, 2485.0808463120507, 1795.049937958424, 4596.115389737216, 0.013936499, 0.30028187144886365]",no
"[0.41669205, 1840.8418399956938, 1366.4447667556376, 3096.1320356889205, 0.016869195, 0.09859952059659091]",no
"[0.41286683, 1106.457032718859, 1460.5919038052346, 2210.567120807927, 0.006406618, 0.04514815167682927]",no
"[0.39355004, 1707.4841374771272, 1466.5558428668621, 2994.953434641768, 0.021076126, 0.08893864329268293]",no
"[0.49517182, 1980.0966838727154, 1557.8851413013979, 3733.319091796875, 0.03167454, 0.1517666903409091]",no
"[0.55579036, 1282.4383485152414, 1710.4867271914006, 3207.7131791548295, 0.022586862, 0.03330300071022727]",no
"[0.41520438, 1077.56567590992, 1432.2441165562204, 2303.808038884943, 0.02698629, 0.03781960227272727]",no
"[0.41424116, 1749.0962264272637, 1446.2154853221928, 3125.4954944957385, 0.060510334, 0.09469327059659091]",no
"[0.3472864, 1456.5711182076595, 1624.6079475790996, 3211.6283069957385, 0.018548094, 0.069580078125]",no
"[0.49666527, 1739.8027507429056, 1607.1528284739384, 3386.8302778764205, 0.021710007, 0.11036265980113637]",no
"[0.44161814, 727.0633987937944, 1275.9047926769365, 1353.900146484375, 0.061557427, 0.01935369318181818]",no
"[0.48258662, 1514.1325606674056, 1408.02256639576, 3064.0769264914775, 0.051247206, 0.08560458096590909]",no
"[0.537939, 1820.7755784098151, 1798.4065823315343, 3820.920077237216, 0.015009108, 0.10619007457386363]",no
"[0.4897018, 2513.548754909969, 1806.41171578129, 4690.078457919034, 0.04249219, 0.20220392400568182]",no
"[0.5665272, 1710.8474629438608, 1779.2644582482594, 3608.279696377841, 0.01358937, 0.05398837002840909]",no
"[0.36046126, 1715.9730167033379, 1473.4533865267326, 3215.298739346591, 0.025549479, 0.11259321732954546]",no
"[0.44580603, 1381.8798872217337, 1321.509210902541, 2724.6842817826705, 0.027044179, 0.06898082386363637]",no
"[0.38932624, 1414.9254723285933, 1528.6333833193282, 2894.992342862216, 0.04792235, 0.07461825284090909]",no
"[0.42641953, 1307.9528598725808, 1638.9218453849303, 2961.7942116477275, 0.0039094384, 0.04590953480113636]",no
"[0.6182908, 600.8476988823445, 1217.4357064497292, 810.6761585582386, 0.22291619, 0.007546164772727273]",no
"[0.29161325, 1462.6188726974435, 1484.854945305734, 2759.186345880682, 0.04750437, 0.08567116477272728]",no
"[0.4227053, 1064.0168554227605, 1732.8017256181802, 2440.235694679054, 0.28369528, 0.02591849662162162]",no
"[0.40820074, 2392.0164219454764, 1782.3974530349178, 4692.036021839489, 0.030925661, 0.1800204190340909]",no
"[0.29293787, 1758.0186649205375, 1820.4083048105415, 3753.8735129616475, 0.034244224, 0.050093217329545456]",no
"[0.34110823, 1167.4528393024711, 1476.8932783017824, 2468.243408203125, 0.06005291, 0.040482954545454544]",no
"[0.43397984, 2302.0884251874554, 1800.4538244474127, 4572.379927201705, 0.0419142, 0.18039772727272727]",no
"[0.37023017, 1411.1236155876834, 1723.0594642981803, 3281.044921875, 0.021834694, 0.03610491071428571]",no
"[0.5028631, 1458.0393493200638, 1752.1945358341488, 3479.5698686079545, 0.02286331, 0.03685413707386364]",no
"[0.5118272, 1271.0815219761682, 1506.866296318322, 2695.810213955966, 0.026031775, 0.03648792613636364]",no
"[0.38020715, 1827.9926697255896, 1701.8581489010955, 3716.4351029829545, 0.013530924, 0.14511940696022727]",no
"[0.41675833, 1476.1277694655125, 1425.6835857932901, 2752.334872159091, 0.01796821, 0.09994229403409091]",no
"[0.34202367, 1215.6429716998575, 1437.0244113578558, 2571.5049050071025, 0.1368806, 0.06383167613636363]",no
"[0.31846088, 1237.0637040661784, 1709.1622753430572, 3158.2846901633525, 0.020535294, 0.03592196377840909]",no
"[0.5185334, 1183.8401132113943, 1460.4242963027968, 2423.708829012784, 0.026482614, 0.03342507102272727]",no
"[0.31819174, 1641.1010617262027, 1388.6159217428863, 2875.906094637784, 0.12849759, 0.10498046875]",no
"[0.36720762, 1030.3106883675268, 1226.6193673120345, 2133.9893687855115, 0.05180025, 0.047196821732954544]",no
"[0.22733918, 1094.710079974158, 1207.2359140975177, 1843.780517578125, 0.1948337, 0.046564275568181816]",no
"[0.43318194, 1790.9288405729678, 1562.643300055047, 3461.217706853693, 0.018733643, 0.10390403053977272]",no
"[0.34149146, 833.5357726920632, 1134.6878170946204, 1424.3724476207387, 0.10018973, 0.05518687855113636]",no
"[0.3483409, 2386.975620417029, 1831.738167108273, 4409.579839939024, 0.024584131, 0.20212461890243902]",no
"[0.4131292, 1513.8831742105, 1367.6088776313848, 2777.783203125, 0.043204233, 0.08650346235795454]",no
"[0.5150521, 1870.5364082869803, 1726.1423355447935, 3841.7191938920455, 0.0066722827, 0.12246981534090909]",no
"[0.3570492, 1176.6539874519267, 1197.7465328418805, 2047.8565562855113, 0.039119836, 0.05710671164772727]",no
"[0.44012693, 1431.4403659319241, 1544.5806293280468, 3021.5946320564517, 0.089341246, 0.06049962197580645]",no
"[0.43031815, 1643.3443197077643, 1380.4176566990975, 3070.928400213068, 0.029997177, 0.09148615056818182]",no
"[0.40682152, 1428.320953791954, 1575.554134934651, 3215.054043856534, 0.025780035, 0.08097700639204546]",no
"[0.39031637, 1327.2114940870856, 1389.2848302175119, 2680.8837890625, 0.06315408, 0.077392578125]",no
"[0.5590439, 2071.2709992247983, 1638.7317478853497, 3963.577547940341, 0.0051150913, 0.26890980113636365]",no
"[0.4961697, 1628.9609886220735, 1594.9994398164906, 3331.039706143466, 0.019176556, 0.12484463778409091]",no
"[0.4628828, 1600.3209090443806, 1535.4645392689122, 3265.3170072115386, 0.013226541, 0.09237279647435898]",no
"[0.3419851, 1553.0691321875236, 1330.1061234057013, 2703.1510786576705, 0.061084565, 0.08958851207386363]",no
"[0.26873747, 1007.7827980335584, 1359.9395998588652, 1934.8072398792613, 0.030646335, 0.03548916903409091]",no
"[0.53732026, 1900.4565563138915, 1843.2113774409934, 4125.076571377841, 0.017090376, 0.116455078125]",no
"[0.53875065, 1703.1493653857624, 1842.1796134583062, 3616.8440385298295, 0.011532525, 0.07621626420454546]",no
"[0.42007706, 1838.6909214146733, 1689.22190086672, 3652.814275568182, 0.04249377, 0.11051802201704546]",no
"[0.4252596, 1307.3803660565538, 1327.0156954254735, 2522.321111505682, 0.092438765, 0.07479580965909091]",no
"[0.4034743, 1176.3486509901313, 1098.9669595106416, 2003.5666725852273, 0.047471464, 0.08078835227272728]",no
"[0.32844353, 2611.05463689285, 2071.4700831104788, 5298.146750710227, 0.0004016097, 0.16105513139204544]",no
"[0.39577252, 1327.4015077689173, 1387.748523283315, 2662.5316273082385, 0.023479331, 0.07183283025568182]",no
"[0.37367335, 1507.046236726291, 1484.3613334173333, 2896.7052112926135, 0.016536923, 0.07045676491477272]",no
"[0.54682654, 1651.8644544731026, 1554.376243112275, 3312.198153409091, 0.014818988, 0.09639115767045454]",no
"[0.42595845, 315.54902125471034, 787.3220513467156, 403.01347212357956, 0.016499477, 0.010120738636363636]",no
"[0.50546634, 1292.5009491140224, 1742.6421206243954, 3219.9479536576705, 0.095937416, 0.04042746803977273]",no
"[0.34401444, 2143.7949267838553, 1684.5656480347827, 4133.396218039773, 0.10462319, 0.12098277698863637]",no
"[0.42298168, 1195.054377450457, 1511.1613380715717, 2228.1971324573865, 0.024463039, 0.05887118252840909]",no
"[0.40999526, 1491.9785328508158, 1382.444794943785, 2865.6288840553975, 0.01833689, 0.08266379616477272]",no
"[0.35806623, 1242.1074553112985, 1465.0233939053353, 2381.3765092329545, 0.062380407, 0.06021395596590909]",no
"[0.40836784, 2019.1763873006655, 1830.3822176059728, 4229.561545632102, 0.018854953, 0.10714444247159091]",no
"[0.35798356, 1761.9087208492128, 1517.5670281344792, 3247.353848544034, 0.02643239, 0.11274857954545454]",no
"[0.46213722, 2228.9563673001626, 1837.5185608924423, 4061.2622638081393, 0.020380909, 0.11932231104651163]",no
"[0.40479198, 966.2531399817599, 1689.146020504224, 2292.122175886824, 0.036370266, 0.020850929054054054]",no
"[0.5700858, 1093.4570839921892, 1543.5916676487434, 2489.776611328125, 0.0572162, 0.03219327059659091]",no
"[0.5084418, 1923.1932629381909, 1643.5917469125436, 3852.975186434659, 0.027357819, 0.1353426846590909]",no
"[0.22460985, 1361.0541359816455, 1405.7956615068697, 2363.513738458807, 0.06589202, 0.09272904829545454]",no
"[0.3406123, 1317.3923487089223, 1531.2101201271594, 2890.0984330610795, 0.092011, 0.0416259765625]",no
"[0.55769205, 2256.3905445710534, 1875.0504782010403, 4377.602317116477, 0.0012441099, 0.2600430575284091]",no
"[0.4152258, 1416.4478131105664, 1425.4041576127313, 2661.5528453480115, 0.04581889, 0.07781427556818182]",no
"[0.533575, 2283.573414105404, 1677.5904003893527, 4028.4218528053975, 0.012011355, 0.15644975142045456]",no
"[0.39118624, 1227.3468707175116, 1445.6054365688212, 2499.5644309303975, 0.051908053, 0.05404385653409091]",no
"[0.44956, 2485.0078799419293, 2006.683131828178, 4444.159490411932, 0.015472805, 0.1942138671875]",no
"[0.5775099, 1861.7798369626134, 1868.5701261972652, 4079.5632102272725, 0.011857322, 0.099365234375]",no
"[0.50783175, 850.9932452565668, 1167.519089131665, 1482.6099742542613, 0.023983864, 0.03774192116477273]",no
"[0.46659422, 1890.6250416496114, 1544.2412293834836, 3643.271151455966, 0.031765312, 0.11928488991477272]",no
"[0.26947317, 901.1949728758399, 928.434918427761, 1621.841708096591, 0.046563543, 0.09699041193181818]",no
"[0.53161734, 2541.524875867005, 1617.513532738926, 4213.411643288352, 0.007119308, 0.18603515625]",no
"[0.41602212, 1957.8134470711464, 1631.6852202753203, 3630.791681463068, 0.032845434, 0.15531782670454544]",no
"[0.29373828, 1405.928872202345, 1371.9720858753294, 2710.9813343394885, 0.007537779, 0.09299538352272728]",no
"[0.3864808, 1087.945316787724, 1362.5810797839465, 2168.203555836397, 0.02702069, 0.040082146139705885]",no
"[0.52762705, 1731.2860925754576, 1983.747169044076, 4144.162819602273, 0.0155916065, 0.05872691761363636]",no
"[0.3495792, 1901.3657236348583, 1523.0315612901222, 3561.7875532670455, 0.048365142, 0.12574351917613635]",no
"[0.46906924, 2058.737371155497, 1721.2082884650902, 3927.117919921875, 0.014783528, 0.12775213068181818]",no
"[0.39557797, 1753.1016657085083, 1663.0217661396678, 3497.2130408653848, 0.043869916, 0.06957381810897435]",no
"[0.3231397, 792.4794972895161, 909.3257559945872, 1280.7361949573863, 0.06663828, 0.04274680397727273]",no
"[0.4133231, 747.1153057229785, 1055.66039704026, 1362.4644886363637, 0.048038255, 0.030861594460227272]",no
"[0.45313644, 1437.8794173099718, 1386.8172229017382, 2706.4231695130816, 0.01923588, 0.08139534883720931]",no
"[0.5905995, 1284.2276518217598, 1564.9799571329158, 2906.1542217548076, 0.008621662, 0.060909955929487176]",no
"[0.45380694, 1307.7930212202323, 1767.7472484504042, 2962.283602627841, 0.0024515712, 0.045099431818181816]",no
"[0.5365398, 1586.8807878964567, 1566.9570333788504, 3158.774081143466, 0.03826383, 0.09084250710227272]",no
"[0.53138274, 920.8120984116617, 1294.051302451507, 1687.9094904119318, 0.097832225, 0.030295632102272728]",no
"[0.4443426, 1182.0537824502096, 1768.5433178203018, 2870.767489346591, 0.030777538, 0.028775301846590908]",no
"[0.27179718, 1354.2709109927994, 1371.9213368866046, 2710.0025523792615, 0.057884935, 0.06903631036931818]",no
"[0.34897283, 1744.93456972549, 1393.2928202716791, 3079.7374378551135, 0.07609529, 0.17694646661931818]",no
"[0.551471, 2207.6311870266695, 1856.343274701869, 4474.501731178977, 0.034940064, 0.12147105823863637]",no
"[0.3774876, 1486.499018058117, 1349.6749256872304, 2885.204523259943, 0.07417646, 0.08069957386363637]",no
"[0.4300997, 1664.5814024485028, 1632.498974543804, 3412.0339133522725, 0.004192117, 0.23337624289772727]",no
"[0.49781615, 1678.3540943873568, 1691.2200611686355, 3910.4786265980115, 0.02344898, 0.08933327414772728]",no
"[0.3605046, 1225.273922199169, 1296.7779874093414, 2409.6179496951218, 0.01985399, 0.06895483993902439]",no
"[0.34323594, 935.7388356622185, 1160.3281105413525, 1803.40576171875, 0.07435584, 0.04088245738636364]",no
"[0.4476432, 1310.7501294552867, 1748.3212040236579, 3359.6690784801135, 0.011592579, 0.025279651988636364]",no
"[0.3563336, 1699.683448734076, 1531.3875237124469, 3403.196088005515, 0.013007047, 0.11358283547794118]",no
"[0.3972942, 1001.2509390142621, 1419.6238191293087, 2448.6677689985795, 0.09802413, 0.030650745738636364]",no
"[0.3915719, 1368.5734986500825, 1340.2806589115523, 2661.5528453480115, 0.010605091, 0.08575994318181818]",no
"[0.47314548, 1404.2808601031368, 1495.4388292217795, 2828.679865056818, 0.025850244, 0.07818048650568182]",no
"[0.5379915, 1944.0723321093894, 2043.3218971492495, 4483.066073330966, 0.0012185666, 0.044011896306818184]",no
"[0.42141545, 1671.7238040072991, 1418.4795993303815, 3047.9270241477275, 0.019299079, 0.21576482599431818]",no
"[0.37432548, 1767.7668452260352, 1700.2195538174385, 3647.9203657670455, 0.04226975, 0.1068115234375]",no
"[0.5612987, 2282.2714746378883, 1956.2616953879826, 4605.169122869318, 0.05978088, 0.13307883522727273]",no
"[0.30837378, 1126.1932229868055, 1241.7677836828593, 2181.460293856534, 0.011254706, 0.05714000355113636]",no
"[0.42704108, 1304.716807235979, 1313.7213906936174, 2500.543212890625, 0.03533074, 0.07032359730113637]",no
"[0.6148102, 1893.3194373018114, 2012.0868981687183, 4341.876775568182, 0.024653576, 0.06456409801136363]",no
"[0.3401101, 1725.341199393281, 1459.7989191406398, 3009.7545276988635, 0.07667234, 0.09211869673295454]",no
"[0.38268605, 850.9420258702044, 1156.8302287396652, 1691.824618252841, 0.058402315, 0.03564453125]",no
"[0.5304609, 1739.9574870167658, 1769.2412493109296, 3821.6427825218025, 0.01746838, 0.08968477470930232]",no
"[0.35857445, 1403.0541533090543, 1498.969067360056, 2877.8636585582385, 0.070361346, 0.09882146661931818]",no
