"chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,rms,zero_crossing_rate",class
"[0.32468733, 1609.184479297667, 1509.1663987837667, 3150.699129971591, 0.013092022, 0.07913485440340909]",tree
"[0.6217025, 691.4443992591158, 1230.3682670392018, 1445.9056507457387, 0.064505175, 0.017433860085227272]",tree
"[0.45899495, 2261.6716902188286, 1888.6629025489276, 4544.484641335227, 0.033543576, 0.15824751420454544]",tree
"[0.502305, 2186.8545195633355, 1961.97878672533, 4505.649099042339, 0.055344366, 0.09587638608870967]",tree
"[0.62291026, 2138.608508935862, 1833.4773739172049, 4206.070778586648, 0.0030968047, 0.07743696732954546]",tree
"[0.45195046, 2566.616240703013, 1946.2827337336726, 4915.198308771307, 0.012793287, 0.1647616299715909]",tree
"[0.5769747, 938.1438188743022, 1288.3103966050585, 1752.9984907670455, 0.044370886, 0.036920720880681816]",tree
"[0.4509477, 2527.6034126586824, 1578.4631499040674, 4144.162819602273, 0.021238325, 0.17585893110795456]",tree
"[0.48540306, 2456.6446153170764, 1859.2040323313367, 4709.65409712358, 0.024238616, 0.16417347301136365]",tree
"[0.35662356, 2052.5778162527595, 1560.2836240182762, 3681.933038884943, 0.02130945, 0.13343394886363635]",tree
"[0.23518756, 1219.836350138396, 1198.452041475827, 2099.242609197443, 0.061761487, 0.05821644176136364]",tree
"[0.5089801, 1194.5077220436813, 1530.2975390671943, 2532.1089311079545, 0.012762043, 0.045221502130681816]",tree
"[0.48885506, 1020.8110960856066, 1416.7252015939216, 1986.6826837713068, 0.0729396, 0.04039417613636364]",tree
"[0.4059941, 1467.1954635417503, 1403.2624988763314, 2612.6137473366475, 0.02034599, 0.08461692116477272]",tree
"[0.5476704, 1596.1162752764562, 1452.4385286171762, 2918.972500887784, 0.022988625, 0.08696954900568182]",tree
"[0.40155753, 2199.9318653615783, 1522.5063078870514, 3994.4091796875, 0.07523923, 0.1648837002840909]",tree
"[0.33236262, 1839.5515649024724, 1234.8443586416297, 2835.9228515625, 0.045824334, 0.1234375]",tree
"[0.34274396, 1756.6445090618515, 1628.1032848936497, 3474.4312633167615, 0.06406004, 0.09585848721590909]",tree
"[0.3483, 1787.6276545925293, 1623.407530585486, 3687.316339666193, 0.017517114, 0.10493607954545454]",tree
"[0.40939274, 1199.1488777295074, 1270.4044341555518, 2273.9551890980115, 0.026706297, 0.06081321022727273]",tree
"[0.4108277, 2284.2414692572384, 1727.7679805125551, 4244.977361505682, 0.011129567, 0.18519176136363635]",tree
"[0.43235207, 2068.101932465827, 1801.3043153417493, 4083.7230335582385, 0.007446495, 0.10251686789772728]",tree
"[0.37687588, 2345.0631394180596, 1886.6050032684493, 4576.295055042614, 0.0427469, 0.13730690696022727]",tree
"[0.3189143, 2298.4914556776725, 2033.9926450600199, 4715.526788884943, 0.05699465, 0.08349609375]",tree
"[0.6023305, 2790.0675504209835, 1850.1391466239395, 4933.795166015625, 0.025750173, 0.11929598721590909]",tree
"[0.43653333, 2406.920540905205, 2005.730185893376, 4784.530917080966, 0.032853484, 0.13929332386363635]",tree
"[0.4947037, 1265.2915544415891, 1712.7424940343428, 3131.1234907670455, 0.12918475, 0.040727095170454544]",tree
"[0.42785823, 2366.353831085057, 1535.3671455658214, 4128.747003728693, 0.030221554, 0.16455078125]",tree
"[0.3822752, 1740.4726613454097, 1482.7674987636449, 3252.737149325284, 0.040718686, 0.1561279296875]",tree
"[0.40227613, 2478.900015084213, 1908.5372847545964, 4658.757435191761, 0.016474456, 0.17137562144886365]",tree
"[0.3533868, 2087.2143323882483, 1800.9253449398539, 4239.349365234375, 0.030362738, 0.14208984375]",tree
"[0.4092838, 2057.078364774256, 1701.6670723100503, 4023.772638494318, 0.01295459, 0.12067945075757576]",tree
"[0.43335506, 1793.621291363486, 1451.3570449580438, 3293.475811298077, 0.008066996, 0.11056440304487179]",tree
"[0.5272879, 2008.6223334160934, 1660.1058476133628, 3821.6183546112807, 0.013758662, 0.10181259527439024]",tree
"[0.4301571, 2174.627821138115, 1920.7576402493605, 4446.361749822443, 0.021806614, 0.07559481534090909]",tree
"[0.39847282, 2245.207023960961, 1638.848848676929, 4143.428733132102, 0.029897815, 0.1561612215909091]",tree
"[0.4088112, 1579.31822820938, 1450.2246186548743, 3123.782626065341, 0.030834751, 0.08476118607954546]",tree
"[0.34261265, 1824.8415050981487, 1588.81037257353, 3452.6533647017045, 0.037893392, 0.09615811434659091]",tree
"[0.42922014, 2176.170877644013, 1693.0316280355744, 4100.117631392045, 0.0497215, 0.12964976917613635]",tree
"[0.53084964, 1503.099968676705, 1857.9152368293528, 3145.315829190341, 0.077113874, 0.07000177556818182]",tree
"[0.5219446, 1757.8958855735725, 1684.2680051670466, 3320.028409090909, 0.058749534, 0.10818758877840909]",tree
"[0.56620896, 1781.2830918209677, 1569.3838603017045, 3500.368985262784, 0.044198897, 0.10441450639204546]",tree
"[0.38141564, 1693.495750770865, 1721.8371947190114, 3673.858087713068, 0.023454411, 0.07792524857954546]",tree
"[0.49370125, 1838.3414673933587, 1942.6561664184912, 4019.1234241832385, 0.12592721, 0.09391645951704546]",tree
"[0.4318711, 1290.6945902211146, 1282.7231424459571, 2389.940851384943, 0.015074128, 0.07114479758522728]",tree
"[0.3790971, 1887.9551573723984, 1562.2605846452598, 3289.9308638139205, 0.069593355, 0.1015625]",tree
"[0.4037224, 1355.7829991168483, 1432.0578082677475, 2706.0874245383525, 0.033727784, 0.08277476917613637]",tree
"[0.4314194, 2742.388791442382, 1805.9960379289403, 4708.920010653409, 0.009951902, 0.1949462890625]",tree
"[0.5610141, 751.190092369853, 1284.1764775900797, 1414.584628018466, 0.049465515, 0.02081853693181818]",tree
"[0.69410664, 1261.4525842199382, 1835.8134228319461, 3256.435546875, 0.027697412, 0.020186941964285714]",tree
"[0.60054886, 1541.5162714650278, 1796.2450232886995, 3717.6585804332385, 0.009997491, 0.08145419034090909]",tree
"[0.33664137, 1630.6701355446933, 1408.717936055268, 2825.4988236860795, 0.021636419, 0.12288041548295454]",tree
"[0.42942953, 1830.5463729426547, 1452.1231118788514, 3219.7032581676135, 0.015907533, 0.16902299360795456]",tree
"[0.4614606, 1039.3573507375206, 1576.732325584434, 2050.5482066761365, 0.004607517, 0.03806374289772727]",tree
"[0.39040375, 1426.7671809114488, 1399.3318730445853, 2721.013849431818, 0.020065693, 0.07481800426136363]",tree
"[0.37179983, 2994.2021127840694, 1838.6961777089489, 4947.25341796875, 0.19798355, 0.24050071022727273]",tree
"[0.5213146, 2287.1629637658357, 1939.8268564096825, 4619.361461292614, 0.009560879, 0.11345880681818182]",tree
"[0.38551468, 2144.8799094009855, 2129.2105086399683, 4771.317360617898, 0.0001433528, 0.12094948508522728]",tree
"[0.4553903, 1313.306117938958, 1644.5703584457324, 2782.6771129261365, 0.0075213313, 0.0513916015625]",tree
"[0.48997602, 1848.223285496136, 2045.8708932595407, 4416.753595525568, 0.038638946, 0.05506480823863636]",tree
"[0.39135268, 2047.1373838835627, 1682.8156580001255, 4034.2945445667615, 0.04110644, 0.121337890625]",tree
"[0.3891231, 1755.563863163672, 1656.7086419720351, 3485.302734375, 0.029468836, 0.09093191964285714]",tree
"[0.45266387, 1962.3915008794538, 1672.3164091844526, 3892.8605513139205, 0.0229434, 0.11720969460227272]",tree
"[0.4635214, 2839.8175685500064, 1949.4081201640586, 4939.423162286932, 0.020195847, 0.23581764914772727]",tree
"[0.51564854, 1708.4315833260048, 1667.5984884711102, 3607.975480363176, 0.009134153, 0.07633023648648649]",tree
"[0.44581503, 2265.891141829096, 1657.7311297964404, 4081.5207741477275, 0.019062448, 0.15266557173295456]",tree
"[0.48965865, 2042.2514761690784, 1658.5794745295518, 3991.962224786932, 0.02270392, 0.15207741477272727]",tree
"[0.5047603, 1464.057384020284, 1689.8031364510207, 3466.845703125, 0.033511266, 0.04514382102272727]",tree
"[0.4832395, 2286.3073377637384, 1588.3029068300427, 3967.737371271307, 0.011238881, 0.16643732244318182]",tree
"[0.5051364, 2173.3682723468696, 1730.8091597479831, 4206.315474076705, 0.0062627, 0.17609197443181818]",tree
"[0.49586636, 1612.5384843952952, 1718.9327614978022, 3432.8330300071025, 0.018157251, 0.05484286221590909]",tree
"[0.4763754, 1945.3240501184475, 1529.9421971890852, 3474.4312633167615, 0.032826677, 0.12069424715909091]",tree
"[0.5074062, 2460.4400333714234, 1758.084773452332, 4336.248779296875, 0.026449613, 0.18449263139204544]",tree
"[0.50445426, 2302.1984818894557, 1856.3088252780208, 4532.00517134233, 0.015959129, 0.14849298650568182]",tree
"[0.43962246, 1134.2772470439998, 1466.920056406087, 2228.6865234375, 0.055801984, 0.043645685369318184]",tree
"[0.46789446, 1864.84832926374, 1786.0455142193316, 3892.8605513139205, 0.020075984, 0.10038618607954546]",tree
"[0.5926566, 2038.2229736674074, 1803.9781959323036, 4002.9735218394885, 0.01640628, 0.096435546875]",tree
"[0.38602552, 1921.6151635733265, 1413.6526257525284, 3308.283025568182, 0.06332135, 0.12605424360795456]",tree
"[0.3334121, 1825.71004067288, 1853.7831615599505, 4057.785311612216, 0.023262165, 0.08732466264204546]",tree
"[0.3764283, 2036.5808160379536, 1913.7448438816652, 4478.17216352983, 0.022116713, 0.19952947443181818]",tree
"[0.47936243, 2118.61412370018, 1745.9318076728453, 4013.7401234019885, 0.015329742, 0.1651944247159091]",tree
"[0.49731803, 1796.5788822036388, 1698.9593049114142, 3573.043545809659, 0.02235677, 0.06498579545454546]",tree
"[0.35708335, 1269.403096100866, 1619.3206617286758, 2797.848233309659, 0.04780745, 0.04784046519886364]",tree
"[0.38716978, 1556.008260001396, 1676.1110061575978, 3577.6927601207385, 0.0033010396, 0.06950239701704546]",tree
"[0.55911535, 1403.3786128139186, 1614.1193141472684, 3319.2943226207385, 0.013816801, 0.07343084161931818]",tree
"[0.33919764, 1447.792625933832, 1404.9595425898808, 2844.5850719105115, 0.031278875, 0.07565030184659091]",tree
"[0.39993563, 1501.2786621287262, 1461.5238012977497, 2738.876620205966, 0.006827837, 0.08295232599431818]",tree
"[0.46945128, 2084.545714689234, 1703.245107933646, 4159.333939985795, 0.018076338, 0.14089133522727273]",tree
"[0.48679733, 1996.6530992269875, 1726.5883809771992, 4065.615567294034, 0.028686129, 0.1382168856534091]",tree
"[0.31517652, 1903.52417817734, 1622.6206064018602, 3774.917325106534, 0.019419694, 0.11411354758522728]",tree
"[0.43384546, 1847.6204896250404, 1644.426565834875, 3683.1565163352275, 0.057919774, 0.11150568181818182]",tree
"[0.5480305, 2469.321307037111, 1723.720730215279, 4419.445245916193, 0.0031278864, 0.3086936257102273]",tree
"[0.5261784, 1971.4240853257893, 1751.6055430380648, 4125.810657848011, 0.01243499, 0.1486483487215909]",tree
"[0.4864427, 2082.9115645201173, 1909.9203959020413, 4474.25703568892, 0.046878252, 0.1589022549715909]",tree
"[0.40261868, 2224.1245754987026, 1869.35517524085, 4476.459295099432, 0.023470737, 0.13105912642045456]",tree
"[0.61822903, 1533.2622623120185, 1765.5523965508319, 3483.9743874289775, 0.0074767987, 0.042913263494318184]",tree
"[0.45932502, 1715.2229033364938, 1807.416562333584, 3597.7577903053975, 0.027744323, 0.07354181463068182]",tree
"[0.4199052, 1511.30722588829, 1593.3270811211323, 3068.236749822443, 0.030322343, 0.07573908025568182]",tree
"[0.5059294, 2406.9758477676355, 1827.2183557377984, 4700.600363991477, 0.029028649, 0.1788330078125]",tree
"[0.43689644, 1878.0434060633793, 1746.6101397889688, 3679.486083984375, 0.02265992, 0.10385964133522728]",tree
"[0.39717343, 2736.1399837341482, 2022.9000975179624, 5323.595081676136, 0.00030764317, 0.20653187144886365]",tree
"[0.3264279, 1282.7686247543907, 1498.9324426699438, 2819.8708274147725, 0.017500777, 0.05394398082386364]",tree
"[0.45679346, 1948.199360085954, 1819.0440510131355, 4088.1275523792615, 0.0368033, 0.07795854048295454]",tree
"[0.46153426, 1520.5461128940901, 1713.248471693458, 3396.618097478693, 0.027657367, 0.053655450994318184]",tree
"[0.4398942, 2143.807501820973, 1842.8927153624559, 4159.089244495739, 0.007281247, 0.11593350497159091]",tree
"[0.56704354, 1985.773352562102, 1680.1200204684887, 3825.079900568182, 0.0112229595, 0.12895063920454544]",tree
"[0.48300213, 2441.124556586872, 1721.812729614855, 4497.013716264205, 0.015893767, 0.2131014737215909]",tree
"[0.45325518, 385.3392925254932, 834.6901738836062, 594.6100408380681, 0.016988672, 0.011618874289772728]",tree
"[0.38056275, 1950.6138525153447, 1558.5800138102131, 3746.0432572798295, 0.0656162, 0.12738591974431818]",tree
"[0.4914782, 2596.629756488998, 1638.1928201106623, 4338.695734197443, 0.058060203, 0.19544566761363635]",tree
"[0.559726, 1857.7908406544268, 1815.5199809876053, 4024.262029474432, 0.01764865, 0.08866743607954546]",tree
"[0.4344378, 1524.6256476764013, 1556.6378905279767, 3178.594415838068, 0.021645186, 0.12007279829545454]",tree
"[0.37503502, 1281.6726989526271, 1544.0584527463, 2656.903631036932, 0.033546504, 0.04605379971590909]",tree
"[0.5445931, 1332.3754369121098, 1704.9558553074405, 3002.043635670732, 0.029514141, 0.039407869664634144]",tree
"[0.4635214, 2839.8175685500064, 1949.4081201640586, 4939.423162286932, 0.020195847, 0.23581764914772727]",tree
"[0.49757814, 1777.392018852791, 1591.3808466779885, 3401.2673117897725, 0.026155997, 0.07882412997159091]",tree
"[0.422331, 1710.568302606512, 1440.9558795466128, 3127.2083629261365, 0.017232904, 0.10695578835227272]",tree
"[0.38841793, 2376.5089212727703, 1876.287542983517, 4602.065667873476, 0.029066466, 0.13489662728658536]",tree
"[0.42227584, 2160.0829651244767, 1710.7063188837544, 3978.949444110577, 0.015347212, 0.1268028846153846]",tree
"[0.51451427, 1706.0008338991809, 1778.3801376200731, 3599.960049715909, 0.06629904, 0.07718172940340909]",tree
"[0.43680847, 2614.290633376478, 1582.6342887333149, 4280.213512073864, 0.015075573, 0.19724343039772727]",tree
"[0.3468862, 3254.7736986612217, 1798.2830613326535, 5184.11865234375, 0.04996636, 0.24018998579545456]",tree
"[0.5197109, 1099.1692006539154, 1364.3441508924157, 2074.038973721591, 0.017145606, 0.04964932528409091]",tree
"[0.55580544, 1633.2054114245757, 1783.284803114254, 3571.0859818892045, 0.0014286638, 0.07246537642045454]",tree
"[0.545156, 1829.457005369509, 1856.4693908679992, 4011.782559481534, 0.023960507, 0.06675026633522728]",tree
"[0.43105286, 2396.8480568355003, 1630.3046921600094, 4288.6962890625, 0.07194828, 0.17409104567307693]",tree
"[0.4540754, 1948.8110991749736, 1771.4727708332075, 4045.795232599432, 0.043504648, 0.11025168678977272]",tree
"[0.38913855, 1696.2129559068674, 1635.541489111931, 3408.3984375, 0.026641512, 0.07774832589285714]",tree
"[0.6006492, 2013.2057401095822, 1680.0440312065828, 3804.071044921875, 0.05448843, 0.08269391741071429]",tree
"[0.6971032, 1105.6135197137746, 1496.1174206515313, 1763.031005859375, 0.009747705, 0.04331276633522727]",tree
"[0.35249498, 1809.931564536978, 1474.3982603066872, 3404.937744140625, 0.020301394, 0.14631791548295456]",tree
"[0.36592132, 3300.3302488622985, 1799.1616265379669, 5119.763738458807, 0.04469542, 0.31404252485795453]",tree
"[0.37431538, 1156.878990852225, 1299.656252318749, 2142.309015447443, 0.058188975, 0.05239035866477273]",tree
"[0.38075158, 1816.570528131343, 1479.8733697178866, 3317.1148255813955, 0.023206498, 0.11665379723837209]",tree
"[0.44956306, 1918.7552047978647, 1746.4537808067892, 3899.5936239919356, 0.010331645, 0.09710496471774194]",tree
"[0.47423473, 1671.5381992264904, 1642.7800290236985, 3491.070556640625, 0.02339303, 0.09365012428977272]",tree
"[0.46240407, 1841.7222040404, 1801.5768559556361, 4003.4629128196025, 0.03650868, 0.07404119318181818]",tree
"[0.437791, 1626.2877846400634, 1734.744155471363, 3588.214666193182, 0.021062708, 0.07546164772727272]",tree
"[0.4131479, 1734.2572216285787, 1705.9350632080025, 3773.69384765625, 0.018688923, 0.18440385298295456]",tree
"[0.61305237, 2737.995806064644, 2141.8745603324714, 5453.038995916193, 0.003287711, 0.1484042080965909]",tree
"[0.34025666, 1666.0928645690801, 1672.024628480812, 3204.532137784091, 0.002215513, 0.07984508167613637]",tree
"[0.43394458, 2057.233522278083, 1611.5562122916924, 4030.3794167258525, 0.029295605, 0.13829456676136365]",tree
"[0.5510335, 2809.9230041976884, 2076.0590064427756, 5310.626220703125, 0.006157918, 0.19927423650568182]",tree
"[0.49687654, 1606.653143946261, 1573.537126264982, 3227.0918683307927, 0.0100422315, 0.09432164634146341]",tree
"[0.5040321, 2103.181178503059, 1616.7000770116176, 3962.354070490057, 0.010110893, 0.14984685724431818]",tree
"[0.45673412, 1580.0246265518829, 1674.727750444602, 3344.4069086119184, 0.034552194, 0.06665606831395349]",tree
"[0.56636286, 1297.8277280292912, 1618.9831899029598, 2840.6699440696025, 0.029707922, 0.023692737926136364]",tree
"[0.4685925, 2114.5634625937037, 1734.4317922155913, 4226.380504261364, 0.010427601, 0.1436434659090909]",tree
"[0.7137355, 1242.387187044085, 1637.6355756927414, 2851.681241122159, 0.09329322, 0.010198419744318182]",tree
"[0.5312383, 2193.134658982121, 2141.3551302075193, 4893.42041015625, 0.0007707369, 0.06032492897727273]",tree
"[0.45238188, 1464.104888270802, 1410.6953162571058, 2983.0827192826705, 0.020426258, 0.14170143821022727]",tree
"[0.42742538, 1426.4098330069849, 1367.8162915732848, 2615.3053977272725, 0.018534983, 0.07793634588068182]",tree
"[0.40767872, 1373.4530440595993, 1609.8207554985186, 2732.269841974432, 0.059245564, 0.0625]",tree
"[0.43491253, 1603.0025485482488, 1515.6735708223432, 3395.1499245383525, 0.006458007, 0.08999911221590909]",tree
"[0.46750394, 1609.023501047183, 1517.6782193077763, 3368.9675071022725, 0.022785483, 0.08329634232954546]",tree
"[0.6517738, 1696.1202520002305, 1858.655638786543, 3867.901611328125, 0.06239691, 0.031116832386363636]",tree
"[0.35578433, 2782.0649021387326, 1538.8106138166077, 4399.951171875, 0.023089424, 0.15889485677083334]",tree
"[0.52019835, 2016.9514355849678, 1754.0239213849986, 4142.6377407340115, 0.017810086, 0.10834166061046512]",tree
"[0.43552038, 1115.9609394495963, 1466.778410984891, 2207.6427112926135, 0.037579987, 0.042680220170454544]",tree
"[0.54788923, 1377.6503946108717, 1543.5967987261104, 2827.701083096591, 0.040120646, 0.07335316051136363]",tree
"[0.46503055, 1670.043344529555, 1627.1797904465284, 3260.0780140269885, 0.057887718, 0.08749112215909091]",tree
"[0.5003621, 2283.6723428350147, 1791.636994124204, 4524.909002130682, 0.013009241, 0.18427068536931818]",tree
"[0.3878278, 2003.1358190534177, 1753.2459198473168, 3878.668212890625, 0.02769995, 0.1080322265625]",tree
"[0.40893576, 1069.2204398696456, 959.9833058864878, 1937.2541947798295, 0.021554803, 0.06703879616477272]",tree
"[0.4640774, 1861.4325030507682, 1599.7730319260322, 3433.322420987216, 0.110337876, 0.11542302911931818]",tree
"[0.5589319, 1529.0249005889223, 1723.0252575447666, 3087.8123890269885, 0.052257873, 0.06601784446022728]",tree
"[0.5686401, 2197.690962987735, 1964.678107100355, 4596.115389737216, 0.006266695, 0.1270419034090909]",tree
"[0.5734477, 1561.7084838279736, 1540.6907696006076, 3095.153253728693, 0.02093799, 0.07157759232954546]",tree
"[0.4843638, 2141.0773052253166, 1824.1699613838791, 4402.071866122159, 0.007853656, 0.13225763494318182]",tree
"[0.6222707, 1220.9426119510497, 1509.0369641489633, 2247.0386851917615, 0.058246147, 0.03659889914772727]",tree
"[0.2704263, 1989.3808345273223, 1880.255416092356, 4402.561257102273, 0.10033066, 0.09727894176136363]",tree
"[0.43123302, 2209.40310146499, 1701.3880181881332, 4107.703191583807, 0.047025785, 0.14980246803977273]",tree
"[0.45777774, 1812.9091362855006, 1544.6553740308525, 3463.6646617542615, 0.017490944, 0.11522327769886363]",tree
"[0.43002227, 1809.916933163554, 1731.0411906890724, 3822.6329456676135, 0.02484938, 0.09731223366477272]",tree
"[0.50879705, 1767.10624864687, 1887.7716035652752, 3912.191495028409, 0.02073051, 0.07353071732954546]",tree
"[0.4105536, 2207.676119751279, 1600.05668183761, 3944.735995205966, 0.004609393, 0.17231889204545456]",tree
"[0.41231045, 2068.356034343489, 1628.297961339764, 4007.3780406605115, 0.049656212, 0.13709605823863635]",tree
"[0.3838402, 1587.7677527384344, 1525.9524818348777, 3106.16455078125, 0.015328157, 0.077880859375]",tree
"[0.5748959, 2265.2496635016673, 1902.258612734574, 4541.792990944602, 0.015044104, 0.11262650923295454]",tree
"[0.2948908, 1733.3058805429782, 1592.4974641761155, 3519.210537997159, 0.030230664, 0.09166370738636363]",tree
"[0.5347353, 2907.9220803460817, 1937.1095502565463, 5154.999889026989, 0.019247726, 0.16905628551136365]",tree
"[0.46656668, 1798.1883490751854, 1754.6107036927153, 3704.934414950284, 0.16622812, 0.09074263139204546]",tree
"[0.4925862, 2262.1236295115978, 1844.3694094786558, 4507.780317826705, 0.012290456, 0.15143377130681818]",tree
"[0.54985726, 2144.6356436690717, 1817.9101522917429, 4103.053977272727, 0.017362, 0.10513583096590909]",tree
"[0.61415225, 2131.368000880053, 1683.8423291704705, 4066.1049582741475, 0.019042779, 0.10528009588068182]",tree
"[0.42888325, 2246.118955623264, 1914.7284258455547, 4463.979825106534, 0.019937005, 0.07594992897727272]",tree
"[0.47644332, 1844.6294164993474, 1684.551092119547, 3621.493252840909, 0.028395498, 0.09195223721590909]",tree
"[0.36950988, 1991.834209391309, 1660.9079435551218, 3739.1917835582385, 0.035416864, 0.13190252130681818]",tree
"[0.4014425, 1968.7425348745892, 1506.839177832478, 3517.0082785866475, 0.02754281, 0.13043767755681818]",tree
"[0.56036943, 2109.2093852607945, 1840.228527191358, 4306.640625, 0.022436323, 0.10097434303977272]",tree
"[0.4668502, 1855.7440226416559, 1494.8557949139, 3553.2951803768383, 0.005749762, 0.12451171875]",tree
"[0.3881046, 2279.675881414626, 1713.7790263750785, 4197.261740944602, 0.009121628, 0.13770640980113635]",tree
"[0.46718013, 1291.0192233284642, 1338.476480145415, 2583.2502885298295, 0.008576733, 0.06760475852272728]",tree
"[0.45693445, 2069.612423614149, 1876.6594542702294, 4308.108797940341, 0.018878745, 0.11739834872159091]",tree
"[0.34055665, 2167.9554831912374, 1681.5456536019599, 4137.9638671875, 0.003060344, 0.2001953125]",tree
"[0.40449432, 2598.4824116704294, 1945.447794744117, 4856.226695667614, 0.014652691, 0.1448086825284091]",tree
"[0.42466182, 1846.8390730968213, 1740.8876412107886, 3543.680087002841, 0.018959273, 0.06562943892045454]",tree
"[0.57874584, 2368.883689308709, 1814.401383930177, 4570.667058771307, 0.015931278, 0.136474609375]",tree
"[0.5274818, 2482.458315124869, 1936.1525756434285, 4759.816672585227, 0.02253422, 0.14216752485795456]",tree
"[0.4563267, 2015.9253621525925, 1492.1657302951537, 3492.7834250710225, 0.09841135, 0.11818625710227272]",tree
"[0.396983, 1072.8991279149932, 1284.8229891062751, 1886.3575328480113, 0.018652223, 0.06304376775568182]",tree
"[0.54517573, 1022.7715831120278, 1337.6225359615833, 2023.6317027698863, 0.077713944, 0.044145063920454544]",tree
"[0.32374635, 1842.0402176037949, 1835.1101770658001, 4003.707608309659, 0.016493332, 0.07030140269886363]",tree
"[0.41977072, 1845.016630300354, 1519.3423138434346, 3486.1766468394885, 0.033106837, 0.10604580965909091]",tree
"[0.59452105, 1488.5398574863798, 1576.1356968329692, 2953.848805147059, 0.082817174, 0.05504653033088235]",tree
"[0.65405965, 1900.9316476231973, 1980.194586067734, 4339.429820667614, 0.0017263703, 0.04746315696022727]",tree
"[0.39474446, 1683.3548996727986, 1454.243622787755, 3325.9011008522725, 0.08042704, 0.10686700994318182]",tree
"[0.41069263, 1942.9065925283003, 1765.0103848420556, 3932.745916193182, 0.005637049, 0.10585715553977272]",tree
"[0.5554494, 2467.752120818113, 1891.8983269004957, 4680.290638316761, 0.007331433, 0.1512451171875]",tree
"[0.43997765, 2658.460823206622, 1858.581234649645, 4757.614413174716, 0.01865818, 0.1619540127840909]",tree
"[0.43797934, 1410.1570162489006, 1476.3479538863974, 2730.7106195494184, 0.011479637, 0.07387808866279069]",tree
"[0.47522688, 1646.110016856652, 1703.4835753384555, 3314.645108309659, 0.04287943, 0.09125310724431818]",tree
